stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,147.91,3.15,0,0,0,0,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,1,0,0,114,2,0,3,0,0,0,1,0,1,0,0,141,0,0,0,0,1,21,0,1,48,2,1,2,1,0,27,0,7,1,1,4,16,0,0,0,0,0
 24-34,0.82,0.82,0.82,175.66,3.28,0,28.73,0,3.28,0,4.1,0.82,0.82,1.64,0.82,223.27,0.82,3.28,0.82,0.82,32.83,55,0,13.95,273.35,2.46,2.46,4.93,0,0.82,50.07,0,0.82,1.64,0.82,2.46,53.36,0,0,6.57,0,3.28
 36-46,0,0.81,0.81,55.59,0,0,23.36,0,3.22,0.81,4.03,0,0,1.61,1.61,124.07,0,0,0,1.61,19.34,29,0,4.83,163.55,0.81,1.61,0.81,0,0,33.84,0,0,0.81,0,0,36.26,0,0,5.64,0,0.81
 48-58,0,0,0,65.99,0,0,33.85,0,4.59,1.72,9.18,0.57,0,0.57,0,73.45,0,0.57,0.57,0.57,13.2,26.97,0.57,1.15,108.45,1.15,0.57,4.02,0,0,10.9,0,0,0,0.57,0,21.8,0,0,2.3,0,2.87
 60-70,0,0,0,71.65,0,0,39.26,0.98,7.85,0,7.85,0.98,0,0,2.94,90.3,0,0.98,0,1.96,11.78,14.72,0.98,0,68.71,0,0,0.98,0,0,13.74,0,0,0.98,0,0,4.91,0,0,1.96,0,0.98
 72-82,0,0.98,0.98,44.17,2.94,0,44.17,0,4.91,0.98,11.78,1.96,0,2.94,1.96,161.97,0,0,0.98,0,35.34,13.74,1.96,1.96,69.7,0,2.94,4.91,0,0.98,16.69,0,0,0,0.98,0,4.91,4.91,1.96,4.91,0,0.98
 84-94,1.06,0,1.06,115.76,3.19,1.06,23.36,0,11.68,1.06,10.62,4.25,0,0,2.12,276.13,0,3.19,3.19,1.06,20.18,28.68,1.06,2.12,39.3,0,8.5,2.12,0,0,45.67,0,0,4.25,0,0,4.25,5.31,0,2.12,1.06,3.19
 96-106,0,1.09,0,199.99,16.39,3.28,78.68,0,12.02,3.28,31.69,15.3,0,3.28,6.56,320.2,5.46,10.93,6.56,1.09,55.74,36.06,4.37,6.56,114.75,0,13.11,13.11,0,1.09,64.48,0,0,1.09,1.09,0,6.56,10.93,1.09,6.56,5.46,2.19
108-118,0,0.77,2.3,186.89,4.6,6.13,40.6,0.77,12.26,3.83,15.32,1.53,0,0,2.3,326.3,0.77,11.49,0,1.53,39.83,38.3,0.77,8.43,104.94,2.3,9.96,3.06,0,0.77,34.47,0,0,2.3,0,0,1.53,7.66,0.77,3.06,1.53,2.3
120,0,0,0,156.78,1.96,1.96,25.48,0,7.84,1.96,11.76,7.84,0,0,1.96,195.98,0,3.92,5.88,0,11.76,9.8,0,1.96,90.15,0,7.84,1.96,0,0,17.64,0,0,1.96,0,0,3.92,0,0,0,0,0
