stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,1686.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,901.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,30.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,68.35,0,0,0,21.03,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.49,0,0,0,37.76,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,34,1,0,12,0,0,0,34,1,3,4,0,0,0,0,0,0,23,0,0,8,675,4,1,5,1,0,0,0,1,4,0,4,397,0,0,0,0,0
 24-34,0,0,0,2.46,28.73,0,0,77.16,0,0,0,68.13,0.82,1.64,3.28,0.82,1.64,0,1.64,0.82,0,40.22,0,0,9.03,1612.98,10.67,17.24,11.49,0,0,7.39,0,0,3.28,1.64,3.28,575.42,0,0,1.64,0,2.46
 36-46,0,0,0,0,8.06,0,0,223.17,0.81,0,0,120.85,0,1.61,0.81,4.03,0,0,0,0,0.81,78.96,0,0,7.25,2221.23,5.64,8.86,4.03,0,0,8.06,0,0,4.03,0,0,625.2,0,0,1.61,0,10.47
 48-58,0.57,0,0,0,9.75,0,0,569.79,1.15,2.3,0.57,216.9,0,9.18,1.15,3.44,0.57,1.15,4.02,1.15,1.15,70,0,0.57,6.89,1927.98,6.31,8.03,13.2,0,0,6.89,0.57,0,0.57,0.57,0,511.26,0,1.15,1.15,0,36.15
 60-70,0,0,0,0,7.85,0.98,0,1236.72,0,0,0.98,365.13,0.98,2.94,1.96,9.82,1.96,3.93,0.98,0.98,3.93,92.26,0,0.98,2.94,1758.89,5.89,5.89,9.82,0,0.98,5.89,0,0,5.89,0,0,308.2,0,0,1.96,0,33.37
 72-82,0,0,4.91,0,10.8,4.91,0,1194.68,0,1.96,2.94,478.07,3.93,4.91,0.98,11.78,5.89,9.82,1.96,0,8.83,166.88,0.98,1.96,6.87,1541.21,10.8,15.71,18.65,0,0,4.91,0,0,4.91,0,0,161.97,4.91,1.96,5.89,2.94,32.39
 84-94,0,0,3.19,0,23.36,1.06,0,747.67,1.06,3.19,2.12,285.69,5.31,10.62,2.12,21.24,3.19,14.87,3.19,2.12,11.68,126.38,0,6.37,7.43,746.61,5.31,4.25,6.37,0,0,12.74,0,0,15.93,0,0,126.38,3.19,2.12,5.31,3.19,48.85
 96-106,0,0,2.19,0,21.86,5.46,2.19,589.04,2.19,2.19,0,304.9,6.56,2.19,4.37,29.51,6.56,20.76,5.46,7.65,5.46,119.12,2.19,2.19,7.65,640.41,9.84,6.56,17.49,0,1.09,7.65,0,0,13.11,0,0,63.39,3.28,3.28,2.19,2.19,42.62
108-118,0,0,3.06,0,11.49,2.3,0.77,409.02,1.53,0,0.77,229.79,4.6,0,2.3,24.51,5.36,26.04,0.77,8.43,13.02,99.58,0.77,0.77,3.83,667.15,9.96,6.89,13.02,0,0,5.36,0,0,11.49,0,0,39.83,5.36,5.36,2.3,0.77,49.02
120,0,0,0,0,19.6,7.84,1.96,315.53,0,1.96,0,201.86,3.92,0,0,17.64,0,9.8,0,9.8,3.92,62.71,0,0,5.88,642.81,11.76,7.84,3.92,0,1.96,9.8,0,0,3.92,0,0,39.2,1.96,0,1.96,0,17.64
