stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1792.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,980.74,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,177.76,6.13,0,0,24.52,0,104.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,15.77,0,55.2,0,0,0,15.77,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,168.24,5.26,0,0,110.41,0,15.77,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,28.32,0,3.15,0,9.44,0,0,0,0,0,40.91,0,0,0,0,0,0,0,0,0,0,0,138.47,6.29,0,0,62.94,0,15.73,0,0,15.73,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,8,123,24,0,9,0,0,0,13,9,195,5,12,22,0,1,0,0,37,4,0,35,132,6,1,12,6,0,39,1,19,6,3,69,77,0,0,7,0,0
 24-34,0,0,2.46,0.82,81.26,19.7,0,20.52,0,6.57,4.1,12.31,6.57,48.43,3.28,25.45,58.28,1.64,4.93,0.82,0.82,131.34,17.24,0.82,62.39,183.87,3.28,16.42,13.13,0,0,154.32,0,0,9.03,1.64,13.95,68.13,0,0,37.76,0,6.57
 36-46,0,0,0,0.81,41.09,0,0,13.7,1.61,11.28,11.28,24.98,4.03,8.86,7.25,23.36,20.14,0,7.25,0.81,0.81,236.06,12.89,4.03,62.84,248.15,9.67,10.47,6.45,0,0,127.3,0,0,3.22,0.81,0,90.23,0,0.81,37.06,0,16.11
 48-58,0,0,0,0,33.85,2.87,0,8.03,2.3,6.31,16.64,18.94,1.72,8.61,4.59,28.69,9.75,0,5.16,2.3,0,312.15,11.48,2.87,46.48,55.09,6.31,6.31,6.89,0,0.57,78.61,0,0,1.15,1.15,0.57,23.53,0,0.57,22.95,0.57,13.77
 60-70,0,0,0,0,70.67,0,0,19.63,1.96,16.69,12.76,12.76,1.96,2.94,2.94,36.32,12.76,0,6.87,1.96,0.98,402.42,8.83,7.85,34.35,27.48,3.93,7.85,4.91,0,2.94,79.5,0,0,0.98,0,0,8.83,6.87,6.87,20.61,5.89,9.82
 72-82,0,0,1.96,0,103.07,4.91,0,35.34,1.96,11.78,24.54,27.49,10.8,5.89,13.74,56.94,41.23,1.96,15.71,1.96,0,710.72,22.58,14.72,48.1,61.84,2.94,9.82,19.63,0,3.93,77.55,0,0,1.96,0,0,5.89,42.21,15.71,45.16,8.83,11.78
 84-94,0,0,0,0,242.14,3.19,1.06,41.42,6.37,30.8,19.12,16.99,28.68,8.5,5.31,61.6,52.04,5.31,22.3,14.87,3.19,518.27,16.99,12.74,35.05,49.92,9.56,31.86,20.18,0,4.25,232.59,0,0,3.19,1.06,0,14.87,130.63,12.74,36.11,16.99,19.12
 96-106,0,0,2.19,0,298.35,7.65,1.09,39.34,1.09,29.51,20.76,32.79,59.01,0,9.84,103.82,65.57,6.56,52.46,5.46,2.19,552.98,22.95,18.58,39.34,96.17,10.93,32.79,31.69,0,5.46,190.16,1.09,0,2.19,0,0,2.19,187.97,18.58,72.13,24.04,19.67
108-118,0,0,0.77,0,297.19,3.83,3.83,19.92,3.83,26.04,17.62,17.62,56.68,0.77,3.83,89.62,49.79,7.66,26.81,14.55,2.3,436.6,20.68,9.96,32.17,65.87,12.26,24.51,25.28,0,2.3,137.87,0,0,2.3,1.53,0,12.26,163.15,9.19,48.26,13.79,16.85
120,0,0,0,1.96,156.78,11.76,1.96,17.64,5.88,13.72,9.8,25.48,19.6,0,7.84,99.95,23.52,1.96,13.72,7.84,1.96,237.13,11.76,5.88,31.36,60.75,11.76,9.8,17.64,0,0,105.83,0,0,0,0,0,0,56.83,3.92,23.52,11.76,13.72
