stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,817.03,14443.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,796.85,9911.62,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.28,18.39,0,0,67.43,0,73.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,118.29,0,194.52,0,0,0,415.34,0,0,0,0,78.86,0,0,0,0,0,0,0,0,0,0,0,3391.04,47.32,0,0,1277.55,0,7.89,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,125.88,0,144.76,0,6.29,0,361.9,0,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,3112.35,53.5,0,0,1019.62,0,3.15,6.29,0,132.17,0,3.15,12.59,0,0,0,0,0
 14-21,0,0,0,30,231,92,0,201,0,0,49,12,2,1,0,14,0,2,0,0,129,1,0,104,2446,61,10,24,106,0,37,1,203,6,0,203,677,0,0,13,0,1
 24-34,0,0,0,4.1,77.98,30.37,0,536.84,0,1.64,36.12,4.1,0.82,4.93,4.1,6.57,3.28,8.21,4.1,0.82,257.75,1.64,3.28,99.32,2195.79,9.03,10.67,30.37,0,0,67.31,0,0,3.28,0,14.78,440.8,0,0,26.27,0,4.1
 36-46,0,0,0,1.61,53.17,2.42,0,607.47,3.22,1.61,47.53,0.81,0,3.22,4.83,0.81,0.81,4.03,1.61,0,215.11,0,4.83,71.7,1127.94,2.42,8.86,12.89,0,0,17.72,0,0.81,0.81,0,0,224.78,0,0,16.11,0,5.64
 48-58,0.57,0,0,0.57,52.79,1.72,0,516.42,2.87,5.74,45.33,1.72,0,1.72,6.89,0.57,4.59,3.44,2.3,0,219.19,0.57,12.05,65.41,484.87,1.15,5.74,10.33,0,0,10.33,0,0,1.15,0,0,71.15,0,0,10.33,0.57,2.3
 60-70,0,0,0,0,46.13,0.98,0,280.72,0.98,2.94,69.69,5.89,0,1.96,1.96,0.98,1.96,2.94,4.91,0,143.3,0.98,10.8,26.5,237.53,0.98,1.96,6.87,0,0,9.82,0,0,2.94,0.98,0,13.74,0,0,11.78,0,1.96
 72-82,0,0,0.98,0,42.21,3.93,0.98,117.8,0.98,5.89,70.68,10.8,0,2.94,4.91,2.94,0.98,0.98,0,0.98,182.59,0.98,11.78,32.39,214,2.94,3.93,10.8,0,1.96,4.91,0,0,2.94,0,0,3.93,0.98,0,16.69,0.98,2.94
 84-94,0,0,0,0,50.98,12.74,2.12,128.51,1.06,5.31,38.23,11.68,0,2.12,15.93,5.31,2.12,2.12,2.12,1.06,126.38,2.12,14.87,37.17,158.24,6.37,3.19,9.56,0,4.25,11.68,0,0,3.19,0,0,1.06,4.25,1.06,21.24,2.12,0
 96-106,0,0,1.09,0,44.81,10.93,1.09,88.52,1.09,3.28,46.99,8.74,0,4.37,15.3,6.56,2.19,3.28,3.28,0,93.98,2.19,1.09,18.58,113.66,3.28,7.65,13.11,0,2.19,26.23,0,0,5.46,0,0,3.28,1.09,1.09,27.32,2.19,3.28
108-118,0,0,0,0,47.49,13.79,4.6,92.68,2.3,6.89,48.26,9.96,0,2.3,16.09,3.06,2.3,3.06,3.06,1.53,90.38,0,0.77,23.74,176.17,3.83,3.83,6.89,0,0.77,24.51,0,0,0.77,0,0,2.3,3.06,0.77,17.62,0.77,0
120,0,0,0,0,45.08,19.6,0,72.51,5.88,5.88,66.63,11.76,0,1.96,17.64,0,5.88,0,1.96,0,90.15,1.96,1.96,19.6,133.27,3.92,1.96,9.8,0,3.92,15.68,0,0,0,0,0,1.96,0,0,17.64,1.96,0
