stage,eye,fin.epithelia,ionocyte,mesenchyme,muscle,neural,periderm,spinal.cord,visceral.smooth.muscle
  7-9,0,0,0,0,0,2.63,0,0,0
 14-21,0,0,0,0,0,0,11,0,0
 24-34,0,0,0,0,0,0,10.67,0,0
 36-46,0,0,0,0,0,0.81,26.59,0,0
 48-58,0.57,0.57,0,0.57,0.57,0,10.9,0.57,0
 60-70,0,0.98,0,0,0,0,18.65,0,0
 72-82,0,0,0,0,0,0.98,27.49,0,0
 84-94,0,0,0,0,0,1.06,63.72,0,0
 96-106,0,1.09,1.09,0,0,0,55.74,0,1.09
108-118,0,1.53,1.53,0,0,0,40.6,0,0
120,0,3.92,0,0,0,0,15.68,0,0
