stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,0,1,172,3,0,0,0,0,0
 24-34,0,0.82,1.64,1.64,39.4,4.93,0,100.14,178.13,3.28,4.1,8.21,4.1,0.82,4.1,4.1,4.1,0.82,4.1,4.1,4.93,99.32,1.64,0.82,70.59,962.04,13.95,9.03,6.57,0,0.82,91.94,0.82,8.21,9.03,266.78,137.08,0,0,27.91,0,4.1
 36-46,0,0,0,0,27.39,4.83,0,215.11,439.9,4.03,2.42,57.2,0,0.81,3.22,5.64,1.61,1.61,2.42,4.03,7.25,126.49,3.22,0.81,60.43,1209.31,14.5,10.47,8.86,0.81,0,67.68,0,4.03,23.36,28.2,275.54,0,0.81,24.98,0,13.7
 48-58,0,0,0,0,41.31,17.21,0,746.52,389.04,10.9,16.07,137.71,2.3,0.57,6.89,8.03,2.87,4.02,2.3,6.89,10.33,329.36,2.3,8.03,96.97,1841.34,11.48,14.92,9.75,0,0.57,72.3,0,1.15,14.35,0,416.58,0,0.57,28.69,0,41.89
 60-70,0,0,0,0,71.65,22.58,0,698.84,293.48,20.61,8.83,131.52,6.87,0,5.89,8.83,2.94,6.87,5.89,6.87,4.91,272.86,5.89,11.78,68.71,1266.16,15.7,2.94,13.74,0.98,0.98,96.19,0,4.91,6.87,0,166.86,1.96,4.91,22.58,0.98,31.41
 72-82,0,0,4.91,0.98,52.03,87.37,0,889.39,229.71,19.63,34.36,176.7,15.71,0,6.87,25.52,5.89,18.65,8.83,13.74,8.83,521.26,4.91,17.67,80.5,1494.09,7.85,22.58,23.56,0,4.91,81.48,0,1.96,6.87,0,148.23,11.78,11.78,48.1,18.65,51.05
 84-94,0,0,9.56,0,158.24,156.12,4.25,763.6,335.6,30.8,26.55,195.41,26.55,1.06,8.5,52.04,23.36,22.3,13.81,21.24,19.12,518.27,9.56,24.43,100.89,1167.18,5.31,19.12,31.86,0,7.43,406.76,0,15.93,6.37,0,100.89,12.74,10.62,63.72,19.12,38.23
 96-106,0,0,16.39,1.09,284.14,276.49,16.39,1037.11,445.88,61.2,33.88,361.73,66.66,0,25.14,99.45,44.81,31.69,31.69,84.15,7.65,837.12,30.6,50.27,125.68,1514.69,20.76,57.92,75.41,1.09,18.58,524.57,0,10.93,24.04,0,80.87,21.86,30.6,131.14,43.71,66.66
108-118,0,0,4.6,0.77,151.66,63.57,24.51,486.39,369.19,32.17,17.62,165.45,32.94,0,4.6,36,16.09,29.87,11.49,42.13,13.79,386.81,11.49,13.79,93.45,991.92,19.15,16.85,29.87,0.77,12.26,179.24,0,4.6,6.13,0,23.74,13.02,7.66,53.62,9.19,34.47
120,1.96,0,0,1.96,97.99,60.75,3.92,319.45,229.29,13.72,9.8,94.07,19.6,0,9.8,45.08,9.8,9.8,5.88,33.32,7.84,217.54,7.84,5.88,97.99,691.8,7.84,7.84,17.64,0,9.8,105.83,0,1.96,1.96,0,21.56,5.88,0,35.28,9.8,5.88
