stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,214.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,7.89,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,147.91,0,0,0,28.32,0,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,5,59,9,0,26,0,0,0,9,3,0,0,0,0,0,0,0,1,29,0,0,21,237,7,4,3,9,0,1,55,4,1,57,86,0,0,3,0,0
 24-34,0,0.82,0.82,4.1,22.16,0.82,0,35.3,0,3.28,0,5.75,0.82,0.82,0.82,2.46,1.64,0,2.46,1.64,0,21.34,2.46,0,13.95,278.27,0.82,5.75,2.46,0,0.82,13.13,0.82,1.64,0,9.03,43.51,0,0,9.03,0,0
 36-46,0,0,0,0.81,7.25,0,0,29,2.42,0,2.42,3.22,0,0,0,0,1.61,0,0.81,0.81,0,18.53,0,0,8.06,105.54,0.81,1.61,2.42,0,0,20.95,0,2.42,0,0,22.56,0,0,0.81,0,0
 48-58,0.57,0,0,0,11.48,0,0,33.28,2.87,1.15,0.57,14.92,0.57,0,0.57,0.57,1.15,0,0.57,2.87,0.57,24.1,0,1.15,2.87,78.04,0,1.72,1.72,0,0,6.31,0,0.57,0,0,19.51,0,0,2.3,0,1.15
 60-70,0,0,0,0,22.58,0.98,0,32.39,0,1.96,1.96,13.74,4.91,0,0,0.98,3.93,0.98,1.96,3.93,0,18.65,0,1.96,1.96,56.93,0.98,0.98,1.96,0,0,8.83,0,0,0,0,9.82,0,0.98,3.93,0,0
 72-82,0,0,2.94,0,9.82,1.96,0,66.75,0,0.98,6.87,10.8,13.74,0.98,0.98,5.89,0.98,0,5.89,0.98,0,53.01,1.96,1.96,6.87,87.37,0.98,3.93,6.87,0,0,7.85,0,1.96,0,0,9.82,0,1.96,2.94,1.96,0
 84-94,0,0,1.06,0,20.18,1.06,0,27.61,1.06,0,2.12,8.5,29.74,1.06,1.06,5.31,4.25,0,1.06,0,0,14.87,1.06,2.12,7.43,30.8,0,4.25,2.12,0,1.06,20.18,0,1.06,0,0,1.06,2.12,0,3.19,1.06,0
 96-106,0,0,0,0,9.84,2.19,0,22.95,0,1.09,1.09,10.93,8.74,0,0,6.56,2.19,0,0,5.46,0,13.11,1.09,0,4.37,21.86,0,3.28,7.65,0,0,14.21,0,3.28,0,0,2.19,0,0,0,1.09,0
108-118,0,0,1.53,0,9.19,0,0.77,19.92,0,1.53,1.53,7.66,24.51,0,0,6.13,3.06,0,0.77,1.53,0,22.21,0,0.77,2.3,30.64,0.77,1.53,2.3,0,0,8.43,0,1.53,0,0,2.3,0.77,0.77,2.3,0,0
120,0,0,1.96,0,31.36,5.88,0,23.52,0,7.84,1.96,7.84,21.56,0,1.96,7.84,1.96,0,3.92,5.88,0,17.64,0,0,3.92,39.2,3.92,3.92,3.92,0,0,31.36,0,1.96,0,0,1.96,5.88,0,3.92,0,0
