stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,158.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,214.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,7.89,0,0,18.4,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,105.15,2.63,0,0,70.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,6.29,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,6.29,0,0,66.09,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,31,7,5,0,0,0,0,3,0,2,0,0,0,0,0,0,11,0,0,13,52,4,0,0,2,0,0,29,0,1,16,19,0,0,0,0,0
 24-34,0,0,0.82,0.82,12.31,1.64,9.85,0,0.82,0.82,3.28,0,0,3.28,0,0.82,0.82,0.82,0,0,27.09,0,0.82,9.85,77.16,1.64,0.82,2.46,0,0,6.57,0,0,0,0.82,18.06,0,0,8.21,0,0
 36-46,0,0,0,0,12.09,0,6.45,0,4.83,0,4.03,0,0,1.61,0,1.61,0,0,0,2.42,30.62,0,0.81,8.06,84.6,0,0,0.81,0,0,3.22,0.81,0,0,0,24.17,0,0.81,4.03,0,0
 48-58,0,0,0,0,3.44,0.57,7.46,0.57,2.3,0.57,5.16,0,0.57,0.57,1.72,0,0,1.15,0,0.57,23.53,0,0,2.3,72.3,0.57,1.15,0,0,0,3.44,0,0,1.72,0,11.48,0,0,4.02,0,1.15
 60-70,0,0,0,0,4.91,0,31.41,0.98,0.98,0.98,11.78,0,0,0.98,0,0,0,0,0,0,44.17,0,0.98,2.94,117.78,0.98,1.96,0.98,0,0,5.89,0,0,0,0,19.63,0,0,3.93,0,0.98
 72-82,0,0,0.98,0,5.89,6.87,59.88,0,5.89,2.94,12.76,3.93,0,2.94,2.94,0.98,0.98,1.96,0.98,0.98,109.95,0,5.89,8.83,200.26,0.98,3.93,2.94,0,1.96,5.89,0,0.98,0.98,0,18.65,0,0.98,10.8,1.96,0
 84-94,0,0,0,0,16.99,2.12,43.54,0,4.25,2.12,12.74,4.25,0,2.12,2.12,0,1.06,1.06,0,1.06,48.85,0,4.25,5.31,74.34,2.12,1.06,2.12,0,1.06,16.99,0,1.06,0,0,10.62,0,0,8.5,4.25,1.06
 96-106,0,0,0,0,6.56,1.09,26.23,1.09,2.19,0,14.21,1.09,0,4.37,6.56,0,3.28,3.28,0,0,43.71,1.09,2.19,6.56,66.66,1.09,1.09,0,0,1.09,13.11,0,0,0,0,2.19,0,2.19,12.02,7.65,0
108-118,0,0,1.53,0,11.49,1.53,26.04,0,3.83,4.6,12.26,0.77,0,0.77,3.06,0.77,0.77,0,1.53,0.77,44.43,0,0.77,6.89,107.23,1.53,3.06,1.53,0,1.53,13.79,0,0,0.77,0,4.6,0.77,2.3,4.6,0.77,3.06
120,0,0,0,0,15.68,0,21.56,1.96,5.88,3.92,17.64,0,0,0,1.96,1.96,1.96,0,0,1.96,23.52,0,0,3.92,78.39,1.96,0,0,0,0,15.68,0,1.96,0,0,0,0,3.92,7.84,3.92,0
