stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,3017.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,177.76,1728.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,0,0,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,81.49,0,0,0,42.06,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,0,0,3.15,0,0,0,0,0,103.85,0,0,0,0,0,0,0,0,0,0,0,144.76,6.29,0,0,75.53,0,0,0,22.03,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,39,129,0,1,0,0,0,2,5,43,0,0,0,0,0,1,1,24,0,0,10,17,1,0,0,0,2,1,10,3,4,52,27,0,0,1,0,1
 24-34,0,0,0.82,1.64,3.28,38.58,0,8.21,0.82,0.82,0,0.82,4.1,5.75,0,0,1.64,0,0,0,0.82,7.39,4.1,0,6.57,38.58,0,2.46,3.28,0,0.82,0,0,5.75,1.64,2.46,18.06,0,0,3.28,0,2.46
 36-46,0,0,0,0,0,2.42,0,2.42,0,0,0,13.7,4.03,0.81,0.81,0,0,0,0,0,0,2.42,10.47,0.81,1.61,28.2,0,3.22,0.81,0,1.61,0,0,5.64,0,0,4.03,0,0,0.81,0,0.81
 48-58,0,0,1.15,0,0.57,0.57,0,14.92,0,0,0.57,72.87,0,2.87,0,0,0,0,0,1.15,0.57,4.02,13.2,0,0.57,35,0,2.3,0,0,0.57,0,0,1.15,0,0,23.53,0,0,0.57,0,0
 60-70,0,0,1.96,0,1.96,0,0,35.33,0.98,0.98,0,184.53,1.96,1.96,0.98,0,0,0,0,0.98,0,8.83,12.76,0,0,20.61,0.98,0,1.96,0,0,0,0,2.94,0,0,14.72,0.98,0,0,0,0
 72-82,0,0,4.91,0,4.91,0.98,0,40.25,0,0,0,269.96,10.8,1.96,0,1.96,0.98,0,1.96,0.98,0,34.36,37.3,0.98,0,37.3,0,0,7.85,0,0,0,0,1.96,0,0,15.71,4.91,0.98,0.98,0,0
 84-94,0,0,7.43,0,3.19,1.06,1.06,29.74,0,0,0,151.87,12.74,7.43,0,1.06,2.12,1.06,2.12,0,0,26.55,26.55,0,0,22.3,0,2.12,3.19,0,2.12,0,0,5.31,0,0,4.25,7.43,1.06,1.06,1.06,0
 96-106,0,0,5.46,0,6.56,1.09,4.37,16.39,0,1.09,0,146.44,32.79,1.09,0,2.19,0,0,2.19,3.28,0,18.58,45.9,0,2.19,20.76,0,6.56,4.37,0,1.09,0,0,0,0,0,4.37,8.74,1.09,1.09,0,0
108-118,0,0,4.6,0,6.89,0.77,11.49,19.15,0.77,0.77,0.77,124.09,35.23,0,0.77,3.83,1.53,0,2.3,1.53,0,14.55,25.28,0,0,22.98,0,2.3,7.66,0,0.77,0,0,2.3,0,0,4.6,8.43,0,0,0,0.77
120,0,0,5.88,0,5.88,0,0,23.52,0,0,0,103.87,19.6,0,1.96,5.88,1.96,0,1.96,0,0,5.88,13.72,0,0,21.56,0,1.96,3.92,0,0,0,0,0,0,0,7.84,5.88,0,0,0,0
