stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,197.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,34.62,3.15,0,0,9.44,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,12,4,0,2,0,0,0,1,0,0,0,0,0,0,3,1,5,0,0,3,4,4,0,0,0,0,0,0,4,1,0,2,4,0,0,6,0,0
 24-34,0,0,1.64,0,11.49,0,0,3.28,0,1.64,0.82,0,0,0.82,0.82,0,0,0.82,2.46,0.82,12.31,0,0,4.93,11.49,1.64,4.1,0,0,0,0,0,0,3.28,0,0,6.57,0,0,11.49,0,0.82
 36-46,0,0,0,0,3.22,0,0,3.22,0.81,2.42,0,1.61,0.81,0,0,0,0.81,0,0,3.22,17.72,0,0.81,3.22,17.72,0,4.03,0.81,0,0.81,0,0,0,6.45,0,0,4.83,0,0,2.42,0,0
 48-58,0,0,0,0,1.15,0,0,4.02,1.72,4.02,2.3,0.57,0.57,1.15,0.57,0,0.57,0.57,0.57,1.72,29.26,0,1.15,4.02,11.48,1.15,0.57,1.72,0,0,0.57,0,0,4.02,0,0,4.02,0,0,4.02,0,2.3
 60-70,0,0,0.98,0,0.98,0.98,0,2.94,0,7.85,2.94,1.96,0.98,1.96,3.93,0,0,1.96,2.94,0.98,33.37,0,0,0.98,12.76,0.98,4.91,1.96,0,0,0,0,0,4.91,0,0,1.96,0,0.98,5.89,0,0.98
 72-82,0,0,2.94,0,2.94,0,0,5.89,0.98,6.87,11.78,5.89,0,2.94,5.89,0.98,0.98,1.96,1.96,3.93,94.24,0,1.96,10.8,7.85,0.98,9.82,1.96,0,2.94,0,0,0,7.85,0,0,2.94,0,0,13.74,1.96,0.98
 84-94,0,0,2.12,0,5.31,1.06,1.06,12.74,3.19,12.74,15.93,8.5,0,0,16.99,2.12,2.12,2.12,8.5,0,58.41,1.06,4.25,5.31,9.56,0,3.19,6.37,0,0,2.12,0,0,20.18,0,0,3.19,0,1.06,10.62,3.19,1.06
 96-106,0,0,5.46,0,13.11,3.28,1.09,13.11,6.56,12.02,9.84,15.3,0,1.09,13.11,2.19,3.28,5.46,14.21,1.09,67.76,0,4.37,2.19,24.04,2.19,8.74,13.11,0,1.09,3.28,0,0,21.86,0,0,1.09,0,1.09,19.67,3.28,2.19
108-118,0,0,2.3,0,5.36,0,0,15.32,3.83,3.83,13.79,22.98,0,0.77,11.49,0,6.13,0.77,19.92,0.77,52.85,0,0.77,3.83,21.45,2.3,4.6,3.06,0,1.53,1.53,0,0,12.26,0.77,0,1.53,1.53,3.06,14.55,1.53,2.3
120,0,0,1.96,0,25.48,0,0,19.6,3.92,3.92,13.72,33.32,0,0,11.76,1.96,0,1.96,23.52,0,39.2,0,0,3.92,19.6,5.88,3.92,3.92,0,0,1.96,0,0,15.68,0,0,0,0,3.92,7.84,0,0
