stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,276.74,5771.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,288.09,3996.52,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,24.52,0,0,61.3,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.46,131.44,0,276.01,0,0,0,63.09,0,0,0,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,3264.86,162.98,0,0,1621.92,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,125.88,0,251.76,0,12.59,0,62.94,0,0,0,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,2250.08,100.7,0,0,1671.04,0,0,9.44,12.59,204.55,0,3.15,9.44,0,0,0,0,0
 14-21,0,1,1,14,321,49,0,52,0,2,0,49,38,6,1,0,2,0,0,6,1,164,1,0,154,939,36,2,6,86,0,17,1,451,22,2,251,825,0,0,13,0,1
 24-34,0,0,1.64,8.21,78.8,5.75,0,140.37,0.82,9.85,4.1,64.03,6.57,0.82,4.1,0,6.57,1.64,2.46,6.57,1.64,256.93,0,1.64,146.11,1076.96,9.03,4.93,9.85,0,0,41.86,0,0.82,2.46,0,50.07,608.25,0,0,27.91,0,1.64
 36-46,0,0,1.61,0.81,25.78,0.81,0,255.4,1.61,11.28,24.98,48.34,2.42,0,4.83,2.42,2.42,2.42,0.81,4.03,2.42,356.91,2.42,6.45,124.07,1500.16,13.7,8.86,4.03,0,0.81,35.45,0.81,0,2.42,0.81,0,696.1,0,0.81,15.31,0,1.61
 48-58,0,0,0,0.57,22.38,1.72,0,450.44,4.02,12.62,17.79,58.53,2.3,0,7.46,3.44,0.57,2.3,2.87,2.3,1.15,409.12,1.15,8.61,100.99,1118.92,8.03,7.46,3.44,0,3.44,31.56,0,0,0.57,1.15,0,525.03,0,2.87,21.8,0,3.44
 60-70,0.98,0,0,0,32.39,0.98,0,888.28,2.94,15.7,19.63,82.45,10.8,0,4.91,3.93,1.96,1.96,0.98,1.96,0.98,434.81,2.94,15.7,77.54,1210.22,15.7,5.89,6.87,0,2.94,25.52,0,0,1.96,1.96,0,294.46,0.98,7.85,12.76,2.94,1.96
 72-82,0,0,0.98,0,31.41,14.72,0.98,713.67,2.94,14.72,31.41,102.09,14.72,0,10.8,10.8,1.96,3.93,3.93,0.98,0.98,426.04,3.93,15.71,64.79,803.98,9.82,2.94,10.8,0.98,5.89,13.74,0,0,0.98,1.96,0,114.85,0.98,9.82,25.52,10.8,2.94
 84-94,0,0,2.12,0,42.48,13.81,0,501.28,2.12,35.05,13.81,75.4,14.87,0,8.5,15.93,4.25,3.19,6.37,2.12,6.37,283.56,4.25,11.68,60.54,435.44,16.99,7.43,18.05,0,5.31,61.6,0,0,6.37,1.06,0,87.09,4.25,10.62,25.49,7.43,1.06
 96-106,0,0,2.19,0,39.34,25.14,1.09,378.12,1.09,16.39,10.93,66.66,21.86,0,8.74,19.67,6.56,4.37,4.37,3.28,1.09,238.24,6.56,4.37,34.97,313.65,13.11,10.93,19.67,0,4.37,55.74,0,0,3.28,2.19,0,33.88,3.28,2.19,28.41,12.02,1.09
108-118,0,0,3.83,0,52.85,13.02,2.3,308.68,5.36,13.02,15.32,53.62,22.21,0,1.53,23.74,6.13,8.43,4.6,9.19,3.06,170.81,1.53,9.19,29.11,354.64,14.55,4.6,19.92,0,3.83,37.53,0,0,3.83,0.77,0,18.38,3.83,0.77,19.92,4.6,2.3
120,0,0,1.96,0,50.95,5.88,1.96,282.21,3.92,13.72,13.72,43.12,37.24,0,1.96,37.24,5.88,9.8,5.88,7.84,0,152.86,7.84,3.92,27.44,360.6,31.36,1.96,17.64,0,5.88,33.32,0,0,1.96,0,0,15.68,1.96,3.92,17.64,3.92,3.92
