stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,6,15,398,149,0,242,0,6,0,39,15,59,6,13,2,2,2,2,10,217,1,0,176,2076,262,7,16,53,0,3,4,300,20,35,525,729,0,0,24,0,9
 24-34,0.82,4.93,4.93,174.02,29.55,0,362.82,0,18.06,5.75,59.1,2.46,2.46,13.13,26.27,3.28,5.75,4.93,4.1,17.24,311.1,2.46,0.82,160.89,2427.27,92.76,13.13,27.09,0,0.82,4.93,0,1.64,13.13,2.46,69.77,680.49,0,0,96.86,0,22.16
 36-46,0,4.03,0.81,91.85,10.47,0,558.33,2.42,8.06,16.11,107.15,1.61,0,15.31,31.42,0,3.22,3.22,5.64,27.39,337.58,0,4.83,102.32,2520.13,48.34,12.09,9.67,0,0,4.83,0.81,2.42,10.47,6.45,0.81,567.19,0,0,71.7,0,20.14
 48-58,0.57,1.72,0,94.1,6.89,0,920.38,2.3,13.2,34.43,206.57,1.72,0.57,8.03,36.72,2.3,12.62,2.87,3.44,22.38,504.37,1.72,18.36,109.02,2319.32,21.8,6.89,12.05,0,1.15,5.74,0,0.57,4.02,2.3,0,450.44,0,2.3,78.04,0,32.13
 60-70,0,1.96,0,113.86,8.83,0.98,1293.65,6.87,8.83,24.54,300.35,5.89,0.98,14.72,39.26,2.94,25.52,5.89,3.93,14.72,724.36,0.98,21.59,74.6,2614.77,15.7,9.82,12.76,0,3.93,3.93,0,0,6.87,3.93,0,294.46,0,18.65,67.73,6.87,28.46
 72-82,0,5.89,0.98,96.2,27.49,13.74,1058.23,2.94,13.74,40.25,298.43,8.83,1.96,13.74,65.77,8.83,27.49,6.87,6.87,8.83,783.37,4.91,27.49,80.5,2163.58,5.89,5.89,24.54,0,3.93,2.94,0,0,7.85,0.98,0,130.56,0.98,33.38,129.58,22.58,21.6
 84-94,0,4.25,1.06,147.62,39.3,33.99,834.76,9.56,22.3,42.48,224.09,15.93,1.06,8.5,95.58,10.62,38.23,3.19,14.87,30.8,575.62,2.12,25.49,72.22,1136.38,12.74,5.31,38.23,0,6.37,11.68,1.06,0,20.18,2.12,0,79.65,3.19,23.36,113.64,26.55,27.61
 96-106,0,3.28,0,138.79,36.06,44.81,621.83,4.37,21.86,16.39,216.38,10.93,0,14.21,111.47,6.56,26.23,4.37,13.11,18.58,417.47,5.46,22.95,55.74,910.34,9.84,10.93,34.97,0,6.56,16.39,1.09,0,10.93,2.19,0,41.53,2.19,18.58,112.56,25.14,25.14
108-118,0,3.83,0.77,141.7,29.11,97.28,503.24,3.83,17.62,21.45,167.75,4.6,0,6.89,93.45,7.66,42.13,3.06,14.55,24.51,317.87,0.77,11.49,39.83,1088.43,12.26,7.66,22.98,0,10.72,8.43,1.53,0,9.19,3.83,0,29.87,1.53,15.32,94.21,19.15,22.98
120,0,3.92,1.96,97.99,31.36,25.48,384.12,5.88,15.68,13.72,148.94,9.8,0,3.92,103.87,7.84,21.56,3.92,7.84,3.92,260.65,1.96,15.68,68.59,1103.36,15.68,9.8,11.76,1.96,1.96,5.88,0,0,7.84,0,0,35.28,0,9.8,68.59,11.76,7.84
