stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,24,2,0,3,0,2,0,0,2,1,0,0,0,0,0,0,0,7,0,0,5,28,3,0,0,1,0,9,3,1,0,6,18,0,0,8,0,0
 24-34,0,0,0,0,35.3,0.82,0,5.75,0.82,11.49,1.64,3.28,0,0.82,1.64,0,1.64,0,0,0.82,0.82,19.7,0,0,18.06,109.17,4.93,0,3.28,0,0,41.86,0,0,1.64,4.93,32.83,0,0,35.3,0,0.82
 36-46,0,0,0,0,28.2,0,0,17.72,1.61,12.89,0.81,10.47,0,0,1.61,0.81,2.42,0,0,0,0,27.39,2.42,0.81,11.28,98.29,4.03,0,0.81,0,0,37.87,0,0.81,0.81,0,33.84,0,0,29,0,5.64
 48-58,0,0,0,0,14.92,0,0,28.69,0.57,12.05,2.87,14.92,0.57,0,1.15,1.15,0.57,1.15,0,0,0.57,32.13,0,2.3,4.02,58.53,3.44,0,1.15,0,0,30.99,0,0,0,0,29.26,0,0,19.51,0,2.3
 60-70,0,0,0,0,19.63,0,0,65.76,1.96,22.58,0,24.54,0,0,0.98,1.96,0.98,2.94,0,0.98,0.98,44.17,0,0.98,6.87,40.24,0,0.98,1.96,0,0,36.32,0,1.96,0,0,19.63,0,2.94,19.63,0,2.94
 72-82,0,0,0.98,0,33.38,2.94,0,104.06,0.98,24.54,1.96,31.41,0,0,0,4.91,2.94,3.93,1.96,0.98,2.94,76.57,3.93,3.93,7.85,75.59,2.94,0,6.87,0,1.96,22.58,0,0.98,0,0,5.89,0,0.98,42.21,0.98,2.94
 84-94,0,0,0,0,48.85,1.06,0,73.28,2.12,36.11,2.12,18.05,5.31,0,2.12,10.62,4.25,2.12,0,0,1.06,48.85,2.12,4.25,3.19,31.86,1.06,3.19,1.06,0,0,61.6,0,1.06,0,0,1.06,2.12,2.12,22.3,2.12,1.06
 96-106,0,0,0,0,39.34,6.56,0,69.94,0,25.14,0,27.32,7.65,0,0,14.21,1.09,4.37,0,2.19,0,30.6,1.09,3.28,4.37,43.71,1.09,8.74,1.09,0,0,57.92,0,1.09,0,0,0,1.09,3.28,25.14,2.19,0
108-118,0,0,0,0,55.15,2.3,4.6,72.77,0.77,55.92,0,22.98,7.66,0,2.3,5.36,3.06,3.06,1.53,2.3,1.53,28.34,1.53,2.3,8.43,49.79,2.3,2.3,4.6,0,0.77,39.83,0,0.77,0,0,0,1.53,2.3,20.68,1.53,2.3
120,0,0,0,0,64.67,1.96,1.96,70.55,1.96,43.12,0,13.72,13.72,0,0,7.84,0,5.88,1.96,0,1.96,29.4,3.92,1.96,3.92,50.95,0,0,1.96,0,0,29.4,0,0,0,0,11.76,0,0,15.68,1.96,0
