stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,173.5,0,0,0,2.63,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,131.44,5.26,0,0,26.29,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,122.73,0,0,0,18.88,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,191.97,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,12,33,13,0,74,0,0,0,5,0,12,0,0,1,0,0,0,17,34,0,0,8,411,5,1,130,1,3,1,6,0,2,22,71,0,0,0,0,12
 24-34,0,0.82,0,3.28,13.95,6.57,0,135.44,0,9.03,0,4.1,0.82,2.46,0.82,1.64,0.82,8.21,0,0,42.68,75.52,0.82,0,12.31,563.93,23.8,0.82,114.1,0,87.01,0.82,0,0,0,3.28,74.7,0,0,33.66,0,32.01
 36-46,0,0,0,0,20.14,0.81,0,116.02,0,27.39,0.81,37.06,0.81,0,1.61,1.61,1.61,9.67,0.81,0,24.98,49.95,0,0,12.09,348.85,22.56,3.22,76.54,0,130.52,0.81,0,0.81,0,0,71.7,0,0,44.31,0,11.28
 48-58,0.57,0,0,0,21.23,1.15,0,172.14,0,74.59,3.44,131.4,0.57,0,0.57,0,1.15,24.67,1.15,4.59,10.33,141.73,1.15,1.72,14.35,294.94,7.46,2.87,90.09,0,106.73,0,0,0,1.72,0,75.74,0,0,32.13,0,30.41
 60-70,0,0,0,0,46.13,0,0,172.75,0,81.47,0.98,126.62,3.93,0,1.96,0.98,3.93,62.82,0,6.87,11.78,305.25,2.94,1.96,4.91,246.36,9.82,5.89,56.93,0,112.88,0,0,0,0,0,31.41,3.93,0.98,8.83,0.98,18.65
 72-82,0,0,0,1.96,76.57,3.93,0.98,191.42,0,56.94,0.98,133.51,2.94,0,0,0.98,0.98,67.73,0,5.89,11.78,329.84,0,9.82,24.54,222.84,4.91,16.69,103.07,0,131.54,0,0,0.98,0,0,12.76,8.83,0.98,17.67,3.93,8.83
 84-94,0,0,0,2.12,161.43,7.43,20.18,243.21,0,181.61,0,92.4,11.68,0,1.06,6.37,4.25,53.1,0,11.68,12.74,303.74,4.25,9.56,32.92,149.75,3.19,36.11,128.51,0,305.87,0,0,1.06,0,0,7.43,22.3,4.25,26.55,3.19,18.05
 96-106,0,0,2.19,4.37,387.96,7.65,15.3,182.51,0,153,2.19,83.06,12.02,0,1.09,8.74,15.3,32.79,14.21,9.84,15.3,232.78,18.58,16.39,38.25,145.35,9.84,81.96,168.3,0,771.55,1.09,0,0,0,0,6.56,41.53,2.19,17.49,0,13.11
108-118,0,0,0.77,6.89,209.87,6.89,32.94,186.89,0.77,204.51,4.6,75.83,14.55,0,0,3.06,13.79,39.83,0.77,6.89,11.49,131.75,10.72,3.06,70.47,156.26,4.6,45.19,144.77,0,504.77,0,0,0,0,0,7.66,24.51,1.53,18.38,0.77,11.49
120,0,0,0,1.96,225.38,19.6,23.52,113.67,3.92,137.18,0,48.99,1.96,0,3.92,3.92,7.84,37.24,1.96,13.72,3.92,119.55,9.8,1.96,70.55,227.34,3.92,41.16,96.03,0,437.03,0,0,0,0,0,1.96,9.8,1.96,17.64,1.96,5.88
