stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,593.01,10977.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,802.98,11940.53,0,6.13,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,275.83,42.91,0,0,122.59,0,177.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,102.52,257.61,0,333.85,0,0,0,704.5,0,0,0,0,184.01,0,0,0,0,0,0,0,0,0,0,0,7179.02,160.35,0,0,3120.28,0,2.63,2.63,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,135.32,0,179.38,0,12.59,0,424.84,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,3417.61,81.82,0,0,1548.31,0,0,12.59,3.15,182.52,0,9.44,12.59,0,0,0,0,0
 14-21,1,1,0,34,237,324,0,204,0,0,74,9,3,1,3,10,0,3,0,1,142,2,0,119,2835,58,14,26,129,0,68,1,301,22,1,209,937,0,0,6,0,0
 24-34,0,0.82,0,4.1,76.34,64.85,0,785.56,2.46,0.82,68.13,4.1,0.82,3.28,3.28,13.95,0,8.21,5.75,2.46,280.73,0,2.46,93.58,3022.39,8.21,23.8,20.52,0,0,79.62,0,1.64,6.57,0,22.98,669,0,0,22.98,0,3.28
 36-46,0,0,0,0.81,32.23,8.06,0,1295.52,1.61,0,45.92,4.03,0,1.61,5.64,2.42,1.61,1.61,3.22,2.42,200.61,0.81,10.47,61.23,1625.84,1.61,12.09,2.42,0,0,29,0,0,0.81,0.81,0,356.11,0,0,9.67,0,2.42
 48-58,0,0,0,0,22.95,5.16,0,1116.62,3.44,3.44,33.85,2.87,0,1.15,1.15,1.72,0,3.44,5.74,0.57,158.37,0.57,14.35,37.87,640.94,1.15,2.3,2.3,0,0,14.35,0,0,1.15,0,0,90.66,0,0,10.33,0,0.57
 60-70,0,0,0,0,32.39,1.96,0,685.1,2.94,3.93,43.19,7.85,0,1.96,0.98,0,0.98,2.94,0.98,0.98,91.28,1.96,3.93,15.7,302.31,1.96,0.98,2.94,0,0,8.83,0,0,3.93,0,0,20.61,0,0,1.96,0,0.98
 72-82,0,0,0,0,35.34,6.87,1.96,265.05,0.98,2.94,49.08,16.69,0,0.98,8.83,4.91,0.98,0.98,0.98,0,121.73,3.93,2.94,28.47,258.18,2.94,4.91,0.98,0,0.98,8.83,0,0,0,0,0,4.91,0.98,0,9.82,0,0.98
 84-94,0,0,0,0,42.48,10.62,3.19,241.08,0,5.31,42.48,25.49,0,2.12,13.81,4.25,3.19,1.06,11.68,0,118.95,0,8.5,21.24,203.91,1.06,5.31,2.12,0,2.12,12.74,0,0,4.25,0,0,6.37,4.25,0,18.05,0,1.06
 96-106,0,0,2.19,0,42.62,16.39,2.19,172.67,0,2.19,38.25,20.76,0,4.37,20.76,0,2.19,3.28,7.65,0,69.94,1.09,5.46,15.3,182.51,1.09,7.65,3.28,0,0,13.11,0,0,2.19,0,0,3.28,2.19,1.09,21.86,0,0
108-118,0,0,0,0,43.66,32.17,0.77,165.45,3.83,4.6,37.53,21.45,0,1.53,18.38,3.06,4.6,1.53,10.72,0,59.75,0,0.77,16.09,242.04,0.77,7.66,6.13,0,1.53,14.55,0,0,2.3,0.77,0,2.3,4.6,0,13.79,1.53,0
120,0,0,0,0,37.24,35.28,0,186.18,1.96,1.96,60.75,15.68,0,1.96,29.4,3.92,3.92,1.96,1.96,0,66.63,0,1.96,21.56,250.85,1.96,1.96,5.88,0,0,7.84,0,0,3.92,0,0,3.92,0,1.96,27.44,1.96,0
