stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,856.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.47,0,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,717.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,6.13,514.89,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,26.29,0,26.29,0,0,0,81.49,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,444.25,18.4,0,0,157.72,78.86,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,9.44,0,0,0,34.62,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,245.46,3.15,0,0,81.82,18.88,3.15,0,6.29,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,5,27,10,0,17,0,0,0,3,1,0,0,0,3,0,0,7,1,9,0,0,4,109,1,0,2,2,44,2,23,1,2,12,29,0,0,2,0,2
 24-34,0,0,0,0,8.21,2.46,0,9.03,0,0,0,10.67,0,0,0,0,2.46,0,0,0.82,0,12.31,0,0,9.03,117.38,1.64,4.93,1.64,0,4.1,0,0,0.82,0,1.64,36.94,0,0,7.39,0,4.93
 36-46,0,0,0.81,0,2.42,0,0,13.7,0,1.61,0,8.06,0,0,0,1.61,2.42,0.81,0.81,0,3.22,6.45,0,0,2.42,85.4,0.81,2.42,1.61,0,6.45,0,0,2.42,0,0,22.56,0,0,4.03,0,4.83
 48-58,0,0,0,0,1.72,0,0,25.25,1.15,0,1.15,9.18,0,0,0,1.15,1.72,4.59,0,0,1.15,4.59,0,0,0.57,83.2,0,0.57,1.15,0,3.44,0,0,0,0.57,0,18.36,0,0,3.44,0,6.31
 60-70,0,0,0.98,0,1.96,2.94,0,50.06,0.98,0,0.98,8.83,1.96,0,0,6.87,1.96,5.89,0.98,0,0,10.8,0.98,0,0,100.12,0,0.98,0,0,5.89,0,0,3.93,0,0,7.85,0,0.98,0.98,0,2.94
 72-82,0,0,0,0,2.94,2.94,0,42.21,0.98,0.98,3.93,25.52,0.98,0,0,1.96,0,7.85,0.98,0.98,0,28.47,2.94,0,1.96,93.26,0,2.94,0,0,10.8,0,0,0,0.98,0,8.83,0,0,2.94,2.94,3.93
 84-94,0,0,2.12,0,8.5,12.74,0,43.54,0,2.12,0,16.99,2.12,0,0,3.19,2.12,4.25,0,1.06,0,11.68,0,0,1.06,55.23,0,3.19,1.06,0,44.61,0,0,6.37,0,0,5.31,1.06,0,3.19,0,3.19
 96-106,0,0,1.09,0,7.65,10.93,0,15.3,1.09,0,1.09,17.49,5.46,0,0,10.93,3.28,3.28,1.09,1.09,1.09,19.67,3.28,1.09,1.09,52.46,1.09,10.93,4.37,0,56.83,0,0,2.19,0,0,2.19,0,1.09,13.11,0,1.09
108-118,0,0,0,0,9.96,7.66,3.83,28.34,0.77,0.77,0.77,16.09,8.43,0,0.77,6.13,7.66,5.36,0.77,2.3,0,16.85,2.3,0.77,2.3,61.28,0,4.6,5.36,0,49.79,0,0,2.3,0.77,0,3.83,1.53,0,4.6,1.53,0.77
120,0,0,0,0,9.8,5.88,3.92,9.8,1.96,3.92,0,5.88,9.8,0,0,9.8,0,1.96,0,1.96,0,11.76,1.96,0,0,43.12,0,0,3.92,0,62.71,0,0,5.88,0,0,1.96,0,1.96,1.96,0,0
