stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,79.07,1278.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,741.69,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,10.51,0,13.14,0,0,0,23.66,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,107.78,21.03,0,0,42.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,37.76,0,6.29,0,12.59,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,182.52,62.94,0,0,69.23,0,0,3.15,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,3,38,29,0,6,0,1,0,1,3,1,1,0,14,0,0,1,22,1,0,21,79,30,0,6,3,0,17,0,12,0,0,21,23,0,0,4,0,0
 24-34,0,0,0.82,4.1,10.67,2.46,0,4.1,0,0,2.46,3.28,4.1,0,2.46,0,44.33,0,0,0.82,68.13,4.1,0,17.24,86.19,3.28,6.57,8.21,0,0.82,32.83,0,0,1.64,0,4.93,26.27,0,0,18.06,0,0
 36-46,0,0,0,0,6.45,0,0,7.25,0,1.61,0.81,11.28,0.81,0,1.61,0,29.81,0,2.42,0.81,86.21,4.83,0.81,32.23,93.46,2.42,9.67,1.61,0,0,37.87,0,0,2.42,0.81,0,41.89,0,0,26.59,0,0
 48-58,0,0,0.57,0.57,7.46,0.57,0,10.33,0.57,3.44,5.74,8.61,2.3,1.15,5.74,0,8.03,0,2.87,1.72,125.66,3.44,0.57,23.53,70,1.72,10.9,5.74,0,0,17.79,0,0,0.57,0,0,30.99,0,1.15,30.41,0,0.57
 60-70,0,0,0,0.98,10.8,0,0,31.41,0,5.89,5.89,19.63,17.67,0.98,6.87,0.98,10.8,1.96,3.93,0.98,272.86,1.96,0.98,14.72,84.41,0.98,9.82,7.85,0,0,26.5,0,0,3.93,0,0,14.72,0.98,3.93,27.48,2.94,0.98
 72-82,0,0,7.85,0,18.65,0,0,127.62,0,4.91,5.89,60.86,60.86,0.98,9.82,0,22.58,0.98,7.85,5.89,418.19,4.91,6.87,21.6,90.31,1.96,21.6,7.85,0,0.98,21.6,0,0,1.96,0,0,5.89,6.87,16.69,49.08,9.82,0
 84-94,0,0,8.5,0,36.11,0,1.06,60.54,0,20.18,8.5,43.54,100.89,1.06,4.25,1.06,22.3,0,6.37,5.31,282.5,7.43,2.12,16.99,76.47,0,22.3,9.56,0,0,91.34,0,0,8.5,0,0,5.31,24.43,9.56,32.92,10.62,0
 96-106,0,0,4.37,2.19,29.51,5.46,0,103.82,2.19,10.93,3.28,54.64,132.23,0,7.65,2.19,26.23,1.09,10.93,10.93,268.84,9.84,3.28,13.11,88.52,6.56,32.79,16.39,0,1.09,71.04,0,0,2.19,0,0,4.37,61.2,16.39,40.44,19.67,0
108-118,0,0,1.53,2.3,29.87,0,1.53,60.51,0,20.68,1.53,65.11,173.11,0,7.66,0,30.64,2.3,8.43,13.79,195.32,8.43,3.83,2.3,92.68,3.83,18.38,12.26,0,2.3,62.81,0,0,6.89,0.77,0,1.53,71.23,18.38,33.7,5.36,1.53
120,0,0,3.92,3.92,29.4,0,0,48.99,0,19.6,5.88,47.03,105.83,0,5.88,0,19.6,1.96,3.92,7.84,154.82,7.84,5.88,9.8,47.03,7.84,11.76,13.72,0,0,35.28,0,0,9.8,0,0,0,19.6,11.76,31.36,7.84,1.96
