stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2464.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,1023.65,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.69,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,13.14,0,31.54,0,0,68.35,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,531,28.92,0,0,194.52,0,2.63,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,28.32,0,15.73,72.38,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,708.07,40.91,0,0,248.61,0,6.29,3.15,0,34.62,0,0,12.59,0,0,0,0,0
 14-21,0,0,3,1,59,5,9,0,0,28,1,0,1,0,1,0,0,0,0,27,0,0,20,245,6,13,7,5,0,0,1,25,14,0,25,192,0,0,2,0,0
 24-34,0,0,0.82,1.64,15.6,0.82,33.66,1.64,0,30.37,0,0,0.82,0,0,0,3.28,0,0.82,30.37,0,0,13.13,267.6,0.82,40.22,11.49,0,0,2.46,0,0,1.64,0,4.93,160.07,0,0,4.93,0,0
 36-46,0,0,0.81,0,2.42,0.81,144.21,0.81,4.03,25.78,0.81,0,1.61,0.81,0,0,2.42,0.81,0,34.64,0,0,8.86,281.18,0,29,0.81,0,0.81,0.81,0,0,3.22,0,0,129.71,0,0,0.81,0,0
 48-58,0,0,0,0,2.87,0.57,231.82,0.57,0,34.43,0,0,0.57,0,0.57,0,1.15,0.57,0,36.15,0.57,1.72,6.31,212.31,0,21.23,2.3,0,0,0,0,0,0.57,0.57,0,76.32,0,1.15,1.15,0,1.15
 60-70,0,0,0.98,0,2.94,0,437.76,0.98,2.94,53.98,0.98,0,0.98,0,0,0,2.94,0,1.96,53,0,0,5.89,255.2,0,27.48,3.93,0,0,1.96,0,0,0,0,0,47.11,0,0.98,2.94,0.98,0.98
 72-82,0,0,5.89,0,3.93,0,268.98,0,0,57.92,9.82,0,0.98,0,0,0,3.93,0,0,79.51,0,1.96,8.83,241.49,0.98,38.28,4.91,0,0.98,0,0,0,0,0,0,27.49,0.98,2.94,1.96,2.94,0
 84-94,0,0,3.19,1.06,4.25,0,265.51,1.06,2.12,39.3,6.37,0,2.12,0,1.06,1.06,4.25,1.06,0,49.92,0,2.12,2.12,117.89,1.06,18.05,6.37,0,0,1.06,0,0,1.06,0,0,21.24,0,2.12,2.12,5.31,0
 96-106,0,0,2.19,0,10.93,1.09,155.18,3.28,0,41.53,12.02,0,1.09,1.09,0,1.09,6.56,1.09,2.19,48.09,0,2.19,4.37,93.98,0,34.97,6.56,0,2.19,1.09,0,0,1.09,0,0,14.21,0,2.19,9.84,2.19,1.09
108-118,0,0,3.83,0.77,9.96,0,101.87,3.83,0.77,30.64,3.83,0,0,0,0,3.06,6.13,0,1.53,34.47,0,3.06,1.53,130.98,0,20.68,8.43,0,0.77,0,0,0,0,0,0,9.19,1.53,0.77,3.06,1.53,1.53
120,1.96,0,0,0,15.68,1.96,94.07,7.84,1.96,29.4,5.88,0,3.92,0,0,1.96,7.84,1.96,0,33.32,1.96,0,1.96,109.75,0,13.72,9.8,0,0,1.96,0,0,3.92,0,0,3.92,0,1.96,5.88,1.96,0
