stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,395.34,7867.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,1599.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,13.14,0,0,0,2.63,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,92,5.26,0,0,18.4,0,70.98,18.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,50.35,0,6.29,0,0,0,0,0,0,0,25.18,0,0,0,0,0,3.15,0,0,0,0,418.55,0,0,0,12.59,0,56.65,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,2,0,2,11,151,3,0,2,0,2,0,0,15,2,0,0,27,0,0,0,3,3,0,4,25,0,9,18,2,0,248,2,2,4,0,1,5,0,0,0,0,0
 24-34,0,0,0.82,6.57,70.59,0,0,4.93,0,9.03,0,0,8.21,0.82,0,0,87.01,0,13.13,3.28,7.39,29.55,0,4.1,87.01,0,55.82,20.52,0,0.82,921,0,0,3.28,0.82,0,9.85,0,0,4.1,0,0
 36-46,0,0,0,0,21.75,0,0,6.45,0.81,4.83,0,1.61,4.03,0.81,0,0,28.2,0,9.67,2.42,4.83,19.34,0,3.22,95.07,0,23.36,10.47,0,0,795.2,0.81,0,2.42,0,0,6.45,0,0,0.81,0,0
 48-58,0,0,0,0,20.66,0,0,8.61,0.57,9.75,0,0.57,1.72,6.31,0,0,9.18,0,9.75,1.15,5.74,18.36,0.57,1.72,39.59,0,19.51,10.33,0,0,600.77,0,0,0.57,0,0,7.46,0,0,0,0,0.57
 60-70,0,0,1.96,0,47.11,0,0,11.78,0,11.78,0,0.98,6.87,2.94,0,0,7.85,0,14.72,0.98,5.89,17.67,0,0,19.63,0,8.83,10.8,0,0,476.04,0,0,1.96,0,0,3.93,1.96,0,0.98,0,0.98
 72-82,0,0,2.94,0,92.28,1.96,0,16.69,0,16.69,0,2.94,60.86,0,0,0,38.28,0,36.32,1.96,10.8,27.49,0.98,3.93,42.21,0,26.5,23.56,0,0.98,478.07,0,0,0,0,0,2.94,24.54,0,0,0,0
 84-94,0,0,5.31,1.06,184.79,1.06,0,10.62,0,26.55,0,2.12,71.16,1.06,1.06,3.19,60.54,1.06,35.05,3.19,5.31,19.12,1.06,1.06,25.49,0,41.42,26.55,0,0,1321.17,0,0,5.31,0,0,0,92.4,1.06,0,0,0
 96-106,0,0,5.46,2.19,284.14,5.46,1.09,10.93,1.09,29.51,1.09,4.37,140.98,2.19,0,1.09,86.33,0,72.13,2.19,4.37,36.06,0,1.09,53.55,0,49.18,31.69,0,0,1006.51,1.09,0,4.37,0,0,0,158.46,1.09,0,0,0
108-118,0,0,4.6,1.53,258.9,1.53,0,5.36,0,50.55,0,6.13,138.64,0,0,3.83,67.4,0,32.94,2.3,6.13,23.74,0,0,29.11,0,30.64,25.28,0,0,809.62,0,0,3.06,0,0,0,137.87,0,3.83,1.53,0
120,0,0,0,0,156.78,0,0,7.84,0,27.44,0,0,80.35,0,0,3.92,37.24,0,29.4,3.92,0,13.72,0,0,23.52,0,13.72,41.16,0,0,458.59,0,0,5.88,0,0,0,54.87,0,0,1.96,1.96
