stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,250.38,4203.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,496.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,7.89,0,0,21.03,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,3.15,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,226.58,0,0,0,28.32,0,0,3.15,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,5,1,14,2,26,0,1,0,12,1,0,0,0,2,0,0,0,0,8,0,0,10,844,1,21,1,5,0,0,0,6,0,35,52,366,0,0,0,0,0
 24-34,0,0,8.21,0,11.49,0,141.19,0,3.28,2.46,27.09,0,0,0.82,0,1.64,0,0.82,0.82,0,17.24,0,0,15.6,2945.23,0,81.26,3.28,0,0.82,4.1,0,0,0.82,12.31,8.21,700.19,0,0,4.1,0,0.82
 36-46,0,0,2.42,0,6.45,0,839.51,0,0.81,0.81,125.68,0,0,1.61,0.81,0,1.61,1.61,0.81,1.61,38.67,0,0,10.47,5057.99,0.81,61.23,0.81,0,0,1.61,1.61,0,0.81,8.86,0,1060.26,0,0,0,0.81,0
 48-58,0,0,0,0,10.33,1.15,1622.15,0.57,0.57,2.87,265.67,0,0,0.57,1.15,1.15,1.72,2.3,0.57,1.15,67.14,0.57,3.44,12.62,4948.49,0,29.26,2.87,0,1.15,5.74,0,0,0,2.87,0,958.83,0,1.15,3.44,0,0.57
 60-70,0,0,1.96,0,15.7,2.94,2084.75,0.98,2.94,1.96,307.22,1.96,0.98,0.98,2.94,3.93,3.93,2.94,0,1.96,60.85,0.98,0.98,7.85,5014.6,0,25.52,1.96,0,0,7.85,0,0,0,0.98,0,701.79,2.94,0.98,2.94,0,0.98
 72-82,0,0,4.91,0,34.36,4.91,1798.4,3.93,2.94,8.83,367.14,3.93,0,2.94,4.91,1.96,0.98,6.87,0,0.98,140.38,0,7.85,18.65,3950.21,0.98,44.17,3.93,0,0,0,0,0,1.96,0.98,0,364.2,5.89,1.96,4.91,9.82,6.87
 84-94,0,0,4.25,0,50.98,1.06,1106.64,4.25,6.37,8.5,287.81,1.06,0,0,6.37,4.25,7.43,5.31,2.12,0,125.32,1.06,7.43,16.99,2175.05,0,27.61,4.25,0,1.06,5.31,0,0,1.06,3.19,0,212.41,8.5,7.43,3.19,5.31,1.06
 96-106,0,0,4.37,0,62.29,3.28,874.28,4.37,6.56,2.19,280.86,4.37,0,1.09,2.19,3.28,3.28,7.65,8.74,0,115.84,2.19,6.56,13.11,1714.68,1.09,72.13,5.46,1.09,0,10.93,1.09,0,1.09,2.19,0,108.19,4.37,5.46,5.46,8.74,0
108-118,0,0,3.06,0,39.06,0.77,631.92,1.53,5.36,5.36,231.32,5.36,0,0.77,4.6,5.36,1.53,3.83,0.77,0,77.36,1.53,4.6,9.96,2228.95,0,37.53,3.83,0,0,3.83,0,0,0.77,6.89,0,65.87,3.83,0,2.3,5.36,0
120,0,0,1.96,0,39.2,3.92,476.23,3.92,13.72,7.84,150.9,0,0,0,1.96,0,1.96,0,1.96,0,50.95,0,3.92,7.84,1677.58,0,19.6,1.96,0,0,3.92,0,0,0,3.92,0,64.67,0,7.84,0,0,0
