stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1317.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,735.56,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.17,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,5.26,0,52.57,0,0,0,36.8,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,389.05,18.4,0,0,184.01,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,28.32,0,0,0,50.35,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,512.96,12.59,0,0,207.7,0,0,3.15,0,18.88,0,6.29,3.15,0,0,0,0,0
 14-21,1,0,0,9,55,9,0,25,0,0,13,4,0,2,0,0,0,0,2,2,32,0,0,26,454,3,2,0,9,0,2,3,70,4,2,37,139,0,0,1,0,0
 24-34,0,0,0.82,5.75,18.88,1.64,0,80.44,0.82,0,13.95,3.28,0,0,0,2.46,0,2.46,0.82,0.82,69.77,0,0,32.83,687.88,3.28,8.21,12.31,0,0,4.1,0,0,1.64,0,7.39,187.98,0,0,6.57,0,1.64
 36-46,0,0,0,0,6.45,0.81,0,185.3,0,0.81,16.11,0,0,0,0.81,0,1.61,1.61,0.81,0,61.23,0,1.61,17.72,512.41,0.81,7.25,1.61,0,0,0.81,0.81,0,0,0,0,122.46,0,0,3.22,0,0.81
 48-58,0,0,0,0,4.02,0,0,236.41,0,0.57,16.64,0,0,1.15,0.57,0.57,0,0.57,1.15,0,77.46,0,2.87,13.77,271.98,0,1.15,1.72,0,0,0.57,0,0.57,0,0,0,78.04,0,0,2.3,0,0.57
 60-70,0,0,0,0,3.93,0.98,0,225.75,0,0.98,18.65,0,0,0.98,0,0,0,0,0,0,52.02,0,1.96,5.89,208.08,0.98,1.96,0.98,0,0.98,0.98,0,0,0,0,0,29.45,0,2.94,1.96,0,0.98
 72-82,0,0,0,0,4.91,1.96,0,107,0.98,0.98,18.65,0.98,0,1.96,0,1.96,0,0,0.98,0,76.57,0,0.98,13.74,177.68,0,3.93,4.91,0,0,3.93,0,0,0,0,0,14.72,0.98,0,3.93,0.98,0
 84-94,0,0,0,0,12.74,1.06,0,78.59,0,1.06,19.12,2.12,0,1.06,3.19,1.06,0,2.12,0,0,49.92,1.06,3.19,4.25,120.01,0,1.06,6.37,0,0,1.06,0,0,1.06,0,0,9.56,1.06,0,3.19,2.12,0
 96-106,0,0,1.09,0,7.65,0,0,80.87,0,0,17.49,4.37,0,0,2.19,0,1.09,1.09,0,0,34.97,0,1.09,4.37,93.98,1.09,5.46,8.74,0,0,2.19,0,0,1.09,0,0,6.56,0,2.19,3.28,2.19,1.09
108-118,0,0,0,0,7.66,0.77,0.77,67.4,0,5.36,13.02,2.3,0,0,3.83,1.53,1.53,0,0.77,0,38.3,0,6.13,3.06,122.55,0.77,2.3,6.89,0,0.77,3.06,0,0,0.77,0,0,4.6,0.77,1.53,4.6,0.77,0
120,0,0,0,0,7.84,1.96,0,48.99,3.92,0,3.92,3.92,0,0,3.92,1.96,0,0,0,0,33.32,0,1.96,5.88,97.99,0,0,0,0,0,3.92,0,0,0,0,0,3.92,1.96,0,5.88,1.96,0
