stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,15.73,0,0,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,3,70,12,0,11,0,1,0,2,1,0,0,0,0,0,0,0,1,31,0,0,40,157,5,0,6,6,0,5,0,46,8,43,269,50,0,0,10,0,0
 24-34,0,0,1.64,18.06,15.6,0,2.46,1.64,2.46,1.64,3.28,0,0,0.82,0,0.82,0.82,0,0,0,18.88,0,0,17.24,48.43,6.57,0,0.82,0,0,0.82,0,0,2.46,6.57,24.63,22.98,0,0,15.6,0,1.64
 36-46,0,0,0,22.56,50.76,0,12.09,4.03,1.61,0,5.64,0,0,4.03,0,0.81,0.81,0,0,1.61,20.14,0.81,0,7.25,59.62,5.64,0.81,1.61,0,0,8.86,0,0,6.45,2.42,1.61,25.78,0,0,5.64,0,0
 48-58,0,0,0,9.75,12.62,0,20.08,5.16,1.72,1.15,8.03,0,0,2.3,0.57,0.57,0,0,0,1.72,17.21,0,0,6.89,45.9,1.15,0,1.15,0,0,0,0,0,0.57,1.15,0,13.77,0,0,1.15,0,2.3
 60-70,0,0,0,14.72,208.08,0,99.13,5.89,9.82,2.94,40.24,0,0.98,2.94,0.98,2.94,0,2.94,0,1.96,46.13,0,1.96,8.83,106.99,6.87,1.96,6.87,0,0.98,5.89,0,0,0.98,0,0,19.63,0,0.98,4.91,0,0.98
 72-82,0,0,0,19.63,12.76,0,209.09,1.96,5.89,1.96,68.72,2.94,0,0,2.94,1.96,0,0,2.94,0.98,42.21,0,3.93,13.74,87.37,0.98,0,7.85,0,1.96,1.96,0,0,0,2.94,0,6.87,2.94,3.93,3.93,1.96,0
 84-94,0,0,0,20.18,37.17,0,204.97,3.19,10.62,0,60.54,2.12,0,0,1.06,1.06,0,6.37,3.19,4.25,46.73,1.06,1.06,14.87,64.78,5.31,2.12,31.86,0,2.12,3.19,0,0,14.87,2.12,0,5.31,1.06,1.06,6.37,5.31,0
 96-106,0,0,0,72.13,26.23,1.09,175.95,2.19,21.86,1.09,107.1,3.28,0,2.19,5.46,4.37,0,0,9.84,2.19,69.94,0,1.09,12.02,92.89,10.93,3.28,51.36,0,3.28,5.46,0,0,5.46,0,0,6.56,1.09,6.56,6.56,13.11,1.09
108-118,1.53,0,0.77,96.51,32.17,6.13,233.62,4.6,45.19,5.36,119.49,5.36,0,2.3,9.19,5.36,0.77,6.13,29.11,11.49,91.15,0,6.89,19.15,216.77,29.11,2.3,72,0,2.3,12.26,0,0,22.21,1.53,0,13.02,3.83,7.66,18.38,10.72,1.53
120,1.96,0,0,54.87,13.72,3.92,192.06,0,39.2,1.96,115.63,0,0,0,9.8,3.92,0,7.84,9.8,5.88,62.71,1.96,3.92,19.6,172.46,27.44,3.92,54.87,0,0,0,1.96,0,9.8,0,0,19.6,0,3.92,15.68,5.88,0
