stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,2068.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,649.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.17,0,0,0,10.51,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,34.62,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.44,0,0,0,217.14,0,0,6.29,9.44,18.88,0,0,0,0,0,0,0,0
 14-21,0,1,1,28,0,0,8,0,0,0,1,5,0,0,0,3,0,0,0,0,14,1,0,6,87,1,0,1,3,0,4,2,86,2,3,35,33,0,0,5,0,0
 24-34,0,0,0.82,40.22,0,0,21.34,0,0,0,4.1,0,0,0.82,0,5.75,0,0.82,0.82,0,18.06,0.82,0.82,6.57,225.74,0.82,0.82,0.82,0,0,7.39,0,0,10.67,2.46,4.1,27.09,0,0,18.88,0,0.82
 36-46,0,0,0,7.25,0,0,12.89,0.81,0,0,8.86,0.81,0.81,0.81,0,4.03,0,0,0,0,11.28,0.81,0.81,12.09,215.11,0,0,1.61,0,0,1.61,0,0,4.03,0.81,0,19.34,0,0,0.81,0,1.61
 48-58,0,0,0,3.44,0,0,25.25,2.3,0.57,1.15,11.48,0.57,0,1.72,0,2.3,0,1.72,0.57,4.02,39.59,0,0.57,6.31,238.7,0,0,0.57,0,0,2.87,0,0,5.16,0,0,12.05,0,0.57,2.3,0,0
 60-70,0,0,0,10.8,0,0,41.22,2.94,2.94,0,32.39,1.96,0,2.94,0,5.89,1.96,0,0.98,4.91,107.97,0,0.98,6.87,433.83,1.96,0,3.93,0,0,5.89,0,0,6.87,0.98,0,13.74,0,0.98,6.87,0.98,1.96
 72-82,0,0,0,17.67,0.98,0,107.98,0,2.94,0.98,82.46,3.93,1.96,0,1.96,9.82,4.91,0.98,0.98,5.89,139.4,0,1.96,8.83,599.8,0,0.98,7.85,0,1.96,0.98,0,0,3.93,0,0,17.67,0,1.96,42.21,0,1.96
 84-94,0,0,0,25.49,0,1.06,100.89,1.06,10.62,1.06,42.48,10.62,0,0,5.31,19.12,4.25,0,2.12,12.74,109.39,1.06,1.06,9.56,348.35,1.06,1.06,6.37,0,0,3.19,0,0,8.5,0,0,8.5,0,3.19,25.49,1.06,0
 96-106,0,0,0,24.04,2.19,0,103.82,3.28,4.37,3.28,69.94,4.37,0,0,5.46,9.84,6.56,1.09,3.28,14.21,60.11,2.19,2.19,7.65,318.02,1.09,8.74,10.93,0,1.09,2.19,0,0,19.67,1.09,0,3.28,0,3.28,45.9,0,5.46
108-118,0,0,0.77,42.13,0,0,85.02,3.83,6.13,0.77,52.85,6.89,0,0,8.43,13.79,6.13,1.53,3.83,17.62,41.36,1.53,0.77,8.43,335.49,1.53,6.13,5.36,0,2.3,4.6,1.53,0,14.55,0.77,0,3.83,0.77,1.53,38.3,2.3,3.83
120,0,0,0,35.28,0,0,74.47,3.92,1.96,0,41.16,11.76,0,0,1.96,3.92,5.88,0,1.96,5.88,31.36,0,0,7.84,388.04,0,5.88,3.92,0,1.96,5.88,0,0,11.76,0,0,7.84,1.96,3.92,31.36,1.96,0
