stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,184.49,2569.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,741.69,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,2.63,0,0,0,15.77,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,136.69,15.77,0,0,49.95,0,0,18.4,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,9.44,0,0,0,12.59,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,229.73,44.06,0,0,28.32,0,0,12.59,0,9.44,0,0,0,0,0,0,0
 14-21,0,0,0,9,45,5,0,7,0,0,0,0,4,0,0,0,1,0,0,0,0,8,0,0,9,75,4,1,0,4,0,8,3,5,7,3,39,0,0,2,0,0
 24-34,0,0,0.82,0.82,27.09,0.82,0,22.98,0,0.82,0,4.93,2.46,0,2.46,0.82,1.64,0.82,1.64,2.46,0.82,27.09,1.64,0,9.03,356.25,0.82,3.28,2.46,0,0,34.48,0,0.82,4.1,4.1,88.65,0,0,7.39,0,2.46
 36-46,0,0,0,0,10.47,0.81,0,77.34,0,2.42,0,16.92,0,0,0,0.81,0,0,3.22,0,0.81,36.26,0,1.61,8.06,750.88,0.81,9.67,2.42,0,0,25.78,0.81,0,2.42,0,134.55,0,0,4.03,0,3.22
 48-58,0,0,0,0,10.33,0.57,0,176.16,0.57,1.72,1.15,31.56,0,0,0.57,0.57,0,0,0.57,0,1.15,42.46,2.3,1.72,8.61,714.39,0.57,2.3,4.02,0,0,16.07,0.57,0,1.15,0,149.76,0,0,5.16,0,2.3
 60-70,0,0,0,0,12.76,0,0,317.03,0.98,1.96,0,46.13,1.96,0.98,0.98,2.94,0,0.98,3.93,1.96,0.98,52.02,1.96,2.94,8.83,891.22,1.96,2.94,1.96,0,1.96,27.48,0,0,0.98,0,148.21,0.98,0.98,1.96,0.98,6.87
 72-82,0,0,0.98,0.98,9.82,3.93,0,163.94,0,2.94,5.89,38.28,3.93,0.98,1.96,2.94,1.96,0,4.91,0.98,0.98,61.84,2.94,1.96,7.85,435.86,0,2.94,1.96,0,1.96,17.67,0,0,0.98,0,57.92,1.96,0.98,2.94,0.98,2.94
 84-94,0,0,1.06,1.06,21.24,1.06,0,117.89,0,11.68,5.31,23.36,8.5,1.06,2.12,3.19,9.56,2.12,4.25,0,2.12,47.79,0,0,5.31,235.77,2.12,2.12,0,0,0,45.67,0,0,2.12,0,20.18,4.25,4.25,4.25,2.12,4.25
 96-106,0,0,1.09,0,20.76,6.56,0,73.22,1.09,0,4.37,26.23,7.65,0,1.09,6.56,3.28,2.19,4.37,0,2.19,52.46,2.19,3.28,5.46,155.18,3.28,6.56,4.37,0,2.19,38.25,0,0,1.09,0,5.46,1.09,2.19,6.56,3.28,3.28
108-118,0,0,2.3,0.77,32.94,3.83,0.77,54.38,0.77,7.66,2.3,23.74,4.6,0,1.53,6.13,6.13,4.6,6.13,0.77,2.3,33.7,0.77,3.06,4.6,183.07,2.3,5.36,0.77,0,0,28.34,0,0,3.06,0,6.13,1.53,0.77,5.36,0.77,3.83
120,0,0,5.88,0,25.48,1.96,0,66.63,0,3.92,0,17.64,11.76,0,0,11.76,0,1.96,0,0,1.96,27.44,0,1.96,1.96,211.66,3.92,1.96,9.8,0,0,23.52,0,0,3.92,0,5.88,3.92,0,5.88,0,1.96
