stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,2,109,8,0,22,0,0,0,3,1,0,1,0,1,0,0,1,1,44,0,0,32,204,3,0,3,5,0,8,0,29,1,3,40,61,0,0,1,0,0
 24-34,0.82,6.57,27.09,123.13,13.13,0,94.4,6.57,4.93,0.82,35.3,9.85,0,7.39,2.46,18.06,0.82,5.75,11.49,8.21,153.5,2.46,0.82,116.56,1088.46,27.09,9.85,8.21,0,0,125.59,0,2.46,35.3,24.63,83.73,373.49,0,0,52.53,0,10.67
 36-46,0,3.22,0,23.36,0.81,0,91.04,8.06,2.42,6.45,45.12,0.81,0.81,3.22,4.03,11.28,1.61,4.03,5.64,4.03,157.91,3.22,0.81,50.76,476.15,32.23,0.81,8.06,0,0,149.85,1.61,0.81,24.17,12.09,2.42,171.61,0,0,28.2,0,5.64
 48-58,0,0,0,13.77,0.57,0,65.41,2.3,2.3,4.02,40.17,2.87,0.57,0.57,1.15,1.72,1.72,0.57,1.15,1.72,84.35,1.72,0,13.77,186.49,2.87,0.57,5.16,0,0,37.87,0,0,8.03,2.3,0,43.61,0,0.57,8.03,0,1.15
 60-70,0,2.94,0,24.54,4.91,0,88.34,0,3.93,5.89,78.52,5.89,0.98,0,2.94,5.89,5.89,0,6.87,1.96,123.67,0,3.93,14.72,154.1,1.96,0.98,8.83,0,1.96,32.39,0,0,7.85,0.98,0,21.59,0,2.94,13.74,0.98,0.98
 72-82,0,2.94,0,3.93,8.83,0,32.39,0,0.98,4.91,57.92,4.91,0,0.98,3.93,3.93,0.98,0,2.94,1.96,71.66,0,0.98,7.85,75.59,0.98,1.96,6.87,0,0.98,9.82,0,0,8.83,0,0,4.91,0.98,1.96,12.76,0.98,3.93
 84-94,0,3.19,1.06,10.62,4.25,0,28.68,1.06,1.06,3.19,31.86,20.18,1.06,1.06,11.68,7.43,3.19,0,11.68,1.06,44.61,3.19,1.06,8.5,32.92,0,1.06,5.31,0,0,42.48,0,0,8.5,0,0,3.19,3.19,1.06,14.87,3.19,0
 96-106,0,5.46,0,12.02,9.84,0,24.04,0,2.19,1.09,46.99,14.21,0,1.09,18.58,12.02,2.19,1.09,8.74,0,28.41,3.28,1.09,3.28,26.23,1.09,3.28,9.84,0,2.19,19.67,0,0,7.65,0,0,5.46,5.46,6.56,12.02,2.19,3.28
108-118,0,2.3,1.53,14.55,11.49,3.83,20.68,0,3.06,2.3,25.28,19.92,0.77,0,7.66,7.66,2.3,1.53,13.79,2.3,29.11,0.77,2.3,3.06,36,0,0.77,3.83,0,1.53,19.15,0,0,11.49,0,0,2.3,5.36,0,11.49,2.3,0.77
120,0,0,1.96,21.56,11.76,3.92,17.64,0,1.96,1.96,27.44,13.72,0,0,19.6,3.92,3.92,3.92,11.76,0,33.32,1.96,0,11.76,48.99,3.92,0,9.8,0,0,23.52,0,0,0,0,0,3.92,3.92,0,23.52,1.96,0
