stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,496.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,21.03,81.49,0,0,0,102.52,0,0,0,0,0,34.17,0,0,0,0,0,0,0,0,0,0,0,699.24,55.2,0,0,333.85,0,13.14,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,91.26,0,9.44,0,62.94,0,0,0,0,0,25.18,0,0,0,0,0,0,0,0,0,0,0,868.56,40.91,0,0,251.76,0,6.29,0,6.29,31.47,0,9.44,3.15,0,0,0,0,0
 14-21,0,0,1,157,9,0,9,0,0,0,4,5,0,1,0,1,0,0,0,0,46,1,0,39,128,53,0,0,7,0,21,0,29,7,50,50,56,0,0,7,0,1
 24-34,0,0,4.93,137.9,0,0,45.97,0.82,7.39,2.46,9.03,0.82,0,5.75,1.64,0,0,0.82,2.46,4.1,141.19,2.46,0,76.34,307.82,22.98,0.82,3.28,0,0,112.46,0,0,1.64,10.67,24.63,102.61,0,0,54.18,0,2.46
 36-46,0,0,0,41.89,0.81,0,17.72,2.42,12.89,4.03,29.81,4.83,0,6.45,0,1.61,0.81,0.81,0.81,5.64,178.86,0.81,3.22,48.34,165.97,14.5,0,3.22,0,0,104.74,0,0,1.61,5.64,2.42,80.57,0,0.81,41.09,0,5.64
 48-58,0,0,0,24.67,0.57,0,22.38,4.02,10.9,8.61,31.56,0,0,5.16,1.15,0.57,0.57,0.57,0.57,4.02,169.27,1.15,5.16,33.28,76.32,5.74,0,4.59,0,1.15,52.79,0,0,1.15,7.46,0,35.58,0,1.15,40.74,0,5.74
 60-70,0,0,0,28.46,0,0,42.21,3.93,15.7,7.85,69.69,0,0,2.94,3.93,0.98,7.85,0,0,5.89,264.03,0.98,7.85,25.52,55.95,7.85,1.96,4.91,0,0.98,48.09,0,0,0,4.91,0,9.82,0,1.96,43.19,3.93,7.85
 72-82,0,0,0,27.49,0,0,44.17,6.87,20.61,14.72,72.64,3.93,0,2.94,1.96,0.98,1.96,0.98,0,2.94,339.65,0,13.74,33.38,50.06,7.85,0.98,10.8,0.98,1.96,51.05,0,0,2.94,0.98,0,10.8,0.98,9.82,57.92,4.91,12.76
 84-94,0,0,0,50.98,0,0,61.6,4.25,37.17,8.5,41.42,4.25,0,2.12,5.31,4.25,7.43,2.12,1.06,9.56,199.66,4.25,8.5,18.05,31.86,7.43,1.06,7.43,0,1.06,118.95,0,0,1.06,2.12,0,6.37,1.06,3.19,52.04,7.43,5.31
 96-106,0,0,0,52.46,2.19,1.09,49.18,6.56,25.14,7.65,55.74,3.28,0,9.84,7.65,3.28,10.93,3.28,1.09,12.02,206.55,1.09,10.93,18.58,50.27,8.74,0,9.84,0,3.28,107.1,0,0,1.09,0,0,2.19,1.09,13.11,64.48,14.21,13.11
108-118,0,0,0,77.36,0.77,0.77,42.13,3.06,45.19,3.06,46.72,8.43,0,2.3,6.13,4.6,17.62,3.06,3.06,18.38,193.02,1.53,9.96,25.28,34.47,9.19,0.77,7.66,0,6.13,81.19,0,0,1.53,6.89,0,1.53,0,5.36,39.06,6.13,18.38
120,1.96,0,0,103.87,0,0,35.28,3.92,35.28,7.84,43.12,13.72,0,1.96,5.88,1.96,7.84,1.96,1.96,5.88,174.42,1.96,7.84,17.64,27.44,19.6,3.92,13.72,0,0,62.71,0,0,1.96,1.96,0,1.96,1.96,5.88,43.12,7.84,11.76
