stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.57,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,3.15,0,0,12.59,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,3,448,0,8,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,2,29,0,0,0,0,0,0,0,2,2,0,11,16,0,0,4,0,0
 24-34,0,0,0,0.82,4.1,884.06,0,49.25,1.64,0.82,0,5.75,0,0,0.82,6.57,0,0,0.82,0.82,11.49,1.64,0,15.6,137.9,0.82,1.64,2.46,0,0,7.39,0,0,1.64,9.03,11.49,39.4,0,0,9.03,0,0
 36-46,0,0,0,0,0.81,386.72,0,42.7,9.67,0,0,12.89,0,0.81,0.81,5.64,0,0,3.22,0,5.64,0,1.61,4.83,53.98,1.61,1.61,0,0,0,7.25,0,0,2.42,29,0.81,9.67,0,0,0.81,0,0.81
 48-58,0,0,0,0,2.3,504.37,0,99.84,17.21,0,0,23.53,0,0.57,0,4.59,0.57,0.57,2.3,1.72,13.77,0.57,0.57,5.16,60.25,0.57,0,0,0.57,0,0,0,0,2.87,36.72,0,12.05,0,0.57,1.15,0,1.72
 60-70,0,0,0,0,3.93,385.74,0,106,12.76,0,0,16.69,3.93,0,0,10.8,0,0,4.91,0,16.69,0,0,4.91,52.02,0.98,0,0,0,0,1.96,0,0,4.91,25.52,0,6.87,0,0,2.94,0,0
 72-82,0,0,0,0.98,3.93,488.87,0,103.07,10.8,0,2.94,20.61,0.98,0.98,0.98,17.67,0,0,2.94,0,46.14,0.98,0.98,3.93,61.84,0,0.98,0,0,0,0,0,0,15.71,25.52,0,7.85,0,0.98,1.96,0.98,0.98
 84-94,0,0,0,0,8.5,432.25,1.06,201.79,21.24,4.25,2.12,13.81,4.25,1.06,0,42.48,2.12,0,5.31,2.12,54.16,1.06,0,10.62,36.11,0,0,3.19,0,1.06,6.37,0,0,24.43,73.28,0,0,1.06,0,3.19,1.06,1.06
 96-106,0,0,0,0,9.84,396.7,1.09,140.98,12.02,1.09,0,15.3,3.28,2.19,4.37,31.69,1.09,2.19,7.65,1.09,53.55,0,3.28,5.46,56.83,0,3.28,3.28,0,0,8.74,0,0,17.49,25.14,0,7.65,1.09,1.09,5.46,3.28,0
108-118,0,0,0,0.77,4.6,365.36,0,160.09,22.98,0,0.77,19.92,3.06,3.06,2.3,37.53,0.77,0,1.53,0,60.51,0,0,9.96,39.83,0,1.53,2.3,0,0,5.36,0.77,0,20.68,30.64,0,2.3,1.53,0,5.36,0,0.77
120,0,0,0,0,11.76,456.63,0,58.79,11.76,0,0,11.76,1.96,0,3.92,17.64,1.96,0,3.92,0,43.12,1.96,1.96,1.96,58.79,0,0,7.84,0,0,7.84,0,0,9.8,5.88,0,3.92,0,0,0,0,0
