stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,395.34,5376.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.27,0,0,0,0,0,0,0,0,0,0,0
  5-6,355.52,4499.15,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,122.59,6.13,0,0,6.13,0,116.46,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,15.77,0,36.8,0,0,18.4,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,507.34,18.4,0,0,202.41,0,18.4,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,3.15,15.73,0,0,0,0,0,37.76,0,0,0,0,0,0,0,0,0,0,0,239.17,12.59,0,0,50.35,0,3.15,6.29,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,55,1,12,0,0,0,1,4,1,0,0,2,0,0,0,0,12,0,0,3,102,9,1,10,1,0,62,0,1,5,13,10,57,0,0,0,0,0
 24-34,0,0,0.82,4.1,46.79,0.82,22.98,0,0.82,0,4.1,1.64,0,9.03,2.46,1.64,0,0,0,2.46,25.45,3.28,0,12.31,160.07,9.85,5.75,4.1,0,0.82,164.99,0,0,9.85,0.82,2.46,35.3,0,0,0.82,0,1.64
 36-46,0,0,0,0,12.89,1.61,14.5,0,1.61,0,12.09,0.81,0.81,3.22,1.61,2.42,0,1.61,0,4.03,33.03,0.81,0,9.67,86.21,9.67,7.25,4.83,0,0,124.88,0.81,0,1.61,0,0,25.78,0,0,4.83,0,1.61
 48-58,0,0,0,0,20.08,0,17.21,0,6.31,4.02,9.18,1.72,4.59,2.3,0.57,0,0,1.72,1.15,2.3,43.04,2.87,2.87,3.44,49.35,4.59,1.72,3.44,0,0,105.58,0,0,1.15,0,0,10.33,0,0,5.74,0,5.16
 60-70,0,0,0.98,0,25.52,0,16.69,0,7.85,1.96,23.56,2.94,2.94,0.98,0.98,1.96,3.93,0.98,0,0.98,77.54,1.96,2.94,2.94,33.37,5.89,3.93,7.85,0,0.98,149.19,0,0,0.98,0,0,13.74,0,1.96,4.91,0,0.98
 72-82,0,0,0.98,0,42.21,0.98,27.49,0.98,11.78,2.94,34.36,4.91,2.94,5.89,1.96,2.94,2.94,2.94,0,0.98,133.51,3.93,0.98,4.91,58.9,3.93,6.87,11.78,0,0.98,169.83,0,0,1.96,0,0,8.83,0,0,15.71,5.89,3.93
 84-94,0,0,1.06,0,52.04,1.06,29.74,1.06,29.74,3.19,22.3,18.05,4.25,3.19,4.25,16.99,0,2.12,0,4.25,95.58,4.25,5.31,3.19,47.79,8.5,3.19,7.43,0,1.06,447.12,0,0,4.25,0,0,6.37,7.43,1.06,6.37,4.25,1.06
 96-106,0,0,2.19,0,89.61,1.09,26.23,1.09,17.49,3.28,32.79,18.58,0,7.65,13.11,13.11,5.46,5.46,1.09,0,89.61,10.93,13.11,3.28,61.2,5.46,13.11,17.49,0,2.19,438.23,0,0,3.28,1.09,0,3.28,6.56,5.46,13.11,7.65,4.37
108-118,0,0,0,0,108,2.3,26.81,0.77,33.7,4.6,33.7,16.85,0,0.77,9.19,15.32,3.83,4.6,1.53,2.3,94.98,11.49,5.36,4.6,58.21,6.13,7.66,15.32,0,3.06,319.41,0,0,3.83,0,0,5.36,16.85,3.06,13.79,10.72,6.13
120,0,0,1.96,0,80.35,3.92,19.6,0,27.44,0,29.4,15.68,0,3.92,9.8,9.8,1.96,5.88,1.96,0,86.23,1.96,7.84,3.92,45.08,13.72,1.96,15.68,0,1.96,215.58,0,0,1.96,0,0,3.92,7.84,1.96,11.76,9.8,3.92
