stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,593.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,220.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,5.26,0,0,0,10.51,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,47.32,2.63,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,3.15,0,0,0,3.15,0,0,0,0,53.5,0,0,0,0,0,0,0,0,0,0,0,91.26,6.29,0,0,37.76,0,3.15,0,0,9.44,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,2,3,5,0,3,0,0,0,0,2,6,1,0,0,0,1,0,13,0,0,2,35,3,0,2,0,0,0,0,0,0,0,0,27,0,0,9,0,0
 24-34,0,0,1.64,0,1.64,14.78,0,7.39,0,0,0,0.82,1.64,7.39,0,0.82,0,0,2.46,0,15.6,0.82,0,3.28,182.23,0,0.82,4.1,0,0,0.82,0,0,0,0,0.82,114.92,0,0,40.22,0,0
 36-46,0,0,0,0,1.61,3.22,0,8.06,0,0,3.22,0,2.42,1.61,0,0,0,0,0.81,0,19.34,0,0,3.22,389.94,0,0.81,2.42,0,0,0.81,0.81,0.81,0,0,0,151.47,0,0,20.95,0,1.61
 48-58,0,0,0.57,0,2.3,1.15,0,40.17,0.57,0,10.33,0.57,2.3,3.44,0,0,0,0,0,1.15,38.44,2.87,1.72,2.87,495.77,0.57,1.72,4.02,0,0,0,0,0,0,0.57,0,153.78,0,0,12.05,0,1.15
 60-70,0,0,0,0,0.98,0.98,0,145.27,0,0.98,11.78,1.96,0.98,2.94,1.96,0,1.96,0,0,0,52.02,0.98,6.87,1.96,779.33,0,0.98,0.98,0,0,2.94,0,0,0,0,0,165.88,0,0,11.78,0.98,0
 72-82,0,0,0.98,0,3.93,4.91,0,387.76,0,0.98,37.3,2.94,1.96,1.96,2.94,0,0.98,0,0,0,72.64,4.91,12.76,1.96,835.39,0,0.98,2.94,0,0.98,1.96,0,0,0,0,0,136.45,0.98,2.94,18.65,2.94,0.98
 84-94,0,0,1.06,0,11.68,7.43,0,238.96,1.06,3.19,28.68,14.87,1.06,1.06,2.12,5.31,1.06,2.12,0,2.12,44.61,6.37,6.37,1.06,468.36,0,1.06,6.37,0,1.06,4.25,0,0,0,0,0,81.78,2.12,6.37,18.05,3.19,1.06
 96-106,0,0,0,0,8.74,5.46,0,273.21,0,1.09,25.14,10.93,0,5.46,4.37,3.28,3.28,2.19,0,0,39.34,0,15.3,7.65,471.02,2.19,0,10.93,0,1.09,4.37,0,0,1.09,1.09,0,36.06,2.19,4.37,25.14,3.28,3.28
108-118,0,0,0.77,0,10.72,2.3,3.83,204.51,0.77,0.77,33.7,13.02,0,3.06,3.06,2.3,2.3,3.06,3.06,0,32.17,3.06,6.13,1.53,610.47,0,0.77,9.19,0,0.77,1.53,0,0,2.3,0,0,29.87,0,3.06,16.09,6.89,0
120,0,0,3.92,0,13.72,5.88,7.84,174.42,1.96,0,31.36,7.84,0,9.8,5.88,0,0,1.96,0,0,37.24,0,3.92,0,548.74,0,1.96,15.68,0,1.96,1.96,0,0,0,0,0,35.28,1.96,1.96,15.68,7.84,0
