stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,44.06,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,245.46,6.29,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,15,1,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,514,0,4,2,1,0,1,2,0,0,0,37,0,0,0,0,0
 24-34,0,0,0,0,3.28,0.82,0,18.06,0,0,0,6.57,0.82,0,0,0.82,0.82,0,0,0.82,0,15.6,0,0,5.75,1150.84,0.82,0.82,1.64,0,0,6.57,0,0.82,0.82,3.28,122.31,0,0,3.28,0,0
 36-46,0,0,0,0,4.03,0,0,41.09,0.81,0,0,12.89,0,0,0,1.61,1.61,0.81,1.61,2.42,1.61,33.84,0,1.61,6.45,1519.49,0.81,3.22,1.61,0,0,5.64,0,0,1.61,0,199,0,0,3.22,0,3.22
 48-58,0.57,0,0,0,12.62,2.3,0,213.46,0.57,2.87,3.44,52.79,0.57,0,2.87,2.3,0.57,4.02,0.57,2.3,2.87,75.17,1.15,2.3,11.48,1664.03,4.02,4.59,4.02,0,1.15,12.62,0,0.57,1.15,0,312.15,0,0,6.31,0,6.31
 60-70,0,0,0,0,4.91,1.96,0,168.82,0,2.94,0.98,29.45,0,0,0.98,2.94,0,0.98,0,1.96,2.94,54.97,0,1.96,4.91,1111.08,2.94,0,0,0,0,9.82,0,0.98,0,0,205.14,0,0.98,5.89,0,4.91
 72-82,0,0,0,0,15.71,18.65,0,191.42,0.98,2.94,6.87,41.23,0.98,0.98,1.96,6.87,0.98,2.94,0.98,1.96,0.98,107.98,0,2.94,9.82,926.69,0,1.96,2.94,0,1.96,6.87,0,1.96,0,0,112.89,0.98,0.98,3.93,1.96,11.78
 84-94,0,0,0,0,12.74,8.5,0,117.89,1.06,0,1.06,24.43,3.19,1.06,1.06,3.19,2.12,1.06,0,1.06,1.06,48.85,0,1.06,6.37,458.8,2.12,1.06,2.12,0,0,5.31,0,1.06,1.06,0,88.15,0,1.06,5.31,1.06,1.06
 96-106,0,0,0,0,16.39,5.46,0,88.52,2.19,4.37,0,20.76,1.09,0,0,2.19,0,2.19,1.09,1.09,0,30.6,0,2.19,4.37,375.94,0,3.28,0,0,0,7.65,0,1.09,0,0,22.95,2.19,0,3.28,0,5.46
108-118,0,0,0.77,0,3.06,3.06,1.53,23.74,0,0.77,2.3,9.19,0,0,0,0,0.77,2.3,0,0,0,22.98,0.77,0.77,0.77,381.45,0,0.77,0.77,0,0.77,5.36,0,0,0,0,13.02,0.77,0,0.77,0.77,0.77
120,0,0,0,0,1.96,3.92,0,19.6,0,0,0,5.88,0,0,0,1.96,0,0,0,0,0,19.6,0,0,1.96,433.11,1.96,0,0,0,0,3.92,0,0,0,0,1.96,1.96,0,0,0,1.96
