stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,2,136,13,0,2,0,1,0,1,1,4,4,1,7,0,0,0,0,21,2,0,20,34,41,0,0,4,0,101,2,7,5,0,10,30,0,0,14,0,0
 24-34,2.46,4.1,85.37,2.46,0,33.66,0,12.31,4.93,4.93,0.82,2.46,4.93,4.1,18.88,0,2.46,4.93,9.03,44.33,11.49,0,50.07,95.22,26.27,5.75,0.82,0,0,372.67,0,0,7.39,0,9.85,22.98,0,0,38.58,0,7.39
 36-46,0,0,29,1.61,0,11.28,0,10.47,4.83,1.61,1.61,0,3.22,4.83,8.86,1.61,2.42,0,1.61,58.01,11.28,0.81,23.36,89.43,16.92,1.61,1.61,0,0,282.79,0,0,2.42,0,0,16.92,0,0,14.5,0,6.45
 48-58,0,0.57,37.87,1.15,0,18.36,1.15,11.48,8.03,8.03,1.72,0.57,1.15,4.59,4.02,1.72,2.87,1.15,3.44,119.35,21.23,2.87,30.99,57.95,16.64,2.87,7.46,0,0,231.82,0,0,1.15,0,0,10.9,0,1.15,18.94,0,6.89
 60-70,0,0,34.35,1.96,0,23.56,0.98,14.72,9.82,17.67,7.85,0,3.93,8.83,5.89,8.83,0.98,2.94,0,164.9,7.85,5.89,13.74,39.26,7.85,5.89,3.93,0,1.96,185.51,0,0,3.93,1.96,0,2.94,1.96,3.93,14.72,1.96,4.91
 72-82,1.96,0,53.99,9.82,7.85,24.54,0.98,16.69,14.72,22.58,26.5,0.98,3.93,10.8,11.78,2.94,8.83,0,1.96,227.75,28.47,8.83,21.6,45.16,8.83,8.83,8.83,0,2.94,205.17,0,0,3.93,0,0,6.87,5.89,3.93,51.05,2.94,3.93
 84-94,4.25,0,103.02,9.56,8.5,25.49,0,24.43,9.56,19.12,42.48,2.12,1.06,22.3,20.18,5.31,9.56,4.25,4.25,143.38,18.05,4.25,11.68,27.61,9.56,3.19,9.56,0,0,401.45,0,0,4.25,1.06,0,4.25,20.18,5.31,33.99,3.19,3.19
 96-106,1.09,0,96.17,15.3,16.39,27.32,1.09,17.49,8.74,14.21,65.57,0,3.28,30.6,25.14,6.56,7.65,9.84,5.46,128.96,26.23,2.19,9.84,54.64,3.28,7.65,4.37,0,3.28,350.8,0,0,8.74,0,0,3.28,36.06,5.46,42.62,8.74,6.56
108-118,0.77,1.53,110.3,6.89,40.6,22.21,1.53,26.04,6.89,18.38,68.17,0,3.83,16.09,25.28,12.26,3.83,10.72,3.06,91.92,16.85,5.36,6.89,32.94,4.6,9.19,5.36,0,0.77,212.94,0.77,0,2.3,0,0,0,49.79,6.89,27.57,4.6,4.6
120,0,0,103.87,11.76,13.72,15.68,0,23.52,3.92,15.68,76.43,0,1.96,39.2,17.64,9.8,3.92,7.84,5.88,78.39,11.76,5.88,5.88,35.28,13.72,3.92,7.84,0,0,174.42,0,0,7.84,0,0,1.96,25.48,1.96,39.2,3.92,0
