stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,2,10,61,44,0,209,0,0,0,12,1,6,0,0,8,1,0,14,7,50,1,0,37,1089,13,1,10,25,0,10,12,171,5,6,279,179,0,0,12,0,5
 24-34,0,0.82,1.64,41.04,3.28,0,182.23,0,1.64,0,18.88,6.57,0,1.64,4.1,23.8,0.82,4.1,27.09,9.03,109.99,0.82,0,36.94,871.75,3.28,15.6,12.31,0,0.82,55,0.82,0,9.85,0.82,36.94,168.28,0,0,33.66,0,6.57
 36-46,0,0.81,0,12.09,0.81,0,121.66,3.22,0.81,0.81,27.39,4.03,0,0,3.22,8.06,2.42,2.42,9.67,5.64,56.4,0,5.64,29,596.2,3.22,8.06,7.25,0,0,39.48,4.03,0,8.06,0,0,124.88,0,0,17.72,0,6.45
 48-58,0,0.57,0.57,11.48,1.72,0,150.34,3.44,2.87,0.57,28.12,2.3,10.9,0.57,7.46,4.59,2.3,3.44,20.08,6.31,82.05,1.72,6.89,30.41,453.88,4.59,5.74,2.87,0,0,9.75,0.57,0.57,4.59,1.72,0.57,125.09,0,0,16.64,0,5.16
 60-70,0,0.98,0,12.76,8.83,0,266.97,3.93,3.93,8.83,70.67,4.91,5.89,1.96,15.7,7.85,5.89,3.93,36.32,5.89,156.06,2.94,9.82,32.39,605.6,2.94,6.87,4.91,0,1.96,42.21,0.98,0,2.94,0,0,139.38,0,7.85,13.74,1.96,9.82
 72-82,0,4.91,0.98,39.27,53.01,0,311.19,1.96,4.91,10.8,112.89,11.78,5.89,3.93,21.6,10.8,8.83,7.85,147.25,8.83,319.04,5.89,4.91,43.19,546.79,2.94,12.76,13.74,0,0,65.77,0.98,0,16.69,0.98,0,94.24,4.91,10.8,31.41,4.91,7.85
 84-94,0,8.5,1.06,77.53,76.47,1.06,255.95,2.12,14.87,10.62,88.15,25.49,8.5,3.19,39.3,31.86,18.05,5.31,467.3,11.68,216.66,6.37,16.99,63.72,331.36,9.56,6.37,21.24,0,1.06,238.96,1.06,0,40.36,1.06,0,39.3,6.37,7.43,33.99,8.5,16.99
 96-106,1.09,7.65,0,147.53,84.15,4.37,203.27,5.46,9.84,7.65,127.86,37.16,0,2.19,49.18,25.14,22.95,9.84,709.26,15.3,310.37,15.3,17.49,53.55,430.58,6.56,17.49,24.04,0,4.37,246.98,2.19,0,32.79,0,0,28.41,2.19,8.74,57.92,16.39,22.95
108-118,0,3.83,3.06,186.89,60.51,9.19,191.49,3.83,33.7,12.26,108,42.13,0,2.3,50.55,23.74,39.83,7.66,1353.46,12.26,330.13,11.49,6.13,83.49,488.68,9.19,8.43,29.11,0,6.89,243.58,2.3,0,36,5.36,0,11.49,4.6,3.06,49.79,13.02,27.57
120,0,0,0,184.22,52.91,5.88,156.78,7.84,35.28,13.72,96.03,60.75,0,1.96,47.03,19.6,17.64,1.96,658.49,7.84,243.01,7.84,9.8,70.55,442.91,13.72,5.88,13.72,0,1.96,250.85,1.96,0,21.56,1.96,0,19.6,5.88,5.88,43.12,15.68,11.76
