stage,epidermis,erythrocytes,eye,fast_muscle,glial,gut,immune,mesenchyme,mucous,muscle,neural,otic,periderm,pronephros,spinal_cord,vascular_smooth_muscle,vasculature,xanthophores
 24-34,0,0,0,0,0,0,0,0.82,0,0,4.93,0,0,0,9.85,0,0,0
 36-46,0,0,0.81,0,0,0,0,0,0,0,10.47,0,0,0,7.25,0,0,0
 48-58,0.57,0,1.72,0,0.57,0,0,0.57,0,0,18.36,0,0,0,3.44,0,0,0
 60-70,0,0,6.87,0.98,3.93,0,0,3.93,0,0.98,39.26,0,0,0,4.91,0,0.98,0
 72-82,0,0,14.72,0,3.93,0,0,3.93,0,0,90.31,0,0,0,1.96,0,0,0
 84-94,1.06,0,8.5,0,1.06,0,0,0,0,1.06,35.05,0,1.06,0,2.12,2.12,0,0
 96-106,2.19,1.09,13.11,0,2.19,0,1.09,8.74,0,1.09,40.44,1.09,1.09,0,0,8.74,0,1.09
108-118,0,0,18.38,0,4.6,0.77,0.77,1.53,0,0.77,115.66,0,0,0.77,1.53,2.3,0,0
120,0,0,9.8,0,1.96,0,3.92,1.96,1.96,0,97.99,0,1.96,0,3.92,0,0,0
