stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,250.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.23,2.63,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.53,12.59,0,0,40.91,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,9,4,4,0,0,0,3,0,1,0,0,0,0,0,0,0,5,0,0,2,39,0,0,215,2,0,1,11,0,2,8,6,0,0,5,0,0
 24-34,0,0,0,0,2.46,0.82,4.93,0,1.64,0.82,3.28,0,0,1.64,0,0,0,0,0,0,10.67,0,0,4.93,62.39,1.64,0,173.2,0,0,4.1,0,0,0,1.64,18.06,0,0,4.1,0,0
 36-46,0,0,0,0,2.42,0,8.86,0,0.81,0,4.83,0,0,0,2.42,0,0.81,0,0,0.81,20.14,0,0,0.81,90.23,0.81,1.61,99.1,0,0,1.61,0,1.61,0,0,16.11,0,0,0,0,0.81
 48-58,0,0,0,0,1.15,0.57,18.94,0.57,0,0.57,6.89,0.57,0,0,0,0.57,0.57,0,0,0,29.26,0,0.57,2.3,75.17,0,1.15,86.07,0,0,0.57,0,0,0,0,21.8,0,0,1.15,0,1.15
 60-70,0,0,0,0,3.93,0.98,32.39,0,0,1.96,5.89,0,0.98,0,0,1.96,0,0,0,0,43.19,0,0,1.96,87.36,0.98,0.98,73.61,0,0,3.93,0,0,0,0,12.76,0,5.89,0,0,0.98
 72-82,0,0,0.98,0,1.96,1.96,28.47,0,0,0.98,16.69,2.94,0,0,2.94,0,0,0.98,0,0,65.77,0,3.93,3.93,88.35,0.98,0.98,119.76,0,0,0,0,0,0,0,9.82,0.98,8.83,2.94,0,0.98
 84-94,0,0,0,0,4.25,1.06,22.3,0,1.06,0,9.56,0,0,1.06,1.06,1.06,1.06,0,0,0,33.99,0,1.06,2.12,46.73,1.06,2.12,150.81,0,0,3.19,0,1.06,0,0,1.06,0,15.93,1.06,1.06,1.06
 96-106,0,0,1.09,0,15.3,2.19,16.39,0,2.19,0,7.65,0,0,0,2.19,0,2.19,2.19,2.19,1.09,52.46,1.09,2.19,2.19,45.9,1.09,2.19,171.58,0,1.09,5.46,0,1.09,0,0,1.09,1.09,15.3,2.19,0,0
108-118,0,0,0,0,4.6,0.77,19.15,0,2.3,1.53,6.89,0.77,0,0,1.53,2.3,1.53,0,1.53,0,40.6,0,0.77,3.83,40.6,2.3,2.3,176.17,0,0,3.83,0,0,0,0,0,0.77,23.74,2.3,0.77,0
120,1.96,0,0,0,25.48,0,15.68,0,1.96,1.96,11.76,3.92,0,0,3.92,0,0,3.92,0,0,19.6,1.96,0,1.96,48.99,0,1.96,133.27,0,0,1.96,0,0,0,0,5.88,0,11.76,0,0,0
