stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1344.15,23021.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.1,0,0,0,0,0,0,0,0,0,0,0
  5-6,2053.43,22710.3,0,12.26,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,496.5,61.3,0,0,147.11,0,490.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,205.04,283.9,0,460.02,0,2.63,0,788.61,0,0,0,0,320.7,0,0,0,0,0,0,0,0,0,0,0,8382.97,233.96,0,0,3122.91,0,21.03,60.46,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,179.38,0,258.05,0,40.91,0,550.72,0,0,0,0,81.82,0,0,0,0,0,6.29,0,0,0,0,0,4600.87,69.23,0,0,1806.36,0,15.73,37.76,9.44,176.23,0,12.59,12.59,0,0,0,0,0
 14-21,2,3,0,65,694,324,0,506,0,0,84,22,4,0,5,26,1,4,2,0,346,1,0,305,5213,152,30,75,210,0,62,16,701,38,4,540,1526,0,0,12,0,3
 24-34,0,0.82,0,18.88,252,137.08,0,1115.54,9.03,3.28,103.43,6.57,0.82,4.1,19.7,12.31,13.95,20.52,15.6,0.82,697.73,4.93,3.28,262.67,5718.9,34.48,52.53,74.7,0.82,0,149.4,0,3.28,15.6,2.46,60.74,1333.89,0,0,68.95,0,17.24
 36-46,0,0,0,3.22,102.32,60.43,0,2038.34,3.22,3.22,96.68,2.42,0,5.64,19.34,1.61,8.86,7.25,7.25,3.22,513.21,0.81,12.09,157.91,3605.37,12.09,37.06,24.98,0,0,45.12,0.81,1.61,5.64,0.81,0.81,840.31,0,0,33.03,0,14.5
 48-58,0,0,0,1.15,107.88,35.58,0,2102.42,6.31,6.89,125.09,8.61,0,7.46,16.64,6.31,9.75,12.05,10.33,2.87,572.08,0.57,32.71,118.2,1687.56,6.31,16.07,21.8,0,1.15,24.1,0.57,0,2.3,0,0,300.67,0,0,36.15,0.57,3.44
 60-70,0,0,0.98,0,105.02,7.85,0,1343.7,5.89,2.94,117.78,19.63,0,2.94,9.82,1.96,4.91,10.8,4.91,0,370.03,0.98,32.39,64.78,817.61,5.89,9.82,12.76,0,0.98,18.65,0,0,1.96,0.98,0,41.22,0,1.96,18.65,0.98,4.91
 72-82,0,0,0.98,0,105.04,17.67,1.96,599.8,0,6.87,134.49,25.52,0,4.91,29.45,10.8,7.85,6.87,3.93,0.98,359.29,2.94,21.6,70.68,635.14,4.91,17.67,18.65,0,0.98,9.82,0,0,3.93,0,0,16.69,1.96,0.98,46.14,0.98,1.96
 84-94,0,0,1.06,2.12,128.51,29.74,6.37,497.03,1.06,5.31,79.65,49.92,0,0,41.42,13.81,9.56,11.68,10.62,0,278.25,0,32.92,70.09,501.28,7.43,20.18,18.05,0,1.06,20.18,0,0,12.74,0,0,7.43,13.81,1.06,57.35,1.06,1.06
 96-106,0,0,1.09,0,111.47,44.81,2.19,357.36,1.09,2.19,80.87,34.97,0,5.46,49.18,6.56,5.46,9.84,7.65,0,162.83,1.09,9.84,45.9,442.6,4.37,22.95,19.67,0,0,22.95,0,0,3.28,0,0,8.74,7.65,1.09,46.99,3.28,0
108-118,0,0,0,0.77,72.77,67.4,3.83,326.3,0,4.6,78.89,21.45,0,0.77,43.66,6.89,9.19,4.6,9.19,0.77,114.13,0,8.43,49.02,528.51,3.83,16.09,18.38,0,0,14.55,1.53,0,9.19,0,0,5.36,7.66,0,34.47,2.3,0.77
120,0,0,0,0,39.2,58.79,0,335.12,1.96,5.88,58.79,13.72,0,1.96,39.2,1.96,0,3.92,5.88,0,105.83,0,3.92,39.2,484.07,1.96,5.88,13.72,0,0,13.72,0,0,5.88,0,0,3.92,1.96,0,29.4,1.96,0
