stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,461.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.66,5.26,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.03,3.15,0,0,6.29,0,3.15,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,4,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,16,0,1,0,0,0,2,1,0,1,2,4,0,0,0,0,0
 24-34,0,0,0,0,6.57,0.82,0,5.75,0.82,1.64,0,3.28,0.82,0,0.82,0.82,1.64,0.82,0,0,0.82,8.21,0,0,6.57,90.29,4.1,4.93,1.64,0,0,13.95,0,0.82,0,0,21.34,0,0,0.82,0,1.64
 36-46,0,0,0,0,4.03,0.81,0,14.5,0.81,0,1.61,1.61,0,0,0.81,0,0,0.81,1.61,0,0.81,16.92,0.81,0,3.22,130.52,0.81,3.22,0,0,0,10.47,0,0,0,0,30.62,0,0,1.61,0,0
 48-58,0,0,0.57,0,1.15,0.57,0,39.59,0.57,0,0,10.33,0,0,0.57,1.15,0,0.57,0.57,0,2.3,13.77,0,0.57,2.3,156.07,0.57,2.87,1.15,0,0,9.18,0,0.57,0,0,26.97,0,0,2.3,0.57,2.3
 60-70,0,0,1.96,0,4.91,0.98,0,70.67,0,0.98,0,22.58,0.98,0,0,1.96,1.96,0,0,0,0,44.17,0,0,1.96,162.93,0,1.96,0.98,0,0,5.89,0,0,0,0,37.3,0,0,3.93,0,3.93
 72-82,0,0,0.98,0,2.94,3.93,0,127.62,0,0,3.93,29.45,5.89,0.98,0,4.91,0,0.98,3.93,0,0.98,66.75,0,2.94,2.94,245.42,0,2.94,6.87,0,0,19.63,0,0,0,0,19.63,2.94,1.96,3.93,0.98,0.98
 84-94,0,0,3.19,0,4.25,7.43,0,61.6,0,2.12,0,23.36,1.06,0,1.06,6.37,1.06,0,3.19,0,2.12,61.6,1.06,3.19,5.31,101.96,1.06,4.25,5.31,0,0,33.99,0,0,1.06,0,6.37,0,2.12,4.25,0,1.06
 96-106,0,0,1.09,0,6.56,6.56,0,56.83,1.09,0,1.09,26.23,3.28,0,1.09,3.28,2.19,3.28,4.37,1.09,1.09,59.01,1.09,1.09,3.28,109.28,1.09,7.65,7.65,0,2.19,28.41,0,5.46,0,0,2.19,0,1.09,8.74,2.19,1.09
108-118,0,0,1.53,0,13.79,3.06,0.77,41.36,0,0.77,0.77,15.32,2.3,0,0.77,3.06,2.3,4.6,1.53,0,0,39.06,1.53,0.77,3.06,99.58,0.77,4.6,6.13,0,0.77,18.38,0,0,0,0,5.36,0,2.3,5.36,1.53,0
120,0,0,1.96,0,9.8,5.88,1.96,29.4,0,1.96,1.96,15.68,3.92,0,0,5.88,1.96,0,3.92,0,0,25.48,0,0,1.96,84.27,3.92,3.92,5.88,0,0,11.76,0,0,0,0,3.92,0,1.96,7.84,1.96,1.96
