stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,355.52,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,13.14,0,0,0,21.03,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,199.78,5.26,0,0,55.2,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.73,0,25.18,0,0,0,34.62,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,261.2,3.15,0,0,50.35,0,0,6.29,0,15.73,3.15,0,0,0,0,0,0
 14-21,0,0,0,3,26,6,0,5,0,0,0,1,3,1,0,0,0,0,0,0,1,8,0,0,4,96,0,0,2,0,0,2,2,27,1,26,37,0,0,0,0,0
 24-34,0,0,0,3.28,7.39,0,0,27.09,0,0,0,2.46,0.82,0,0,0,1.64,0.82,0,0,0,28.73,0,0,10.67,220.81,0.82,1.64,3.28,0,0,6.57,0,0,0.82,6.57,45.15,0,0,3.28,0,0.82
 36-46,0,0,0,0,1.61,0.81,0,41.09,0,1.61,0.81,5.64,0,0,0.81,0,0.81,0,0,0,0,23.36,0.81,0,6.45,174.83,0.81,1.61,2.42,0,0,6.45,0,0.81,0.81,0,28.2,0,0,2.42,0,0
 48-58,0,0,0,0,2.3,0.57,0,65.99,0,0,1.72,16.07,0.57,0.57,0,0.57,0,0,1.15,0,0,34.43,0,1.15,9.75,158.94,1.72,1.15,2.3,0,0,2.87,0,0,0,0,31.56,0,0.57,3.44,0.57,0
 60-70,0,0,0.98,0,1.96,0,0,68.71,0.98,0,1.96,14.72,1.96,0,0.98,1.96,0,0,2.94,0.98,0,35.33,0,2.94,3.93,132.51,0.98,2.94,0.98,0,0,3.93,0,0,0,0,22.58,0,0,1.96,0.98,0
 72-82,0,0,0,0,3.93,0.98,0,64.79,0,0,4.91,32.39,2.94,0,0,1.96,0.98,0,0.98,0,0.98,65.77,0.98,0.98,1.96,141.36,0,3.93,0,0,0,3.93,0,0,0.98,0,18.65,1.96,0.98,7.85,0.98,1.96
 84-94,0,0,0,0,7.43,2.12,1.06,37.17,0,1.06,2.12,4.25,4.25,0,1.06,3.19,2.12,1.06,1.06,1.06,0,40.36,0,3.19,7.43,82.84,1.06,3.19,3.19,0,1.06,10.62,0,0,0,0,12.74,0,3.19,5.31,0,0
 96-106,0,0,1.09,0,5.46,4.37,2.19,34.97,1.09,2.19,1.09,21.86,2.19,0,4.37,5.46,2.19,0,2.19,1.09,0,32.79,0,2.19,5.46,63.39,0,5.46,4.37,0,0,10.93,1.09,0,0,0,1.09,2.19,3.28,3.28,2.19,1.09
108-118,0,0,0,0.77,8.43,3.06,0.77,28.34,1.53,0.77,3.06,20.68,2.3,0,1.53,7.66,2.3,1.53,0.77,0,0.77,31.4,0,1.53,8.43,73.53,0.77,3.06,3.83,0,0.77,8.43,0.77,0,2.3,0,2.3,1.53,0.77,3.06,2.3,1.53
120,0,0,0,0,9.8,1.96,1.96,29.4,1.96,0,1.96,7.84,0,0,0,5.88,3.92,1.96,0,0,0,17.64,0,0,7.84,58.79,1.96,0,0,0,0,5.88,0,0,3.92,0,1.96,1.96,0,5.88,3.92,0
