stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,92.25,672.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,232.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,7.89,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.75,0,0,0,23.66,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.41,3.15,0,0,34.62,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,7,65,15,0,49,0,0,0,6,7,2,2,0,3,1,1,3,13,29,0,0,32,363,10,5,3,6,0,11,0,18,7,1,47,125,0,0,19,0,7
 24-34,0,0,2.46,6.57,41.86,2.46,0,103.43,0,9.03,3.28,16.42,4.1,0.82,5.75,8.21,8.21,3.28,5.75,2.46,18.06,58.28,1.64,0,40.22,574.6,10.67,9.03,8.21,0,0.82,43.51,0,0,4.93,2.46,18.06,162.53,0,0,68.13,0,22.16
 36-46,0,0,0,0,12.09,3.22,0,82.18,0.81,1.61,8.06,33.03,1.61,0,2.42,12.09,0,3.22,0.81,4.03,15.31,112.79,0.81,1.61,36.26,556.72,9.67,20.14,4.03,0,0,49.95,0,0,6.45,0,0,161.13,0,0,30.62,0,17.72
 48-58,0,0,0.57,0,10.9,10.9,0,121.65,0,5.16,9.75,63.69,0.57,5.74,2.3,10.33,1.72,7.46,3.44,0.57,14.35,158.37,3.44,4.02,24.67,471.67,6.89,7.46,5.16,0,0,43.61,0,0,2.3,0.57,0,117.63,0,0.57,31.56,0,19.51
 60-70,0,0,0.98,0,24.54,43.19,0,201.21,0.98,9.82,5.89,113.86,3.93,3.93,1.96,27.48,0,19.63,1.96,2.94,2.94,230.66,1.96,1.96,24.54,484.87,4.91,7.85,8.83,0,0.98,49.08,0,0,4.91,0,0,114.84,1.96,0.98,22.58,0.98,26.5
 72-82,0,0,8.83,0.98,20.61,80.5,0,189.46,0,7.85,21.6,183.57,29.45,4.91,2.94,28.47,5.89,20.61,10.8,5.89,10.8,370.09,2.94,2.94,36.32,492.79,3.93,10.8,10.8,0,3.93,96.2,0,0.98,10.8,0.98,0,65.77,1.96,7.85,66.75,5.89,18.65
 84-94,0,0,3.19,0,55.23,73.28,2.12,175.24,4.25,16.99,14.87,104.08,54.16,5.31,3.19,44.61,12.74,48.85,6.37,6.37,15.93,248.52,4.25,11.68,28.68,235.77,11.68,10.62,22.3,0,1.06,208.16,1.06,0,31.86,0,0,26.55,7.43,10.62,53.1,12.74,23.36
 96-106,0,0,3.28,0,62.29,85.24,3.28,120.21,0,19.67,20.76,114.75,87.43,0,10.93,72.13,15.3,29.51,15.3,13.11,10.93,301.63,6.56,9.84,37.16,280.86,5.46,20.76,19.67,0,3.28,233.87,0,0,20.76,1.09,0,20.76,5.46,3.28,79.78,9.84,34.97
108-118,0,0,0.77,0.77,98.81,61.28,11.49,117.96,2.3,33.7,19.15,121.79,119.49,0.77,2.3,39.83,17.62,70.47,4.6,11.49,16.85,271.92,9.96,8.43,29.11,292.6,10.72,10.72,22.98,0,5.36,159.32,0,0,20.68,3.06,0,12.26,3.83,5.36,55.92,9.19,43.66
120,0,0,5.88,0,117.59,70.55,7.84,88.19,1.96,47.03,13.72,82.31,133.27,0,1.96,62.71,7.84,19.6,7.84,23.52,5.88,229.29,7.84,11.76,29.4,227.34,21.56,17.64,11.76,0,0,205.78,1.96,0,17.64,0,0,15.68,1.96,3.92,58.79,3.92,5.88
