stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,105.42,1330.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,435.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,5.26,0,10.51,0,0,28.92,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,199.78,5.26,0,0,70.98,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,9.44,0,6.29,37.76,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,295.82,9.44,0,0,88.12,0,3.15,3.15,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,96,8,45,0,0,0,5,1,0,0,0,2,0,1,0,0,29,0,0,33,418,28,2,10,10,0,3,1,11,1,2,8,95,0,0,3,0,0
 24-34,0,0,0,0.82,15.6,0.82,60.74,0,1.64,0.82,12.31,0,0,0.82,0,0,0,2.46,0.82,1.64,64.85,0,0,22.98,491.69,1.64,3.28,8.21,0,0,2.46,0,0,0.82,0,1.64,85.37,0,0,6.57,0,1.64
 36-46,0,0,0,0.81,1.61,0,127.3,0,0.81,0,12.09,0.81,0,0,0.81,0,0.81,0.81,0,0.81,74.93,0,1.61,23.36,522.07,2.42,9.67,5.64,0,0,3.22,0,0.81,0,0,0,104.74,0,0,2.42,0,0
 48-58,0,0,0,0,2.3,0.57,105.01,0.57,0.57,2.3,22.38,0,0,0,0,0,0.57,0,0,1.15,60.82,0,2.87,7.46,309.28,0,2.3,3.44,0,0.57,0,0,0,0,0.57,0,47.63,0,0,2.3,0,2.3
 60-70,0,0,0,0,3.93,0,90.3,0,0,1.96,30.43,0.98,0,0,0,0,0,0,0,0,87.36,0,0,8.83,316.05,0,2.94,0.98,0,0.98,2.94,0,0,0,0,0,36.32,0,0,1.96,0,0.98
 72-82,0,0,0,0,2.94,0,75.59,0,0,3.93,40.25,2.94,0,0,0.98,0.98,0,2.94,0,0,100.13,0.98,1.96,12.76,267.01,0,5.89,4.91,0,0.98,0.98,0,0,0,0,0,15.71,0,2.94,7.85,2.94,0
 84-94,0,0,1.06,0,5.31,3.19,45.67,0,0,1.06,23.36,0,0,0,2.12,0,2.12,0,0,0,64.78,0,4.25,11.68,128.51,3.19,3.19,3.19,0,0,1.06,0,0,1.06,0,0,11.68,0,0,3.19,2.12,0
 96-106,0,0,1.09,0,6.56,0,43.71,0,0,1.09,21.86,0,0,0,0,0,1.09,1.09,0,0,56.83,0,2.19,4.37,126.77,0,1.09,5.46,0,0,3.28,0,0,0,0,0,7.65,0,2.19,7.65,0,0
108-118,0,0,0.77,0,3.06,2.3,31.4,0,0.77,0.77,30.64,2.3,0,0.77,2.3,0,0.77,0,1.53,0,51.32,0,0.77,6.89,194.55,0,2.3,8.43,0,0.77,0.77,0,0,0,0,0,3.06,1.53,0,1.53,0,0.77
120,0,0,3.92,0,3.92,1.96,35.28,0,0,0,33.32,1.96,0,0,1.96,1.96,1.96,1.96,0,0,47.03,0,0,7.84,152.86,1.96,3.92,5.88,0,0,0,0,0,0,0,0,1.96,0,0,7.84,1.96,1.96
