stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.31,1528.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,275.83,2329.26,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.33,6.13,0,0,55.17,0,98.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,123.55,136.69,160.35,0,2.63,0,362.76,0,0,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,3874.72,318.07,0,0,2003.08,0,23.66,10.51,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,97.56,317.84,0,3.15,0,390.22,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,2508.13,298.96,0,0,2070.71,0,15.73,9.44,22.03,201.41,0,28.32,12.59,0,0,0,0,0
 14-21,0,1,15,477,56,0,5,0,4,0,11,65,0,4,0,1,0,0,1,0,122,0,0,105,76,61,0,1,28,0,12,0,376,7,66,492,485,0,0,0,0,1
 24-34,0,0,0.82,36.12,1.64,0,27.09,0,7.39,2.46,0,12.31,0,4.93,0,0,0,0,0,1.64,101.79,0,0,59.92,44.33,14.78,0,0.82,0,0,2.46,0,0,1.64,25.45,51.71,73.06,0,0,3.28,0,4.93
 36-46,0,0,0,8.06,0,0,24.17,2.42,5.64,6.45,3.22,1.61,0,3.22,0.81,0.81,0,0,0,0.81,108.77,0,0.81,34.64,49.95,11.28,0.81,0.81,0,0,3.22,0,0,0,8.06,0,19.34,0,0,1.61,0,2.42
 48-58,0,0,0,1.15,0,0,22.38,0,8.03,8.03,3.44,0,0,2.3,0,0,0,0,0.57,0,102.71,0,1.15,15.49,39.02,7.46,0,0,0,0,20.66,0,0,0.57,0.57,0,8.03,0,1.72,0,0,2.3
 60-70,0,0,0,1.96,0,0,19.63,0,7.85,10.8,9.82,0,0,0.98,0.98,0.98,0,0,0,0,157.04,0,3.93,16.69,47.11,0,0,0.98,0,0,30.43,0,0,0.98,0.98,0,8.83,0,2.94,0.98,1.96,0
 72-82,0,0,0,2.94,0,0,22.58,2.94,9.82,13.74,50.06,0,0,0,0,0,3.93,0.98,1.96,0,152.16,0,7.85,18.65,40.25,1.96,0,0,0,0,48.1,0,0,0,0,0,8.83,0.98,7.85,0.98,7.85,0.98
 84-94,0,0,0,8.5,0,0,35.05,2.12,12.74,5.31,24.43,0,0,0,0,2.12,1.06,0,1.06,1.06,133.82,2.12,3.19,8.5,32.92,4.25,0,1.06,0,0,132.75,0,0,0,0,0,5.31,1.06,7.43,2.12,4.25,0
 96-106,0,0,0,9.84,2.19,0,21.86,2.19,10.93,4.37,52.46,0,0,1.09,0,2.19,2.19,1.09,0,1.09,95.08,1.09,3.28,6.56,29.51,3.28,0,2.19,0,0,96.17,0,0,1.09,0,0,2.19,0,5.46,1.09,6.56,1.09
108-118,0,0,0,11.49,0,0.77,17.62,1.53,23.74,7.66,42.13,1.53,0,0,0.77,0.77,4.6,0,2.3,0.77,81.19,3.06,2.3,6.89,19.92,1.53,0,0,0,0.77,72.77,0,0,1.53,0.77,0,1.53,2.3,1.53,4.6,8.43,0.77
120,0,0,0,5.88,0,0,17.64,1.96,11.76,5.88,45.08,5.88,0,0,0,0,0,0,0,0,88.19,0,3.92,7.84,27.44,0,1.96,1.96,0,0,29.4,0,0,0,0,0,1.96,0,3.92,0,7.84,0
