stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,1133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,269.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,7.89,0,13.14,0,0,0,57.83,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,252.36,15.77,0,0,134.06,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,44.06,0,9.44,0,28.32,0,0,0,0,0,34.62,0,0,0,0,0,0,0,0,0,0,0,575.9,59.79,0,0,506.66,0,3.15,6.29,12.59,34.62,0,31.47,0,0,0,0,0,0
 14-21,0,1,5,46,248,88,0,32,0,5,0,14,14,13,6,28,23,0,1,3,5,58,2,0,64,508,59,8,85,31,0,19,6,201,48,340,1652,338,0,0,14,0,5
 24-34,0,0,9.03,1.64,37.76,3.28,0,60.74,1.64,13.95,1.64,19.7,2.46,0,3.28,32.83,27.09,0.82,8.21,3.28,11.49,48.43,0,0,31.19,484.31,15.6,18.88,27.09,0.82,0,22.16,0,3.28,18.88,50.07,180.59,165.81,0,0,45.15,0,31.19
 36-46,0,0,1.61,0,12.09,1.61,0,122.46,13.7,1.61,7.25,44.31,0.81,0,3.22,51.56,0.81,0,0.81,0.81,9.67,66.06,1.61,0,28.2,497.1,4.83,17.72,20.14,0,0,22.56,0,0,12.89,30.62,2.42,167.58,0,0,19.34,0,23.36
 48-58,0,0,1.72,0,16.64,1.15,0,270.84,13.77,6.89,12.62,138.86,1.72,0,4.02,56.23,5.16,4.59,2.3,5.74,7.46,191.65,3.44,5.16,41.31,641.51,4.02,11.48,35.58,0,0.57,21.8,0.57,0,5.74,31.56,0,189.36,0,1.15,29.84,0,23.53
 60-70,0,0,3.93,0,17.67,0.98,0,493.71,13.74,4.91,13.74,235.57,10.8,0.98,1.96,54.97,9.82,14.72,4.91,9.82,0.98,231.64,0.98,12.76,23.56,626.21,1.96,12.76,33.37,0,0.98,19.63,0,0,8.83,9.82,0,156.06,1.96,14.72,15.7,5.89,11.78
 72-82,0,0,9.82,0.98,48.1,7.85,0,758.82,15.71,8.83,17.67,393.65,36.32,0,5.89,92.28,11.78,15.71,6.87,40.25,0.98,461.38,5.89,32.39,49.08,905.09,2.94,40.25,78.53,0,6.87,27.49,0,0,17.67,2.94,0,93.26,6.87,43.19,62.83,14.72,14.72
 84-94,0,0,9.56,2.12,64.78,11.68,0,540.58,15.93,9.56,21.24,223.03,52.04,0,4.25,130.63,22.3,31.86,10.62,95.58,5.31,279.32,3.19,24.43,38.23,463.05,3.19,20.18,80.71,0,5.31,77.53,0,0,26.55,6.37,0,50.98,9.56,48.85,43.54,35.05,18.05
 96-106,0,0,5.46,0,87.43,8.74,0,375.94,14.21,9.84,14.21,242.61,56.83,0,13.11,155.18,29.51,13.11,22.95,101.63,5.46,198.9,1.09,24.04,36.06,368.29,9.84,54.64,98.36,0,5.46,50.27,1.09,0,28.41,6.56,0,22.95,10.93,40.44,60.11,32.79,19.67
108-118,0,0,9.96,0.77,51.32,4.6,1.53,314.81,11.49,9.19,14.55,203.75,45.96,0,1.53,126.38,17.62,22.98,18.38,125.62,1.53,145.53,6.13,8.43,32.94,476.43,6.89,35.23,70.47,0,9.96,40.6,0,0,17.62,4.6,0,21.45,12.26,32.17,37.53,13.79,8.43
120,0,0,1.96,1.96,13.72,9.8,1.96,162.66,0,3.92,7.84,111.71,33.32,0,1.96,64.67,5.88,7.84,13.72,29.4,1.96,82.31,0,15.68,21.56,337.08,11.76,21.56,39.2,0,0,33.32,1.96,0,7.84,1.96,0,23.52,3.92,15.68,23.52,7.84,1.96
