stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,39.43,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,6.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,21,6,18,0,0,0,11,2,0,0,0,1,0,0,0,0,18,0,0,22,231,5,3,2,3,0,1,24,0,2,39,75,0,0,2,0,0
 24-34,0,0,0,2.46,7.39,0.82,57.46,0,1.64,0,11.49,0,0,1.64,0.82,1.64,0.82,0,0.82,0,48.43,0,0.82,30.37,448.19,2.46,1.64,3.28,0,0,18.06,0,0,0,11.49,92.76,0,0,10.67,0,0
 36-46,0,0,0,0,4.83,0,64.45,0,0,0.81,16.11,0,0,0,1.61,0,0,0,0,1.61,41.89,0,0.81,13.7,211.09,0,0,2.42,0,0,7.25,0,0,0,0,49.15,0,0,5.64,0,0
 48-58,0,0,0,0,1.72,0,71.73,0,0,0,18.36,0.57,0,1.15,0,0,0,0,0,0.57,38.44,0,1.15,6.31,74.59,0,0,1.15,0,0.57,2.87,0,0.57,0,0,22.38,0,0,3.44,0,0
 60-70,0,0,0.98,0,1.96,1.96,37.3,0.98,1.96,0.98,13.74,0,0,1.96,0.98,0,0,0,0,0.98,29.45,0,2.94,2.94,31.41,0.98,0,0,0,0.98,3.93,0,0.98,0,0,4.91,0,0.98,2.94,0,0
 72-82,0,0,0,0,0,0.98,11.78,0,0,1.96,19.63,0.98,0,0,0,0,0.98,0,0,0,35.34,0,0,3.93,34.36,0,0,2.94,0,0,2.94,0,0,0,0,0.98,0,0.98,1.96,0,0
 84-94,0,0,0,0,3.19,0,23.36,0,0,1.06,10.62,3.19,2.12,1.06,0,1.06,0,0,1.06,2.12,45.67,0,4.25,7.43,39.3,2.12,0,1.06,0,0,4.25,0,0,0,0,4.25,0,2.12,4.25,0,0
 96-106,0,0,0,0,13.11,2.19,13.11,0,1.09,1.09,25.14,1.09,0,0,1.09,1.09,0,1.09,1.09,0,30.6,0,1.09,9.84,37.16,0,3.28,2.19,0,0,14.21,0,0,0,0,2.19,1.09,0,1.09,0,0
108-118,0,0,0,2.3,6.89,0,16.85,0,2.3,1.53,19.15,2.3,0,0,0,0.77,1.53,3.06,1.53,0.77,32.94,0.77,1.53,9.19,49.02,0,0.77,2.3,0,0.77,3.83,0,0,0,0,1.53,1.53,1.53,0.77,1.53,0
120,0,0,0,0,7.84,0,15.68,0,0,1.96,17.64,1.96,0,0,1.96,0,0,0,0,0,27.44,0,0,3.92,29.4,0,1.96,1.96,0,0,3.92,0,0,0,0,3.92,0,3.92,1.96,0,1.96
