stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,52.71,935.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,49.04,1121.72,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,10.51,65.72,0,78.86,0,0,0,181.38,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,1316.99,21.03,0,0,528.37,0,0,13.14,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,0,75.53,0,3.15,0,201.41,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,1702.51,31.47,0,0,494.07,0,3.15,0,0,47.2,0,0,6.29,0,0,0,0,0
 14-21,1,0,0,21,80,32,0,81,0,0,31,6,0,1,0,6,0,1,0,0,60,0,0,51,1111,16,1,12,32,0,17,0,59,4,1,81,310,0,0,3,0,0
 24-34,0,0,0,4.1,33.66,12.31,0,278.27,0.82,0,26.27,0.82,0.82,4.1,1.64,3.28,0.82,3.28,0.82,0,127.23,0,0.82,53.36,1206.66,7.39,4.93,21.34,0,0.82,47.61,0,0,0.82,0.82,4.93,242.15,0,0,17.24,0,1.64
 36-46,0,0,0,0.81,23.36,2.42,0,355.3,1.61,0.81,28.2,0.81,0,0.81,0.81,0,1.61,1.61,2.42,0,100.71,1.61,4.83,30.62,568,2.42,4.83,4.03,0,0,15.31,0,0,0.81,0,0,136.96,0,0,7.25,0,1.61
 48-58,0,0,0,0,14.92,1.15,0,312.15,1.15,4.59,25.82,2.3,0,1.72,0,0,1.15,1.15,0,0,125.09,1.72,4.02,30.41,257.06,1.15,2.3,4.02,0,0,10.9,0,0,0,0,0,39.59,0,0.57,10.33,0,3.44
 60-70,0,0,0,0,22.58,0.98,0,206.12,0.98,3.93,33.37,5.89,0,0.98,0.98,0,2.94,0.98,0.98,0,98.15,0.98,4.91,16.69,161.95,1.96,0.98,1.96,0,0.98,5.89,0,0,0.98,0,0,12.76,0,0,3.93,0,2.94
 72-82,0,0,0.98,0,16.69,0.98,0.98,84.42,0.98,2.94,33.38,2.94,0,1.96,3.93,4.91,0,0.98,0.98,0.98,101.11,0.98,3.93,23.56,134.49,0.98,0.98,4.91,0,0,3.93,0,0,0,0,0,1.96,0.98,0,17.67,0,0.98
 84-94,0,0,0,0,30.8,4.25,0,98.77,1.06,5.31,26.55,3.19,0,0,12.74,1.06,1.06,0,2.12,0,79.65,2.12,12.74,21.24,107.27,5.31,1.06,7.43,0,1.06,16.99,0,0,2.12,0,0,1.06,3.19,0,10.62,1.06,0
 96-106,0,0,0,0,26.23,2.19,0,53.55,1.09,2.19,21.86,6.56,0,2.19,10.93,2.19,0,2.19,2.19,0,69.94,0,1.09,14.21,91.8,3.28,4.37,3.28,0,3.28,8.74,0,0,1.09,0,0,2.19,2.19,1.09,20.76,1.09,2.19
108-118,0,0,0,0,25.28,12.26,0.77,49.02,2.3,2.3,35.23,6.89,0,1.53,9.96,3.06,1.53,0.77,3.06,0,55.92,0,0.77,22.98,123.32,1.53,2.3,7.66,0,2.3,17.62,0,0,2.3,0,0,3.06,1.53,0,8.43,1.53,1.53
120,0,0,0,0,23.52,25.48,0,64.67,0,1.96,43.12,3.92,0,0,21.56,3.92,0,1.96,1.96,0,39.2,0,1.96,13.72,150.9,1.96,3.92,1.96,0,1.96,7.84,0,0,0,0,0,1.96,0,1.96,9.8,0,0
