stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,2.63,0,0,0,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,52.57,23.66,0,0,5.26,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.44,25.18,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,3,1,9,4,0,4,0,1,0,2,3,1,1,0,0,0,0,0,0,4,0,0,9,207,6,4,0,2,0,1,4,2,4,9,170,0,0,1,0,0
 24-34,0,0,3.28,0.82,9.85,0,0,22.16,0,0,0,9.03,0.82,0,3.28,0,0.82,0.82,1.64,0,0.82,22.98,0,0,16.42,878.32,4.1,14.78,1.64,0,0,2.46,0,0.82,1.64,4.1,325.06,0,0,3.28,0,0
 36-46,0,0,1.61,0,4.83,0,0,46.73,1.61,0,0.81,9.67,0.81,0,2.42,0.81,0,0,0,0.81,0,29,0,0.81,4.83,1726.55,3.22,17.72,2.42,0,0,4.83,0,0,0.81,0,421.37,0,0,2.42,0,2.42
 48-58,0,0,0.57,0,8.61,0.57,0,168.12,2.3,0.57,1.15,37.3,0,0,1.15,1.72,0.57,0.57,0.57,1.15,1.15,51.07,0.57,0,10.33,2171.85,1.72,10.9,1.72,0,0.57,3.44,0,0,0.57,0,394.78,0,0,2.87,0,6.31
 60-70,0,0,1.96,0,6.87,0,0,363.16,2.94,2.94,0.98,44.17,0,0.98,1.96,0.98,0,0.98,0,0,0,58.89,0,2.94,10.8,3169.33,0,8.83,0.98,0,0.98,1.96,0,0.98,0.98,0,454.44,0,0.98,2.94,0,8.83
 72-82,0,0,4.91,0,20.61,10.8,0,767.66,1.96,2.94,8.83,111.91,1.96,0.98,0.98,0.98,2.94,3.93,3.93,0,0,130.56,0,5.89,8.83,3488.83,0.98,18.65,5.89,0,2.94,11.78,0,0.98,0,0,347.51,1.96,2.94,10.8,2.94,17.67
 84-94,0,0,4.25,0,44.61,4.25,0,497.03,0,4.25,4.25,64.78,2.12,0,2.12,2.12,2.12,3.19,2.12,3.19,2.12,60.54,0,5.31,6.37,1890.43,1.06,16.99,1.06,0,0,12.74,0,0,0,0,176.3,1.06,3.19,2.12,2.12,3.19
 96-106,0,0,5.46,0,34.97,9.84,0,451.35,0,4.37,3.28,97.26,3.28,0,1.09,4.37,4.37,3.28,4.37,1.09,2.19,81.96,2.19,3.28,7.65,1645.83,4.37,13.11,7.65,0,1.09,18.58,0,1.09,2.19,0,96.17,3.28,4.37,8.74,3.28,12.02
108-118,0,0,4.6,0,30.64,5.36,0.77,356.94,1.53,0,0.77,76.6,4.6,0,1.53,2.3,0.77,2.3,0.77,3.83,0.77,62.81,0.77,0.77,4.6,2304.02,1.53,16.85,9.96,0,0,6.89,0,0,2.3,0,72,2.3,2.3,5.36,3.83,14.55
120,1.96,0,1.96,0,25.48,5.88,1.96,243.01,0,0,3.92,62.71,5.88,0,1.96,3.92,0,1.96,0,0,0,58.79,1.96,0,5.88,1818.68,0,7.84,3.92,0,1.96,1.96,0,0,1.96,0,58.79,0,0,1.96,7.84,0
