stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,39.53,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,453.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,7.89,7.89,0,0,0,44.69,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,268.13,7.89,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,28.32,0,0,0,18.88,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,358.75,15.73,0,0,154.2,0,0,6.29,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,3,54,5,0,20,0,0,0,5,2,1,1,0,0,0,0,0,0,36,0,0,14,317,11,0,4,6,0,2,0,63,4,5,60,82,0,0,5,0,1
 24-34,0,0,2.46,16.42,2.46,0,78.8,0.82,0,1.64,9.85,2.46,0,2.46,0,0.82,0.82,4.1,0,2.46,106.71,0.82,0,31.19,408.79,3.28,0.82,4.1,0,0.82,7.39,0,0,0,0,18.06,73.06,0,0,10.67,0,4.1
 36-46,0,0,0.81,7.25,0.81,0,57.2,0,0,2.42,19.34,0,0,0.81,0,0,0.81,0,0.81,0.81,86.21,0,0,17.72,199.81,2.42,0,4.83,0,0.81,4.83,0,0,0.81,0.81,0,56.4,0,0,5.64,0,4.83
 48-58,0,0,0.57,4.02,0,0,47.63,0,1.15,2.87,27.54,1.15,0,0.57,0,0,3.44,2.3,0,1.72,111.89,1.15,5.74,13.2,107.88,1.72,1.72,1.72,0,0.57,5.16,0,0,0.57,0,0,37.3,0,0.57,3.44,0,0.57
 60-70,0,0,0,7.85,0,0,26.5,2.94,0,3.93,48.09,0.98,0,0,0,0,0,0,1.96,0,136.43,0,2.94,6.87,47.11,0,0,3.93,0,0,2.94,0,0,0.98,0,0,9.82,0,2.94,5.89,0,1.96
 72-82,0,0,0,5.89,0,0.98,20.61,0.98,0.98,14.72,40.25,0,0,2.94,0,0,0,0,0,0.98,181.61,0,4.91,24.54,63.81,0,0,5.89,0,2.94,3.93,0,0,1.96,0,0,5.89,0.98,6.87,6.87,7.85,0
 84-94,0,0,0,14.87,1.06,0,31.86,3.19,3.19,5.31,40.36,4.25,0,4.25,1.06,1.06,3.19,1.06,0,0,159.31,0,8.5,20.18,43.54,1.06,0,4.25,0,0,16.99,0,0,0,1.06,0,2.12,1.06,7.43,6.37,3.19,1.06
 96-106,0,0,0,14.21,2.19,0,21.86,2.19,0,8.74,31.69,1.09,0,1.09,1.09,0,1.09,2.19,1.09,0,111.47,0,6.56,14.21,49.18,0,0,4.37,0,4.37,7.65,0,0,0,1.09,0,5.46,1.09,2.19,5.46,4.37,1.09
108-118,0,0,0,14.55,2.3,2.3,29.11,1.53,0.77,6.89,33.7,3.06,0,0.77,1.53,1.53,6.13,2.3,3.83,0.77,97.28,0,2.3,16.85,62.81,3.83,2.3,8.43,0,0,6.13,0,0,1.53,0.77,0,2.3,0.77,3.06,2.3,1.53,1.53
120,0,0,0,15.68,1.96,0,17.64,0,1.96,5.88,15.68,0,0,0,0,1.96,5.88,0,1.96,0,62.71,0,1.96,15.68,48.99,0,0,0,0,0,5.88,0,0,0,0,0,1.96,1.96,0,3.92,5.88,0
