stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,513.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,300.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,7.89,0,0,0,10.51,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,102.52,5.26,0,0,36.8,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,12.59,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.06,0,0,0,18.88,0,0,9.44,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,4,14,0,0,0,0,0,1,1,1,0,0,2,5,0,0,0,0,0
 24-34,0,0,0.82,0,1.64,0,0,1.64,0,0,0.82,0.82,0,0.82,0,0,0,0,0,0,6.57,0,0,2.46,28.73,0,0.82,0,0,0,8.21,0,0,0,0,0.82,6.57,0,0,1.64,0,0
 36-46,0,0,0.81,0,3.22,0,0,2.42,0,0,0.81,0,0,0,0,0,0,0,0,0,2.42,0,0,1.61,33.03,0,1.61,0,0,0,4.83,0.81,0,2.42,0,0,9.67,0,0,1.61,0,0
 48-58,0,0,0,0,1.72,0,0,6.89,0.57,0.57,4.59,0,0,0.57,0,0,0.57,0.57,0.57,1.72,7.46,0,0,1.72,18.94,0.57,0.57,0.57,0,0,5.16,0,0,0,0,0,6.31,0,0.57,0,0,0.57
 60-70,0,0,0,0,1.96,0,0,9.82,0.98,0,5.89,0,0.98,0,0,0,0,0,1.96,0,16.69,0,1.96,0,19.63,0,0,0.98,0,0,5.89,0,0,2.94,0.98,0,3.93,0,2.94,1.96,0.98,0.98
 72-82,0,0,0,0,2.94,0.98,0,24.54,0.98,0,9.82,0,0.98,0.98,0,0,0.98,0.98,0,0,23.56,0.98,0.98,1.96,34.36,0,2.94,0,0,0,2.94,0,0,0,0,0,3.93,0.98,1.96,2.94,12.76,1.96
 84-94,0,0,0,0,7.43,0,0,9.56,1.06,3.19,7.43,2.12,0,0,1.06,2.12,1.06,1.06,0,1.06,15.93,1.06,3.19,2.12,23.36,1.06,1.06,1.06,0,0,23.36,0,0,2.12,0,0,4.25,3.19,4.25,2.12,11.68,0
 96-106,0,0,1.09,0,6.56,1.09,1.09,9.84,1.09,2.19,10.93,2.19,0,0,3.28,2.19,1.09,2.19,0,0,26.23,0,5.46,2.19,15.3,0,2.19,1.09,0,2.19,13.11,0,0,0,0,0,2.19,1.09,7.65,6.56,10.93,0
108-118,0,0,0.77,0,10.72,1.53,0.77,7.66,1.53,2.3,12.26,1.53,0,0,0,0.77,0.77,0,0.77,0,25.28,0,0.77,1.53,24.51,1.53,1.53,1.53,0,0,10.72,0.77,0,0.77,0,0,3.06,0.77,1.53,0.77,10.72,2.3
120,0,0,0,0,7.84,0,0,1.96,0,0,9.8,0,0,0,3.92,1.96,0,0,0,0,5.88,0,0,0,17.64,1.96,0,5.88,0,0,11.76,0,0,0,0,0,3.92,0,1.96,5.88,7.84,1.96
