stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,0,3.15,0,0,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,0,22.03,0,0,0,3.15,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,5,1,0,1,0,0,0,0,0,16,0,0,5,0,0,0,0,1,0,0,2,30,2,0,0,0,34,0,1,0,0,5,11,0,0,2,0,0
 24-34,0,0,0,0,5.75,0,0,4.1,0,0,0,2.46,0.82,0.82,1.64,0.82,5.75,0,0,0,0,0.82,3.28,0,0,70.59,1.64,1.64,0,0,133.8,0,0,0,0,1.64,14.78,0,0,2.46,0,0.82
 36-46,0,0,0,0,3.22,0,0,4.03,0,0,0,8.06,0.81,0.81,0,0,0.81,0,0,0,0,4.83,2.42,0,0.81,54.79,0,0,2.42,0,95.87,0,0,0.81,0,0,30.62,0,0,0,0,1.61
 48-58,0,0,0,0,2.3,0,0,9.75,0,0.57,1.15,16.64,0.57,1.15,0,0,1.15,0.57,0,0,1.15,5.74,5.16,0,0,52.22,0,1.72,1.15,0,57.38,0,0,0,0.57,0,41.89,0,0,1.15,0,1.15
 60-70,0,0,0,0,3.93,0,0,9.82,0,2.94,0,26.5,6.87,0,0.98,2.94,3.93,2.94,2.94,1.96,0,9.82,1.96,0,0,30.43,0,0.98,0,0,50.06,0,0,0,0,0,25.52,0,0,0.98,0,1.96
 72-82,0,0,0.98,0.98,8.83,0.98,0,11.78,0.98,0.98,1.96,58.9,21.6,1.96,0.98,3.93,8.83,4.91,0.98,0,0,23.56,8.83,0,1.96,34.36,0,1.96,3.93,0,59.88,0,0,0,0,0,7.85,0,0,5.89,0,0
 84-94,0,0,2.12,1.06,19.12,0,1.06,9.56,1.06,3.19,1.06,41.42,52.04,1.06,1.06,5.31,6.37,7.43,2.12,1.06,1.06,9.56,12.74,1.06,4.25,23.36,0,5.31,7.43,0,139.13,0,0,3.19,0,0,10.62,1.06,1.06,4.25,1.06,2.12
 96-106,0,0,1.09,8.74,28.41,0,0,8.74,0,1.09,2.19,40.44,52.46,0,1.09,5.46,16.39,4.37,1.09,2.19,0,15.3,15.3,1.09,5.46,29.51,1.09,8.74,7.65,0,110.38,1.09,0,1.09,0,0,1.09,1.09,1.09,4.37,1.09,2.19
108-118,0,0,1.53,10.72,27.57,0.77,0.77,6.13,0,6.13,0.77,22.21,116.43,0,0,9.96,14.55,18.38,0.77,1.53,0,7.66,9.19,0,5.36,28.34,0,3.83,6.13,0,94.98,0,0,0.77,0,0,2.3,3.83,1.53,1.53,0.77,0.77
120,0,0,0,3.92,21.56,3.92,0,5.88,0,3.92,0,13.72,78.39,0,0,5.88,7.84,3.92,0,5.88,0,7.84,9.8,0,5.88,41.16,0,3.92,15.68,0,60.75,0,0,0,0,0,1.96,1.96,0,5.88,0,0
