stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,263.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,153.24,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,15.77,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,2.63,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.03,0,0,0,12.59,0,3.15,0,0,3.15,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,77,149,4,0,36,0,1,0,36,8,1,0,0,0,1,2,1,14,0,0,6,365,0,1,5,0,0,34,2,3,36,0,1,309,0,0,6,0,0
 24-34,0.82,0,1.64,45.15,117.38,0.82,0,63.21,0,4.93,0,48.43,7.39,2.46,0,0,0,13.13,6.57,2.46,38.58,0,0,21.34,791.31,0,14.78,8.21,0,0.82,106.71,0,0.82,41.86,0.82,0,310.28,0,0,40.22,0,1.64
 36-46,0,0,0,4.83,40.28,0,0,124.88,0,7.25,0,54.79,7.25,0,0,0,0.81,16.92,6.45,0,29,0,7.25,10.47,1261.68,0,8.06,5.64,0,0,80.57,0,0,20.14,0.81,0,373.83,0,0.81,33.84,0,0.81
 48-58,0,0,0,1.72,15.49,0,0,226.65,0,17.79,1.72,86.07,2.87,3.44,0,0,0.57,9.75,0.57,0,27.54,0,2.87,10.9,1034,0,4.59,6.31,0,0,59.1,0,0,6.31,0,0,264.52,0,0,38.44,0,1.15
 60-70,0,0,0,0,17.67,0,0,266.97,0,15.7,0,115.82,4.91,1.96,0,0,0.98,9.82,1.96,0,27.48,0,6.87,8.83,886.31,0,1.96,8.83,0,0,38.28,0,0,4.91,0,0,176.67,0.98,0,33.37,0.98,1.96
 72-82,0,0,1.96,0,19.63,0.98,0,202.22,0,12.76,0.98,122.71,6.87,3.93,0,0,0,12.76,0.98,0,33.38,0,8.83,7.85,522.24,0,6.87,20.61,0,0,29.45,0,0,0.98,0,0,56.94,0,0,78.53,0.98,1.96
 84-94,0,0,0,1.06,22.3,3.19,0,195.41,1.06,19.12,1.06,79.65,16.99,3.19,0,0,1.06,11.68,1.06,0,28.68,2.12,6.37,3.19,334.54,0,4.25,23.36,0,1.06,75.4,0,0,4.25,0,0,41.42,0,0,49.92,0,0
 96-106,0,0,3.28,0,28.41,1.09,0,143.16,1.09,20.76,1.09,72.13,14.21,9.84,1.09,0,1.09,19.67,1.09,0,24.04,5.46,8.74,2.19,222.94,0,3.28,38.25,0,0,87.43,0,0,2.19,0,0,17.49,1.09,0,87.43,2.19,1.09
108-118,0,0,0.77,0.77,19.92,0.77,0.77,143.24,0,31.4,0.77,65.11,11.49,2.3,1.53,3.06,1.53,6.13,3.83,0,21.45,1.53,6.89,2.3,245.11,0,4.6,27.57,0,0,75.06,0,0,5.36,0.77,0,6.89,1.53,0.77,72,0,0
120,0,0,0,0,11.76,1.96,0,164.62,0,13.72,1.96,66.63,15.68,1.96,0,0,0,13.72,1.96,0,17.64,0,1.96,3.92,195.98,0,7.84,21.56,0,0,54.87,0,0,0,0,0,17.64,0,0,50.95,0,0
