stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.53,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,61.3,1152.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,36.78,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,26.29,0,44.69,0,0,0,63.09,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,680.84,15.77,0,0,260.24,0,0,10.51,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,15.73,0,6.29,0,81.82,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,563.31,9.44,0,0,210.85,0,3.15,12.59,3.15,28.32,0,0,0,0,0,0,0
 14-21,0,0,0,0,35,8,0,12,0,1,0,6,1,0,2,0,0,1,0,1,0,19,0,0,9,209,1,1,3,2,0,0,1,30,1,26,57,0,0,4,0,0
 24-34,0,0,0,1.64,13.95,0.82,0,51.71,0,0.82,0.82,11.49,0,0,0,0.82,0.82,0,0.82,0,0,44.33,0,0,20.52,358.71,0.82,5.75,4.1,0,0,5.75,0,0,0.82,4.93,69.77,0,0,9.85,0,0.82
 36-46,0,0,0,0,6.45,0.81,0,82.98,0,0,0.81,12.09,0,0,0,0,0,0,0,0,1.61,42.7,0,0,8.06,284.4,0,0,0.81,0,0,5.64,0,0,0,0,66.87,0,0,2.42,0,2.42
 48-58,0,0,0.57,0,5.16,2.3,0,112.47,0.57,0.57,1.15,24.1,0.57,0,0,0.57,0,0,0,0.57,0.57,48.2,0,5.16,10.9,226.08,0,0.57,2.3,0,0,2.3,0,0,0.57,0,39.59,0,0.57,4.02,0,0.57
 60-70,0.98,0,0,0,3.93,0,0,111.89,0,0.98,3.93,12.76,0,0,0.98,0.98,0.98,0,1.96,1.96,0.98,41.22,0,0,5.89,198.27,0,0.98,1.96,0,0.98,5.89,0,0,0,0,25.52,0,0.98,3.93,0.98,0.98
 72-82,0,0,0.98,0,14.72,0,0,107.98,0.98,2.94,5.89,49.08,5.89,0,0,1.96,0.98,0,0.98,1.96,0.98,91.29,0.98,2.94,7.85,195.35,0,0.98,3.93,0,0.98,4.91,0,0,0,0,20.61,0,0.98,4.91,1.96,2.94
 84-94,0,0,1.06,0,16.99,1.06,1.06,76.47,0,2.12,1.06,33.99,2.12,0,2.12,2.12,3.19,1.06,0,4.25,0,61.6,0,4.25,8.5,126.38,2.12,3.19,3.19,0,0,8.5,0,0,1.06,0,18.05,0,0,6.37,4.25,2.12
 96-106,0,0,0,0,13.11,4.37,1.09,67.76,1.09,4.37,3.28,46.99,4.37,0,2.19,3.28,1.09,0,2.19,4.37,0,40.44,0,1.09,4.37,107.1,4.37,4.37,5.46,0,2.19,10.93,0,0,0,0,3.28,2.19,2.19,10.93,3.28,1.09
108-118,0,0,0.77,0,12.26,5.36,2.3,49.02,0,1.53,3.06,32.17,1.53,0,1.53,3.06,1.53,3.06,0.77,12.26,0.77,39.06,0,3.83,7.66,129.45,1.53,4.6,6.13,0,0,6.13,0,0,0.77,0,3.83,0.77,1.53,4.6,0.77,0
120,0,0,1.96,0,11.76,0,0,50.95,1.96,0,1.96,27.44,3.92,0,1.96,3.92,0,0,1.96,1.96,0,17.64,0,1.96,7.84,131.31,0,7.84,1.96,0,1.96,7.84,0,0,1.96,0,5.88,0,0,5.88,1.96,0
