stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,316.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,5.26,0,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,110.41,5.26,0,0,44.69,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,9.44,0,3.15,0,15.73,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,188.82,9.44,0,0,44.06,0,3.15,3.15,0,6.29,0,0,0,0,0,0,0
 14-21,0,0,3,0,23,7,0,6,0,1,0,5,0,0,0,0,1,0,0,0,1,10,0,0,4,94,1,2,0,2,0,5,0,11,0,20,43,0,0,2,0,1
 24-34,0,0,0.82,0,6.57,0,0,15.6,0,3.28,0.82,3.28,0.82,0,0,3.28,0,0,0,0,0,19.7,0,0,9.03,188.8,0.82,1.64,0.82,0,0,7.39,0,0.82,0,2.46,57.46,0,0,6.57,0,0.82
 36-46,0,0,0,0,1.61,0,0,45.12,0,0,3.22,12.89,0,0,0,0,0,0.81,0,0,0,22.56,0,0,8.06,207.86,0.81,0.81,0.81,0,0,4.03,0,0,0,0,45.92,0,0,0.81,0,0.81
 48-58,0,0,0,0,1.72,0,0,64.84,0,0,0.57,24.67,0,0,1.72,0,0,0,0.57,0,0.57,42.46,0,0.57,6.89,177.31,0,2.3,0,0,0.57,0.57,0,0,0,0,47.05,0,0,1.72,0,1.15
 60-70,0,0,0,0,2.94,0,0,106.99,0.98,0.98,0.98,22.58,1.96,0,0,0,0.98,0,0,0,0,36.32,0.98,0,2.94,196.3,0.98,0,0.98,0,0,3.93,0,0,0.98,0,18.65,0,0,0.98,0.98,0
 72-82,0,0,0,0,2.94,0,0,77.55,0,0,2.94,36.32,0.98,0,1.96,0.98,0,0,0,0,0.98,33.38,0,1.96,6.87,164.92,0,5.89,0.98,0,0,2.94,0,0,0,0,13.74,0,0.98,5.89,1.96,0
 84-94,0,0,1.06,0,9.56,0,1.06,55.23,1.06,1.06,0,16.99,5.31,0,1.06,4.25,5.31,1.06,1.06,0,0,38.23,1.06,3.19,0,89.21,0,1.06,1.06,0,1.06,10.62,0,0,2.12,0,6.37,0,1.06,2.12,0,2.12
 96-106,0,0,0,0,5.46,0,0,49.18,1.09,2.19,1.09,16.39,4.37,0,2.19,1.09,2.19,1.09,3.28,2.19,0,21.86,0,1.09,5.46,62.29,1.09,3.28,3.28,0,0,12.02,0,0,1.09,0,5.46,1.09,0,7.65,4.37,2.19
108-118,0,0,1.53,0,3.83,1.53,0.77,39.06,0,3.06,0,14.55,2.3,0,0,0.77,0.77,0.77,0,0.77,0,15.32,0.77,0.77,1.53,91.92,0,0.77,2.3,0,0,5.36,0,0,0,0,0,0,0.77,3.06,0,0
120,0,0,0,0,5.88,3.92,1.96,21.56,0,1.96,1.96,3.92,1.96,0,0,5.88,0,0,1.96,0,3.92,15.68,1.96,0,5.88,66.63,1.96,3.92,1.96,0,0,7.84,0,0,0,0,5.88,0,0,3.92,0,0
