stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,184.49,2543.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.2,0,0,0,0,0,0,0,0,0,0
  5-6,232.93,3561.32,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,134.85,18.39,0,0,61.3,0,104.2,0,0,0,0,0,0,0,0,0,0
  7-9,81.49,55.2,0,149.84,0,0,0,86.75,0,0,0,0,0,57.83,0,0,0,0,0,0,0,0,0,0,0,1314.36,92,0,0,799.13,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,31.47,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.38,15.73,0,0,236.02,0,0,0,3.15,0,9.44,0,0,0,0,0,0
 14-21,0,0,0,7,41,21,0,7,0,0,0,6,0,1,0,0,2,0,0,1,2,18,0,0,15,181,11,2,4,6,0,3,61,0,3,49,75,0,0,13,0,0
 24-34,0,0,0,0,12.31,1.64,0,22.16,0,0,0,1.64,0.82,0,3.28,3.28,2.46,0,2.46,0.82,0.82,15.6,0,0,10.67,279.09,7.39,2.46,0.82,0,0,1.64,0,0,0,1.64,58.28,0,0,29.55,0,0.82
 36-46,0,0,0,0,4.83,0,0,56.4,0.81,0.81,2.42,8.86,0,0,0.81,2.42,0.81,0,1.61,0,0.81,16.11,0,0,10.47,223.98,1.61,0.81,1.61,0,0,6.45,0,0,0,0,49.15,0,0,5.64,0,0
 48-58,0,0,0,0,5.16,0,0,71.15,0.57,1.72,0.57,15.49,0,0,1.15,0.57,0.57,0.57,0.57,0.57,1.15,21.23,0,0.57,4.59,183.04,1.72,1.72,1.15,0,0,1.15,0,0.57,0,0,42.46,0,0,10.9,0,0.57
 60-70,0,0,0,0,8.83,0,0,147.23,0,0.98,1.96,36.32,0.98,0,1.96,9.82,0,2.94,0.98,0.98,0.98,48.09,0,1.96,4.91,297.4,0.98,0.98,1.96,0,0.98,7.85,0,0,0,0,39.26,0.98,0,11.78,0,0.98
 72-82,0,0,0,0,8.83,4.91,0,145.29,1.96,0.98,2.94,53.01,2.94,1.96,0.98,16.69,0.98,0,3.93,0,0,73.62,0,2.94,15.71,294.5,0.98,6.87,4.91,0,1.96,2.94,0,0.98,0,0,22.58,3.93,1.96,11.78,1.96,1.96
 84-94,0,0,3.19,0,12.74,1.06,0,91.34,0,2.12,4.25,22.3,5.31,0,5.31,19.12,2.12,1.06,3.19,0,0,44.61,0,0,8.5,97.71,2.12,3.19,4.25,0,0,8.5,0,1.06,0,0,6.37,2.12,1.06,15.93,0,1.06
 96-106,0,0,0,0,9.84,1.09,0,29.51,0,0,2.19,13.11,2.19,0,0,26.23,1.09,1.09,4.37,1.09,1.09,16.39,1.09,1.09,2.19,36.06,0,1.09,1.09,0,2.19,6.56,0,0,0,0,1.09,1.09,0,17.49,1.09,1.09
108-118,0,0,0,0,10.72,2.3,0.77,53.62,0,2.3,0,22.21,3.06,0,1.53,16.09,0,1.53,1.53,3.06,3.83,26.04,0,0.77,3.83,120.26,2.3,3.06,4.6,0,0.77,4.6,0,0,0,0,0.77,4.6,0,13.79,2.3,0.77
120,0,0,0,0,9.8,5.88,0,25.48,0,1.96,0,19.6,3.92,0,0,19.6,0,0,1.96,0,0,7.84,0,0,5.88,66.63,1.96,0,1.96,0,1.96,5.88,0,0,0,0,1.96,3.92,1.96,17.64,1.96,0
