stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,70.98,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,70.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,245.46,0,15.73,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,361.9,15.73,0,0,25.18,0,0,0,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,1,0,68,746,422,0,46,0,1,0,3,90,1,26,5,0,0,0,0,2,250,1,0,101,169,48,0,7,12,0,3,0,1,2,1,10,137,0,0,51,0,1
 24-34,0,0,0.82,137.08,49.25,0,22.98,0,0,5.75,2.46,9.85,0,28.73,2.46,0.82,0,0,5.75,0.82,140.37,3.28,0.82,32.83,59.92,68.13,3.28,3.28,0,0,0.82,0,0,2.46,0,1.64,59.1,0,0,136.26,0,2.46
 36-46,0,0,0,29,4.03,0,11.28,0,0,37.06,0,0,0,17.72,0.81,0,0,0,0,0,200.61,0,4.03,25.78,52.37,102.32,0,3.22,0,0,1.61,0,0,0,0,0,43.51,0,0,38.67,0,2.42
 48-58,0,0,0,8.61,4.02,0,15.49,0.57,3.44,63.69,3.44,0,0,23.53,0,0,1.72,0,0,0,289.2,0,4.02,33.28,42.46,87.79,0,4.59,0,2.87,0,0,0,0,0,0,18.36,0,0.57,17.21,0,3.44
 60-70,0,0,0,9.82,2.94,0,32.39,0.98,2.94,71.65,24.54,3.93,0,25.52,0,0,4.91,0,0,0,547.69,0,3.93,29.45,46.13,32.39,0,5.89,0,0.98,5.89,0,0,0,0,0,13.74,0,5.89,8.83,0,0.98
 72-82,0,0,0.98,9.82,7.85,0,58.9,0.98,0.98,118.78,45.16,1.96,0,31.41,1.96,0,7.85,0.98,3.93,0,887.42,0,0.98,18.65,55.95,14.72,0.98,5.89,0,0.98,0,0,0,0,0,0,9.82,0,5.89,12.76,5.89,1.96
 84-94,0,0,0,13.81,5.31,0,69.03,0,3.19,83.9,40.36,1.06,0,24.43,3.19,1.06,4.25,0,0,1.06,726.43,0,6.37,19.12,30.8,28.68,0,8.5,0,0,2.12,0,0,1.06,0,0,3.19,0,8.5,8.5,2.12,1.06
 96-106,0,0,0,24.04,3.28,1.09,21.86,1.09,2.19,68.85,21.86,0,0,45.9,5.46,1.09,3.28,0,1.09,0,459,0,2.19,13.11,38.25,12.02,0,8.74,0,3.28,3.28,1.09,0,0,0,0,0,0,4.37,8.74,8.74,0
108-118,0,0,0,15.32,2.3,0.77,16.85,0.77,5.36,52.09,24.51,1.53,0,21.45,3.06,0.77,1.53,0.77,1.53,0,362.3,0.77,0,8.43,29.87,10.72,0,3.06,0,1.53,0.77,0,0,0.77,0,0,3.06,0.77,6.13,6.89,8.43,0
120,0,0,0,23.52,0,1.96,11.76,0,3.92,60.75,31.36,1.96,0,25.48,5.88,0,3.92,0,3.92,0,358.64,1.96,0,7.84,21.56,9.8,1.96,0,0,1.96,3.92,0,0,0,0,0,1.96,0,3.92,3.92,5.88,0
