stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.18,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,257.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09,2.63,0,0,21.03,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,22.03,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.94,6.29,0,0,28.32,0,9.44,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,1,7,310,11,0,11,0,2,0,3,4,0,0,3,0,0,1,1,45,1,0,26,86,2,0,2,3,0,162,0,14,16,14,26,52,0,0,7,0,0
 24-34,0,0,0,4.93,329.16,0.82,0,9.03,0,18.06,1.64,6.57,8.21,0.82,1.64,4.1,0,2.46,3.28,0.82,61.56,4.1,0,35.3,88.65,0.82,1.64,2.46,0,0,296.33,0,0.82,68.13,0,4.93,32.83,0,0,5.75,0,1.64
 36-46,0,0,0.81,1.61,208.67,0.81,0,10.47,0.81,20.14,3.22,5.64,8.86,0.81,0,0.81,0,0,7.25,0.81,40.28,4.03,0,18.53,66.87,2.42,0,0.81,0,0,233.64,0,0,51.56,0,0,20.14,0,0,4.83,0,0.81
 48-58,0,0,0,0,165.26,0,0,14.92,0,45.9,7.46,6.89,12.62,1.72,0.57,0,2.3,1.15,14.92,0,35,0.57,1.72,6.89,44.76,0,0,0.57,0,0,140.01,0,0,37.3,0,0,15.49,0,0,0.57,0,1.15
 60-70,0,0,0,0,102.08,0,0,28.46,0,18.65,0,8.83,18.65,0,0,0,2.94,0.98,41.22,0,32.39,0,0.98,7.85,41.22,0.98,0,0,0,0.98,95.21,0,0,44.17,0,0,4.91,0,0.98,1.96,0.98,0.98
 72-82,0,0,4.91,0,132.52,0,0,23.56,0,24.54,2.94,17.67,75.59,2.94,1.96,0,0.98,0,156.08,0,44.17,0.98,1.96,8.83,85.4,0,0,0.98,0,0.98,44.17,0,0,82.46,0,0,4.91,0,3.93,3.93,3.93,2.94
 84-94,0,0,9.56,0,237.9,2.12,0,19.12,0,54.16,3.19,8.5,145.5,1.06,1.06,4.25,4.25,1.06,487.48,1.06,26.55,2.12,1.06,3.19,37.17,0,1.06,0,0,0,130.63,0,0,161.43,0,0,4.25,0,0,3.19,2.12,0
 96-106,0,0,13.11,0,224.03,14.21,1.09,44.81,5.46,50.27,1.09,21.86,194.53,0,2.19,0,2.19,1.09,770.46,1.09,60.11,5.46,1.09,3.28,160.65,4.37,0,4.37,0,0,93.98,0,0,162.83,1.09,0,10.93,0,1.09,3.28,2.19,0
108-118,0,0,9.96,0.77,142.47,2.3,8.43,32.94,0.77,42.89,3.83,11.49,170.04,1.53,3.83,0.77,6.13,0,1480.61,0,49.79,0.77,3.83,6.13,126.38,0.77,2.3,2.3,0,2.3,55.15,0,0,150.13,0,0,0.77,0.77,1.53,8.43,2.3,1.53
120,0,0,3.92,0,92.11,5.88,3.92,17.64,0,27.44,0,9.8,92.11,0,3.92,0,1.96,0,764.32,0,27.44,1.96,0,3.92,68.59,0,0,0,0,1.96,50.95,0,0,105.83,0,0,3.92,1.96,1.96,5.88,0,0
