stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,26.36,1054.23,0,0,0,0,0,0,0,79.07,0,0
  5-6,24.52,471.98,0,0,0,0,18.39,0,0,0,0,0
  7-9,7.89,2.63,5.26,0,10.51,5.26,94.63,10.51,26.29,0,7.89,0
 10-12,0,15.73,18.88,3.15,12.59,9.44,327.28,9.44,113.29,3.15,3.15,12.59
