stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.12,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,3,15,2,25,0,1,0,37,1,1,1,1,1,1,0,2,0,4,0,0,3,1669,1,7,3,0,0,1,0,7,0,1,7,622,0,0,0,0,0
 24-34,0,0,2.46,1.64,64.03,9.85,561.47,0,3.28,4.93,165.81,2.46,0.82,1.64,3.28,4.1,0.82,2.46,4.93,8.21,113.28,3.28,0,71.41,8636.23,13.95,34.48,21.34,0,0,66.49,0,0,6.57,5.75,26.27,2289.37,0,0,27.91,0,9.85
 36-46,0,0,0.81,0.81,35.45,0.81,1401.86,5.64,5.64,5.64,471.32,0.81,0.81,5.64,8.86,0.81,4.03,10.47,0,9.67,134.55,1.61,3.22,41.89,7865.75,8.06,24.17,18.53,0,0,60.43,0,0.81,7.25,3.22,1.61,2547.53,0,0,20.95,0,14.5
 48-58,0.57,0,0.57,0,25.82,3.44,1451.15,4.59,6.31,4.59,755.7,0.57,0.57,4.02,5.16,5.16,4.02,5.16,1.15,6.89,135.42,0.57,5.16,43.61,3697.02,4.02,10.9,4.59,0,1.15,18.94,0.57,0,2.3,1.72,0,1487.88,0,0,9.18,0,18.36
 60-70,0,0,0,0,7.85,0.98,748.9,1.96,1.96,0.98,457.39,0.98,0,0.98,0.98,0,0.98,3.93,0,0,53.98,0.98,1.96,26.5,1393.76,0.98,5.89,6.87,0,0,7.85,0,0,0.98,0.98,0,372,0,3.93,5.89,0.98,6.87
 72-82,0,0,0,0,8.83,3.93,241.49,1.96,0.98,0.98,210.08,0.98,0,0,0.98,0,1.96,3.93,1.96,0.98,43.19,0,1.96,13.74,662.62,0.98,5.89,3.93,0,0,5.89,0,0,0,0,0,66.75,0.98,2.94,1.96,0,0
 84-94,0,0,0,0,23.36,0,251.7,0,1.06,2.12,142.31,0,0,0,1.06,0,3.19,16.99,0,0,27.61,1.06,1.06,5.31,539.52,1.06,2.12,2.12,0,0,5.31,0,0,0,1.06,0,76.47,0,1.06,0,0,1.06
 96-106,0,0,0,0,27.32,3.28,197.81,3.28,1.09,1.09,86.33,2.19,0,1.09,1.09,1.09,1.09,10.93,1.09,0,29.51,1.09,1.09,4.37,487.41,2.19,7.65,4.37,0,1.09,13.11,0,0,0,0,0,13.11,1.09,1.09,2.19,2.19,0
108-118,0,0,0,0,4.6,3.06,120.26,0,1.53,0.77,79.66,0,0,0,0,0,1.53,6.89,0,0,18.38,0,0.77,7.66,613.54,0,6.13,1.53,0,0,4.6,0,0,0,0,0,5.36,0,0,0.77,0.77,1.53
120,0,0,0,0,9.8,3.92,152.86,0,1.96,0,72.51,0,0,0,1.96,0,0,0,1.96,0,15.68,0,3.92,7.84,482.11,0,1.96,3.92,0,0,0,0,0,0,0,0,3.92,0,1.96,3.92,0,0
