stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,421.69,7366.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,361.65,4401.08,0,6.13,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,165.5,18.39,0,0,24.52,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,68.35,70.98,0,123.55,0,2.63,0,231.33,0,0,0,0,0,86.75,0,0,0,0,0,0,0,0,0,0,0,1916.33,89.38,0,0,801.76,0,0,31.54,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,110.14,0,135.32,0,31.47,0,302.11,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,2929.83,166.79,0,0,1258.79,0,0,25.18,6.29,169.94,0,9.44,6.29,0,0,0,0,0
 14-21,0,3,10,39,615,384,0,924,0,2,0,152,36,3,20,14,4,3,0,1,40,691,0,0,571,8346,372,16,80,290,0,4,21,1047,35,72,1236,2852,0,0,68,0,32
 24-34,0,0,5.75,10.67,251.18,45.15,0,1383.96,1.64,11.49,30.37,237.23,12.31,4.93,32.01,36.12,4.1,22.16,28.73,10.67,85.37,1317.47,2.46,4.93,598.4,10329.65,126.41,31.19,100.97,0,4.93,22.16,2.46,6.57,9.03,27.91,295.51,2828.67,0,0,257.75,0,65.67
 36-46,0,0,5.64,0,78.15,3.22,0,1864.32,0,2.42,70.09,409.28,2.42,0,28.2,54.79,0,17.72,16.11,2.42,53.17,1264.1,0.81,24.17,381.08,10178.02,77.34,14.5,52.37,0,3.22,12.09,3.22,3.22,2.42,20.14,3.22,2805.34,0,2.42,157.11,0,35.45
 48-58,0.57,0,4.02,0.57,85.5,4.02,0,2457.03,4.02,7.46,72.3,646.1,0.57,0,29.84,49.92,2.3,17.79,16.07,2.3,26.4,1593.46,2.3,55.66,327.07,6945.91,31.56,12.05,47.05,0,5.74,9.18,1.15,1.15,2.3,13.2,0,2025.53,0,7.46,141.16,2.3,37.3
 60-70,0.98,0,1.96,0,49.08,8.83,0,2137.75,5.89,3.93,63.8,626.21,0,0,21.59,53,0.98,16.69,8.83,1.96,13.74,1446.76,0.98,71.65,185.51,4989.08,16.69,8.83,34.35,0,11.78,4.91,0.98,0,1.96,4.91,0,986.43,0,38.28,97.17,17.67,26.5
 72-82,0,0,6.87,0.98,83.44,20.61,0,1610.91,6.87,2.94,108.96,732.32,2.94,0,31.41,126.63,1.96,18.65,18.65,4.91,16.69,1800.37,2.94,65.77,214.98,3791.18,15.71,11.78,59.88,0,11.78,12.76,0,0,0.98,1.96,0,455.49,1.96,58.9,163.94,61.84,16.69
 84-94,0,0,9.56,0,96.65,14.87,0,1225.59,8.5,7.43,77.53,506.59,4.25,0,24.43,143.38,3.19,29.74,18.05,4.25,13.81,1223.47,0,77.53,160.37,2256.83,21.24,10.62,71.16,0,10.62,13.81,0,0,7.43,2.12,0,300.56,4.25,57.35,151.87,53.1,25.49
 96-106,0,0,5.46,0,96.17,19.67,1.09,925.64,9.84,8.74,61.2,493.97,8.74,0,45.9,214.2,2.19,19.67,16.39,4.37,12.02,1014.16,0,51.36,136.61,1795.55,32.79,15.3,74.31,0,14.21,17.49,3.28,0,3.28,4.37,0,137.7,3.28,55.74,187.97,60.11,28.41
108-118,0.77,0,7.66,0,49.02,29.87,2.3,764.43,4.6,1.53,45.96,412.09,6.13,0,14.55,151.66,4.6,36.77,14.55,7.66,13.02,869.37,0,29.87,131.75,2327,24.51,13.79,54.38,0,13.79,6.89,1.53,0,5.36,0.77,0,114.13,3.06,27.57,138.64,35.23,22.98
120,1.96,0,3.92,0,37.24,19.6,0,568.34,5.88,5.88,39.2,290.05,0,0,13.72,123.47,1.96,27.44,11.76,5.88,3.92,574.22,0,23.52,117.59,1712.85,33.32,5.88,41.16,0,13.72,17.64,1.96,0,0,0,0,84.27,0,19.6,94.07,35.28,3.92
