stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1699.95,30414.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.37,0,0,0,0,0,0,0,0,0,0,0
  5-6,2421.21,29170.93,0,49.04,0,0,0,0,0,0,0,0,0,85.81,0,0,0,0,0,0,0,0,0,0,0,827.5,91.94,0,0,232.93,0,698.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,439,462.65,0,941.08,0,5.26,0,1627.17,0,0,0,0,0,680.84,0,0,0,0,0,0,0,0,0,0,0,15228.14,504.71,0,0,6001.35,0,70.98,49.95,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,289.52,0,512.96,0,66.09,0,925.21,0,0,0,0,0,229.73,0,0,0,0,0,0,0,0,0,0,0,7719.52,147.91,0,0,3502.58,0,25.18,18.88,25.18,377.64,0,22.03,18.88,0,0,0,0,0
 14-21,1,3,0,59,720,233,0,421,0,1,0,62,22,9,3,7,23,2,3,3,0,353,2,0,315,4430,115,30,67,180,0,188,1,836,43,2,613,1301,0,0,18,0,2
 24-34,0,0.82,0,11.49,224.09,123.13,0,793.77,0,2.46,1.64,59.92,4.93,1.64,5.75,22.16,6.57,8.21,13.13,7.39,0.82,555.72,6.57,4.93,230.66,4241.36,57.46,56.64,45.97,0,0,289.76,0,2.46,9.03,0.82,50.07,1037.56,0,0,73.88,0,10.67
 36-46,0,0,0.81,4.03,93.46,46.73,0,1322.91,1.61,1.61,4.83,64.45,5.64,0,4.03,19.34,1.61,8.06,4.83,8.86,0.81,426.2,3.22,9.67,153.08,2624.06,24.98,20.14,19.34,0,0,101.51,0,1.61,3.22,0.81,0.81,635.67,0,0,37.06,0,15.31
 48-58,0.57,0,0.57,0.57,109.02,59.1,0,1567.63,0.57,2.3,2.87,84.35,9.75,0,6.89,17.21,1.15,14.35,6.31,6.89,0.57,457.32,2.87,25.82,112.47,1362.79,11.48,11.48,20.66,0,0.57,39.02,0,1.15,2.3,0.57,0,242.15,0,0,41.31,0,7.46
 60-70,0,0,0.98,0,103.06,8.83,0.98,989.37,1.96,0.98,0,79.5,15.7,0,0.98,12.76,0.98,7.85,7.85,4.91,0.98,318.01,1.96,28.46,53,640.93,9.82,3.93,11.78,0,0,28.46,0,0,3.93,0,0,42.21,0.98,0,23.56,0,5.89
 72-82,0,0,0.98,0.98,109.95,8.83,1.96,432.91,1.96,0,4.91,106.02,31.41,0,4.91,27.49,3.93,6.87,0.98,14.72,0,287.63,1.96,17.67,57.92,490.83,3.93,13.74,12.76,0,0,13.74,0,0,3.93,0,0,17.67,2.94,0.98,37.3,0.98,3.93
 84-94,0,0,2.12,2.12,131.69,36.11,8.5,430.13,0,1.06,0,66.91,84.96,0,3.19,32.92,9.56,14.87,2.12,29.74,2.12,252.76,4.25,28.68,75.4,433.31,12.74,19.12,16.99,0,0,39.3,0,0,12.74,0,0,14.87,18.05,0,43.54,0,0
 96-106,0,0,0,1.09,107.1,34.97,5.46,324.58,1.09,1.09,0,77.59,81.96,0,6.56,50.27,6.56,2.19,12.02,20.76,0,162.83,1.09,12.02,59.01,344.25,10.93,15.3,18.58,0,1.09,37.16,0,0,9.84,0,0,3.28,8.74,1.09,42.62,1.09,0
108-118,0,0,0.77,2.3,67.4,65.11,3.83,278.81,0,1.53,0.77,65.87,41.36,0,0.77,36.77,6.13,5.36,1.53,25.28,0,111.06,0,9.19,42.89,460.34,9.96,14.55,15.32,0,0,29.11,0,0,8.43,0,0,5.36,7.66,1.53,31.4,0.77,0
120,0,0,0,0,31.36,66.63,5.88,254.77,0,0,0,52.91,11.76,0,1.96,33.32,0,3.92,3.92,7.84,0,97.99,0,1.96,39.2,386.08,1.96,7.84,13.72,0,0,17.64,0,0,0,0,0,1.96,3.92,0,27.44,1.96,0
