stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,1,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,4,0,0,1,39,1,1,2,0,0,0,4,0,0,4,8,0,0,0,0,0
 24-34,0,0,0,6.57,0,0,7.39,0,0.82,0,2.46,0,0,0,3.28,1.64,0,13.95,0,0,16.42,0,0,6.57,88.65,2.46,1.64,6.57,0,0,10.67,0,0.82,0,2.46,24.63,0,0,4.1,0,0.82
 36-46,0,0,0,6.45,0.81,0,14.5,2.42,1.61,0,2.42,0,0,0,4.03,0.81,0,11.28,0.81,0.81,19.34,0,0.81,7.25,79.76,2.42,1.61,7.25,0,0,12.09,0,1.61,3.22,0,25.78,0,0,11.28,0,0.81
 48-58,0,0,0,12.62,1.15,0,19.51,4.59,1.15,1.15,6.89,0.57,0.57,0,9.75,0.57,0.57,11.48,0,0,32.13,0.57,0,18.94,91.81,9.18,1.15,5.16,0,0,8.03,0,1.72,2.87,0,7.46,0,0,10.33,0,0
 60-70,0,0,0,21.59,5.89,0,36.32,1.96,4.91,0.98,17.67,2.94,0,0,36.32,1.96,0.98,15.7,0.98,0.98,50.06,0.98,3.93,9.82,116.8,6.87,1.96,4.91,0,0,26.5,0,1.96,0.98,0,11.78,2.94,0,10.8,0,1.96
 72-82,0,1.96,0,27.49,5.89,0.98,45.16,1.96,4.91,1.96,44.17,4.91,0,0,138.41,1.96,0,38.28,1.96,0,200.26,1.96,2.94,24.54,163.94,6.87,1.96,8.83,0,0,21.6,0,0.98,0,0,4.91,1.96,3.93,30.43,2.94,1.96
 84-94,0,0,0,15.93,2.12,0,26.55,1.06,0,2.12,27.61,3.19,0,1.06,154,3.19,1.06,30.8,0,2.12,69.03,2.12,0,14.87,81.78,0,4.25,3.19,0,1.06,6.37,0,0,0,0,4.25,8.5,2.12,27.61,4.25,0
 96-106,0,4.37,1.09,33.88,6.56,0,27.32,0,1.09,1.09,29.51,3.28,0,1.09,209.83,5.46,0,53.55,2.19,1.09,79.78,1.09,0,16.39,79.78,1.09,1.09,10.93,0,3.28,21.86,0,1.09,0,0,2.19,30.6,0,32.79,3.28,0
108-118,0,2.3,0.77,28.34,4.6,0.77,13.02,0,4.6,0,34.47,4.6,0,2.3,208.34,1.53,0.77,33.7,2.3,0.77,85.02,0.77,0.77,18.38,114.89,0,2.3,4.6,0,3.06,3.83,0,0,0,0,1.53,31.4,0.77,23.74,4.6,0.77
120,0,0,0,45.08,3.92,0,23.52,0,3.92,5.88,39.2,7.84,0,3.92,342.96,3.92,0,33.32,1.96,0,115.63,1.96,1.96,31.36,139.14,0,5.88,9.8,0,3.92,15.68,0,0,0,0,1.96,17.64,0,29.4,0,0
