stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,158.14,3070.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.25,0,0,0,0,0,0,0,0,0,0
  5-6,300.35,2954.48,0,12.26,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,98.07,12.26,0,0,42.91,0,36.78,0,0,0,0,0,0,0,0,0,0
  7-9,34.17,55.2,0,86.75,0,0,0,155.09,0,0,0,0,0,49.95,0,0,0,0,0,0,0,0,0,0,0,1477.34,39.43,0,0,578.32,0,5.26,13.14,0,0,0,0,0,0,0,0,0
 10-12,0,31.47,0,53.5,0,9.44,0,138.47,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,956.68,22.03,0,0,500.37,0,3.15,0,0,62.94,3.15,6.29,0,0,0,0,0
 14-21,0,1,0,1,75,24,0,26,0,0,0,10,2,0,0,0,1,0,0,0,0,29,0,0,27,409,8,2,4,17,0,22,3,74,1,56,166,0,0,1,0,0
 24-34,0,0.82,0,4.1,18.88,3.28,0,86.19,0,0.82,0,12.31,1.64,0,1.64,0.82,3.28,0,0.82,1.64,0,55.82,1.64,0.82,27.09,678.85,4.1,4.1,7.39,0,0,32.83,0,0,3.28,4.93,151.04,0,0,8.21,0,0.82
 36-46,0,0,0,0,8.86,2.42,0,186.92,0,0,4.03,11.28,1.61,0,1.61,3.22,0,0.81,0.81,1.61,0,64.45,0,3.22,20.95,497.9,2.42,4.83,4.03,0,0,15.31,0.81,0,0.81,0.81,128.1,0,0,9.67,0,0.81
 48-58,0.57,0,0.57,0.57,6.89,0,0,189.36,1.15,3.44,3.44,24.67,1.72,0,0.57,1.15,0.57,1.15,2.3,0.57,0.57,74.59,1.72,4.59,17.21,267.97,3.44,1.72,4.59,0,0,14.92,0,0,0.57,0,74.59,0,0.57,5.74,0,1.15
 60-70,0,0,0,0,13.74,0,0,149.19,0,2.94,2.94,30.43,0,0,2.94,0.98,0.98,0.98,0,0,0,74.6,1.96,0.98,7.85,165.88,0,1.96,1.96,0,0,13.74,0,0,0,0,18.65,0.98,0.98,3.93,0.98,0
 72-82,0,0,1.96,0,13.74,1.96,0,88.35,0,0.98,3.93,33.38,0,0,0.98,1.96,2.94,0.98,0,0,0,59.88,2.94,4.91,5.89,178.66,0.98,4.91,0,0,0,7.85,0,0,0,0,16.69,0.98,1.96,9.82,0,0.98
 84-94,0,0,1.06,0,20.18,1.06,1.06,79.65,0,1.06,4.25,24.43,6.37,0,3.19,7.43,2.12,0,1.06,1.06,1.06,60.54,2.12,1.06,15.93,89.21,1.06,3.19,5.31,0,0,43.54,0,0,2.12,0,10.62,1.06,2.12,10.62,2.12,0
 96-106,0,0,2.19,0,16.39,3.28,2.19,42.62,0,1.09,0,21.86,5.46,0,1.09,6.56,1.09,2.19,3.28,1.09,0,60.11,0,2.19,5.46,81.96,1.09,3.28,4.37,0,1.09,26.23,1.09,0,1.09,0,5.46,2.19,0,8.74,3.28,2.19
108-118,0,0,1.53,0.77,24.51,6.13,0.77,54.38,0,4.6,2.3,18.38,3.06,0,0,6.13,6.13,6.13,0.77,0.77,1.53,43.66,0.77,2.3,6.89,96.51,1.53,0.77,3.06,0,0.77,19.92,0,0,0.77,0,3.83,3.06,1.53,6.89,2.3,3.06
120,0,0,0,0,27.44,0,0,50.95,0,3.92,0,25.48,9.8,0,0,3.92,3.92,1.96,1.96,0,0,37.24,0,0,7.84,94.07,1.96,1.96,0,0,1.96,23.52,0,0,0,0,1.96,1.96,0,7.84,1.96,0
