stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.36,948.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,723.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,6.13,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,15.77,0,39.43,0,0,84.12,0,0,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,565.17,23.66,0,0,302.3,0,0,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,40.91,0,69.23,0,6.29,81.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,997.59,28.32,0,0,393.37,0,0,6.29,3.15,34.62,0,9.44,0,0,0,0,0,0
 14-21,0,0,1,7,166,26,51,0,0,0,113,6,1,0,0,0,1,0,0,1,93,0,0,87,872,11,15,55,35,0,2,5,151,57,5,106,597,0,0,7,0,0
 24-34,0,0,2.46,0,32.83,1.64,72.24,0,3.28,6.57,91.94,0.82,0.82,0.82,0.82,1.64,0,4.1,0.82,0,132.16,0,0,96.04,703.47,3.28,40.22,12.31,0,0,6.57,0,0.82,21.34,0,28.73,348.86,0,0,9.85,0,0
 36-46,0,0,0.81,0.81,8.86,0,120.85,0,0,8.86,59.62,0,0,0,0,0.81,0,2.42,0,0.81,159.52,0.81,1.61,43.51,547.05,2.42,37.87,6.45,0,0,2.42,0,0,7.25,0,0,211.09,0,0.81,2.42,0,1.61
 48-58,0,0,0,0,6.89,0,191.08,0,1.15,10.9,80.91,0.57,0.57,1.15,0,0.57,0.57,2.87,0,1.15,216.32,0,5.16,30.99,402.24,2.3,21.8,6.89,0,0.57,2.87,0,0,2.87,0,0,142.3,0,1.15,2.3,0,0.57
 60-70,0,0,0,0,12.76,1.96,318.99,0,2.94,4.91,100.12,1.96,0,0.98,0,0,0,2.94,0,0.98,221.82,0,8.83,24.54,410.28,0.98,34.35,7.85,0,2.94,0,0,0,3.93,0,0,93.24,0,4.91,1.96,0.98,0
 72-82,0,0,6.87,0.98,7.85,2.94,282.72,0.98,0.98,10.8,130.56,3.93,0,1.96,1.96,2.94,0,12.76,0,0,344.56,0,8.83,37.3,331.8,0,67.73,9.82,0,1.96,0.98,0,0,3.93,0,0,53.99,0.98,4.91,1.96,7.85,2.94
 84-94,0,0,8.5,2.12,13.81,1.06,182.67,0,1.06,9.56,87.09,3.19,0,2.12,0,2.12,3.19,7.43,0,2.12,179.48,0,13.81,27.61,200.73,1.06,56.29,13.81,0,0,1.06,0,0,5.31,0,0,31.86,3.19,5.31,2.12,5.31,2.12
 96-106,0,0,5.46,1.09,22.95,3.28,142.07,0,1.09,7.65,72.13,8.74,0,4.37,3.28,6.56,2.19,14.21,2.19,0,163.93,0,4.37,15.3,166.11,1.09,88.52,26.23,0,5.46,1.09,0,0,3.28,0,0,21.86,0,7.65,7.65,7.65,0
108-118,0,0,2.3,1.53,12.26,5.36,94.98,0,4.6,6.13,72.77,6.89,0,0,0.77,4.6,3.06,13.02,0.77,0,126.38,0.77,2.3,16.85,217.53,0.77,67.4,13.79,0,4.6,1.53,0,0,3.83,0,0,21.45,1.53,3.06,8.43,3.06,4.6
120,0,0,1.96,0,15.68,5.88,80.35,0,0,0,43.12,1.96,0,0,0,1.96,1.96,7.84,0,0,113.67,0,0,17.64,137.18,3.92,39.2,11.76,0,0,1.96,0,0,7.84,0,0,11.76,0,0,3.92,3.92,0
