stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,13.14,0,13.14,0,0,15.77,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,128.81,13.14,0,0,76.23,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,25.18,0,6.29,28.32,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,361.9,22.03,0,0,163.64,0,3.15,0,0,22.03,0,0,0,0,0,0,0,0
 14-21,0,0,0,4,42,13,18,0,1,0,7,2,0,2,0,1,0,0,0,1,40,0,0,30,221,16,0,3,7,0,0,1,39,3,4,47,99,0,0,6,0,0
 24-34,0,0,0,1.64,15.6,0.82,38.58,1.64,0.82,3.28,9.85,0,0,3.28,1.64,0,0,1.64,0,4.1,49.25,0,0.82,32.01,260.21,6.57,0.82,3.28,0,0,0,0,0.82,7.39,2.46,7.39,63.21,0,0,23.8,0,4.1
 36-46,0,0,0,0,5.64,0,26.59,2.42,2.42,3.22,21.75,0,0,4.03,0.81,0,2.42,0.81,0,0.81,66.06,0.81,2.42,32.23,160.33,2.42,1.61,2.42,0,0,1.61,0,0,2.42,1.61,0,54.79,0,0,12.09,0,1.61
 48-58,0,0,0,0,2.87,1.72,23.53,4.02,0.57,2.3,22.95,0.57,0,2.3,2.3,0.57,0.57,0,0,2.87,66.56,0.57,1.15,17.79,37.3,0.57,1.15,2.87,0,0.57,0.57,0,0,0.57,0,0,16.07,0,0.57,9.18,0,2.3
 60-70,0,0,0,0,12.76,1.96,12.76,5.89,1.96,3.93,39.26,1.96,0,0.98,1.96,0,2.94,0.98,0,2.94,94.23,0,2.94,8.83,23.56,0.98,1.96,2.94,0,0,0,0,0,0,0.98,0,12.76,0,1.96,9.82,0.98,2.94
 72-82,0,0,0.98,0,10.8,8.83,18.65,0,0.98,5.89,42.21,3.93,0,2.94,4.91,0.98,2.94,0.98,0.98,0.98,138.41,0,6.87,16.69,31.41,0,1.96,5.89,0,0,0,0,0,3.93,0,0,2.94,0,4.91,16.69,7.85,0.98
 84-94,0,0,0,0,25.49,13.81,25.49,3.19,0,5.31,26.55,6.37,0,2.12,5.31,4.25,4.25,0,0,6.37,78.59,0,4.25,8.5,27.61,1.06,2.12,3.19,0,0,1.06,0,0,4.25,0,0,0,0,3.19,14.87,3.19,3.19
 96-106,0,0,0,0,16.39,19.67,13.11,5.46,1.09,3.28,27.32,10.93,0,4.37,10.93,0,9.84,2.19,0,1.09,68.85,1.09,2.19,9.84,29.51,2.19,1.09,6.56,0,3.28,0,0,0,1.09,0,0,3.28,0,3.28,21.86,2.19,3.28
108-118,0,0,0.77,0,29.87,3.83,6.89,3.06,3.83,0.77,29.11,9.19,0,0,11.49,1.53,12.26,1.53,1.53,2.3,65.11,0,3.06,14.55,25.28,1.53,0.77,3.83,0,0.77,0,0,0,2.3,1.53,0,2.3,0.77,0,8.43,1.53,6.13
120,3.92,0,0,0,33.32,7.84,15.68,11.76,5.88,3.92,17.64,11.76,0,0,9.8,0,7.84,0,1.96,1.96,62.71,0,9.8,9.8,31.36,0,0,5.88,0,1.96,0,0,0,1.96,3.92,0,1.96,0,1.96,11.76,1.96,3.92
