stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,2.63,0,0,2.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,70.98,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,9.44,0,9.44,6.29,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,144.76,6.29,0,0,40.91,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,3,10,43,154,9,0,0,0,8,9,1,5,0,0,1,0,0,13,35,0,0,26,222,6,2,3,3,0,5,4,5,0,12,231,0,0,42,0,15
 24-34,0,0.82,0.82,4.93,30.37,9.85,20.52,0,4.93,2.46,13.13,4.93,0,11.49,1.64,1.64,0.82,1.64,0.82,38.58,90.29,0.82,0,59.92,521.24,4.1,1.64,5.75,0,0,33.66,0,4.93,0,2.46,328.34,0,0,131.34,0,36.94
 36-46,0,0,0,0,12.09,3.22,22.56,0.81,3.22,2.42,33.03,1.61,0,6.45,0,0,4.83,3.22,0.81,23.36,75.73,0.81,0,25.78,738.8,2.42,2.42,3.22,0,0,25.78,0,1.61,0,0,299.71,0,0,67.68,0,28.2
 48-58,0,0,0,0,13.2,2.87,45.33,0,3.44,5.16,73.45,1.15,0.57,8.61,0,0,2.87,4.02,2.3,19.51,83.78,2.3,2.87,23.53,676.52,1.15,2.87,0.57,0,0,20.08,0,1.72,0.57,0,238.13,0,0.57,43.61,0,32.71
 60-70,0,0,0,0,7.85,5.89,91.28,0,1.96,3.93,73.61,1.96,0,11.78,1.96,1.96,11.78,1.96,0.98,6.87,88.34,3.93,1.96,24.54,640.93,1.96,0.98,1.96,0,0.98,18.65,0,4.91,0,0,108.95,0,0.98,38.28,0.98,18.65
 72-82,0,0,0,0.98,18.65,35.34,132.52,0,0.98,6.87,69.7,5.89,0,12.76,1.96,0,23.56,5.89,0,17.67,133.51,3.93,1.96,32.39,567.4,0,1.96,0.98,0,2.94,18.65,0,0,0.98,0,57.92,0,9.82,77.55,1.96,21.6
 84-94,0,0,3.19,2.12,23.36,25.49,89.21,0,1.06,4.25,56.29,13.81,2.12,5.31,3.19,5.31,20.18,6.37,1.06,23.36,66.91,4.25,4.25,31.86,238.96,3.19,5.31,3.19,0,0,73.28,0,1.06,0,0,29.74,6.37,4.25,60.54,4.25,22.3
 96-106,0,0,1.09,0,30.6,32.79,61.2,1.09,2.19,3.28,55.74,8.74,0,18.58,3.28,4.37,16.39,1.09,5.46,28.41,60.11,8.74,0,22.95,202.18,0,7.65,2.19,0,0,98.36,0,4.37,0,0,14.21,1.09,7.65,86.33,9.84,38.25
108-118,0,0,0,0,29.11,11.49,48.26,2.3,5.36,2.3,45.96,13.79,0,3.83,3.06,9.96,19.15,0.77,2.3,24.51,53.62,6.13,2.3,21.45,252,0.77,6.13,2.3,0,0.77,60.51,0,3.06,0,0,11.49,6.89,2.3,63.57,3.06,41.36
120,0,0,0,0,19.6,13.72,62.71,0,3.92,0,47.03,15.68,0,3.92,7.84,9.8,5.88,1.96,0,15.68,41.16,0,1.96,13.72,225.38,0,3.92,3.92,0,0,41.16,0,1.96,0,0,5.88,3.92,7.84,72.51,19.6,13.72
