stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1014.7,15325.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.01,0,0,0,0,0,0,0,0,0,0,0
  5-6,986.87,8078.86,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,202.28,12.26,0,0,30.65,0,159.37,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.83,52.57,0,68.35,0,0,0,110.41,0,0,0,0,0,63.09,0,0,0,0,0,0,0,0,0,0,0,1332.76,70.98,0,0,444.25,0,5.26,47.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,59.79,0,6.29,0,81.82,0,0,0,0,0,31.47,0,0,0,0,0,0,0,0,0,0,0,808.77,59.79,0,0,280.08,0,0,31.47,6.29,25.18,0,3.15,0,0,0,0,0,0
 14-21,0,1,0,4,72,14,0,43,0,2,0,9,0,3,1,0,8,0,1,0,1,39,0,0,21,457,10,7,4,5,0,3,12,45,10,5,62,122,0,0,11,0,0
 24-34,0,0,2.46,4.1,46.79,8.21,0,150.22,0,4.93,2.46,27.09,1.64,0,6.57,0.82,16.42,1.64,0.82,0,3.28,70.59,3.28,0,40.22,1756.63,9.03,38.58,13.13,0,0,14.78,1.64,0,4.1,4.93,18.88,338.19,0,0,41.86,0,2.46
 36-46,0,0,1.61,0,14.5,4.03,0,679.18,1.61,6.45,3.22,252.17,0,0,6.45,4.83,6.45,1.61,4.03,0.81,1.61,146.63,4.03,1.61,33.84,4426.35,12.09,50.76,16.92,0,0,19.34,3.22,0.81,6.45,3.22,0,950.69,0,0,25.78,0,4.83
 48-58,0.57,0,0.57,0.57,29.84,13.77,0,1054.08,2.87,8.61,2.87,497.49,1.15,10.9,8.61,9.75,4.02,1.72,9.75,1.72,6.89,214.03,5.16,4.59,28.69,3485.29,3.44,24.67,17.79,0.57,1.15,18.36,0.57,0,3.44,6.31,0,1033.42,0,0.57,23.53,0.57,8.03
 60-70,0,0,1.96,0,51.04,19.63,0,1661.72,6.87,18.65,11.78,403.41,1.96,4.91,9.82,12.76,3.93,8.83,6.87,1.96,3.93,432.85,5.89,9.82,28.46,3121.24,7.85,36.32,19.63,0,1.96,28.46,0,0,12.76,7.85,0,666.45,2.94,7.85,23.56,4.91,17.67
 72-82,0,0,6.87,2.94,92.28,82.46,0,1488.2,3.93,5.89,20.61,477.09,18.65,5.89,12.76,31.41,16.69,12.76,12.76,3.93,3.93,632.19,14.72,28.47,40.25,2468.88,3.93,46.14,46.14,0,5.89,32.39,0.98,0,12.76,3.93,0,300.39,18.65,11.78,52.03,18.65,11.78
 84-94,0,0,6.37,1.06,170.99,77.53,0,995.13,8.5,41.42,13.81,324.98,26.55,13.81,10.62,64.78,25.49,21.24,24.43,3.19,11.68,434.37,18.05,23.36,40.36,1336.04,11.68,39.3,45.67,0,4.25,152.93,0,0,16.99,7.43,0,221.97,40.36,14.87,57.35,9.56,27.61
 96-106,1.09,0,6.56,3.28,179.23,99.45,1.09,790.13,29.51,26.23,12.02,322.39,60.11,0,15.3,65.57,26.23,25.14,25.14,7.65,5.46,390.15,19.67,13.11,40.44,1089.57,9.84,78.68,52.46,0,10.93,142.07,1.09,0,10.93,7.65,0,100.54,65.57,16.39,64.48,22.95,21.86
108-118,0,0,0,3.83,158.55,77.36,4.6,567.58,48.26,36,5.36,292.6,52.09,0,9.19,55.92,38.3,19.92,21.45,9.96,6.13,348.51,10.72,13.02,38.3,1369.54,11.49,49.79,48.26,0,6.89,111.83,0.77,0,9.19,13.02,0,65.11,67.4,9.19,63.57,10.72,32.94
120,0,0,0,0,192.06,103.87,1.96,454.67,60.75,41.16,13.72,264.57,52.91,0,11.76,66.63,19.6,17.64,15.68,13.72,3.92,274.37,17.64,3.92,35.28,1411.05,17.64,47.03,45.08,0,3.92,176.38,0,0,9.8,5.88,0,68.59,33.32,9.8,54.87,15.68,13.72
