stage,axial,blastomeres,endoderm,eye,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,pgc,pronephros
  3-4,79.07,843.39,0,0,0,0,0,0,39.53,0,0
  5-6,116.46,1544.67,6.13,0,12.26,73.56,0,30.65,18.39,0,0
  7-9,31.54,28.92,70.98,168.24,28.92,1025.2,42.06,457.4,0,5.26,0
 10-12,0,25.18,53.5,166.79,25.18,896.89,28.32,371.34,0,3.15,28.32
